date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
14.11.2012  00:00:00          17.670           9.530           9.530           0.460 
15.11.2012  00:00:00          10.670           8.670           8.670           0.440 
16.11.2012  00:00:00           3.470           8.330           8.330           0.370 
17.11.2012  00:00:00          17.430           8.200           8.200           0.480 
18.11.2012  00:00:00          21.900           6.970           6.970           0.610 
19.11.2012  00:00:00           6.200           6.130           6.130           0.580 
20.11.2012  00:00:00          34.830           7.500           7.500           0.700 
21.11.2012  00:00:00          15.300           9.830           9.830           0.710 
22.11.2012  00:00:00          23.630           7.730           7.730           0.690 
23.11.2012  00:00:00          23.070           8.600           8.600           0.730 
24.11.2012  00:00:00           6.700           7.200           7.200           0.650 
25.11.2012  00:00:00           1.930           5.130           5.130           0.520 
26.11.2012  00:00:00           0.000           6.770           6.770           0.400 
27.11.2012  00:00:00           1.330           4.830           4.830           0.330 
28.11.2012  00:00:00           0.100           4.030           4.030           0.280 
29.11.2012  00:00:00           0.000           3.100           3.100           0.230 
30.11.2012  00:00:00           0.600           1.730           1.730           0.200 
01.12.2012  00:00:00           3.630          -0.130          -0.130           0.180 
02.12.2012  00:00:00           2.630          -1.900          -1.900           0.160 
03.12.2012  00:00:00           1.170          -2.700          -2.700           0.140 
04.12.2012  00:00:00           0.000          -4.770          -4.770           0.130 
05.12.2012  00:00:00           0.100          -6.470          -6.470           0.110 
06.12.2012  00:00:00           0.000          -5.900          -5.900           0.100 
07.12.2012  00:00:00           0.000          -0.270          -0.270           0.100 
08.12.2012  00:00:00           0.000          -0.600          -0.600           0.090 
09.12.2012  00:00:00           6.200           1.200           1.200           0.090 
10.12.2012  00:00:00           0.200           0.300           0.300           0.080 
11.12.2012  00:00:00           0.000          -2.930          -2.930           0.070 
12.12.2012  00:00:00          11.730          -2.870          -2.870           0.070 
13.12.2012  00:00:00           8.830           0.500           0.500           0.070 
14.12.2012  00:00:00           0.000          -0.170          -0.170           0.070 
15.12.2012  00:00:00           0.000           0.100           0.100           0.070 
16.12.2012  00:00:00           3.470           4.600           4.600           0.090 
17.12.2012  00:00:00           6.270           5.230           5.230           0.110 
18.12.2012  00:00:00           0.000           5.700           5.700           0.110 
19.12.2012  00:00:00           0.000           3.030           3.030           0.110 
20.12.2012  00:00:00           0.000          -0.270          -0.270           0.110 
21.12.2012  00:00:00           0.000          -1.470          -1.470           0.100 
22.12.2012  00:00:00           0.000          -1.600          -1.600           0.090 
23.12.2012  00:00:00           0.000          -0.670          -0.670           0.080 
24.12.2012  00:00:00           0.600           0.700           0.700           0.090 
25.12.2012  00:00:00          18.570           2.930           2.930           0.150 
26.12.2012  00:00:00          18.570           4.330           4.330           0.190 
27.12.2012  00:00:00           8.870           2.670           2.670           0.190 
28.12.2012  00:00:00           0.530           0.000           0.000           0.190 
29.12.2012  00:00:00          24.370           4.030           4.030           0.390 
30.12.2012  00:00:00          30.500           6.870           6.870           0.540 
31.12.2012  00:00:00          17.200           5.100           5.100           0.560 
01.01.2013  00:00:00          10.730           6.370           6.370           0.520 
02.01.2013  00:00:00           4.570           2.830           2.830           0.430 
03.01.2013  00:00:00          19.430           4.700           4.700           0.500 
04.01.2013  00:00:00           6.800           7.100           7.100           0.460 
05.01.2013  00:00:00           5.430           7.100           7.100           0.400 
06.01.2013  00:00:00           3.470           6.100           6.100           0.350 
07.01.2013  00:00:00           0.400           5.370           5.370           0.310 
08.01.2013  00:00:00           2.700           5.570           5.570           0.270 
09.01.2013  00:00:00           7.200           4.770           4.770           0.260 
10.01.2013  00:00:00           1.130           3.430           3.430           0.230 
11.01.2013  00:00:00           0.100           0.170           0.170           0.200 
12.01.2013  00:00:00           0.000          -2.670          -2.670           0.170 
13.01.2013  00:00:00           0.000          -4.170          -4.170           0.150 
14.01.2013  00:00:00           0.000          -2.270          -2.270           0.130 
15.01.2013  00:00:00           0.000          -2.330          -2.330           0.120 
16.01.2013  00:00:00           0.000          -4.930          -4.930           0.100 
17.01.2013  00:00:00           0.300          -3.270          -3.270           0.090 
18.01.2013  00:00:00           0.000          -2.830          -2.830           0.090 
19.01.2013  00:00:00           0.000          -3.930          -3.930           0.080 
20.01.2013  00:00:00           0.000          -6.370          -6.370           0.070 
21.01.2013  00:00:00           0.000          -2.900          -2.900           0.060 
22.01.2013  00:00:00           0.000          -4.670          -4.670           0.060 
23.01.2013  00:00:00           0.000          -5.700          -5.700           0.060 
24.01.2013  00:00:00           0.000          -5.870          -5.870           0.050 
25.01.2013  00:00:00           0.000          -2.530          -2.530           0.050 
26.01.2013  00:00:00           3.200           0.400           0.400           0.040 
27.01.2013  00:00:00           1.230           1.100           1.100           0.040 
28.01.2013  00:00:00          13.030           3.000           3.000           0.060 
29.01.2013  00:00:00           5.630           4.200           4.200           0.070 
30.01.2013  00:00:00           9.600           5.100           5.100           0.100 
31.01.2013  00:00:00           7.970           5.400           5.400           0.110 
01.02.2013  00:00:00           0.200           1.300           1.300           0.110 
02.02.2013  00:00:00           0.800          -0.370          -0.370           0.110 
03.02.2013  00:00:00           1.600           1.770           1.770           0.120 
04.02.2013  00:00:00          21.530           2.570           2.570           0.180 
05.02.2013  00:00:00          12.230           2.570           2.570           0.200 
06.02.2013  00:00:00           0.630           0.930           0.930           0.190 
07.02.2013  00:00:00           0.300          -0.700          -0.700           0.170 
08.02.2013  00:00:00           0.100          -2.870          -2.870           0.150 
09.02.2013  00:00:00           0.000          -2.470          -2.470           0.130 
10.02.2013  00:00:00           0.000          -2.900          -2.900           0.120 
11.02.2013  00:00:00           0.000          -2.370          -2.370           0.110 
12.02.2013  00:00:00           0.000          -3.930          -3.930           0.100 
13.02.2013  00:00:00           0.000          -4.670          -4.670           0.080 
14.02.2013  00:00:00           0.000          -0.430          -0.430           0.080 
15.02.2013  00:00:00           0.000           0.800           0.800           0.070 
16.02.2013  00:00:00           0.000           1.430           1.430           0.060 
17.02.2013  00:00:00           2.130           1.930           1.930           0.060 
18.02.2013  00:00:00           2.630           2.270           2.270           0.060 
19.02.2013  00:00:00           3.230           2.430           2.430           0.060 
20.02.2013  00:00:00           0.000           0.530           0.530           0.060 
21.02.2013  00:00:00           0.000          -2.400          -2.400           0.050 
22.02.2013  00:00:00           0.000          -3.070          -3.070           0.050 
23.02.2013  00:00:00           0.000          -1.870          -1.870           0.050 
24.02.2013  00:00:00           0.000          -0.700          -0.700           0.050 
25.02.2013  00:00:00           0.000           0.100           0.100           0.040 
26.02.2013  00:00:00           0.000          -0.070          -0.070           0.040 
27.02.2013  00:00:00           0.000           0.100           0.100           0.030 
28.02.2013  00:00:00           7.200           1.830           1.830           0.040 
01.03.2013  00:00:00           0.570           3.030           3.030           0.040 
02.03.2013  00:00:00           1.000           2.300           2.300           0.050 
03.03.2013  00:00:00           0.930           3.400           3.400           0.040 
04.03.2013  00:00:00           0.370           2.900           2.900           0.040 
05.03.2013  00:00:00           2.100           2.930           2.930           0.040 
06.03.2013  00:00:00           0.000           2.100           2.100           0.050 
07.03.2013  00:00:00           0.000           4.000           4.000           0.040 
08.03.2013  00:00:00           0.000           2.930           2.930           0.040 
09.03.2013  00:00:00           0.000           1.000           1.000           0.040 
10.03.2013  00:00:00           0.000          -0.500          -0.500           0.040 
11.03.2013  00:00:00           0.000          -3.930          -3.930           0.040 
12.03.2013  00:00:00           0.000          -2.300          -2.300           0.040 
13.03.2013  00:00:00           0.000          -1.070          -1.070           0.030 
14.03.2013  00:00:00           0.000          -3.170          -3.170           0.030 
15.03.2013  00:00:00           0.100          -0.300          -0.300           0.030 
16.03.2013  00:00:00           4.530           1.930           1.930           0.030 
17.03.2013  00:00:00           0.000           3.630           3.630           0.030 
18.03.2013  00:00:00           0.000           3.500           3.500           0.030 
19.03.2013  00:00:00           0.000          -0.370          -0.370           0.030 
20.03.2013  00:00:00           0.000          -2.100          -2.100           0.030 
21.03.2013  00:00:00           0.000          -1.300          -1.300           0.030 
22.03.2013  00:00:00           0.000          -0.770          -0.770           0.030 
23.03.2013  00:00:00           0.000          -2.900          -2.900           0.030 
24.03.2013  00:00:00           0.000          -1.630          -1.630           0.020 
25.03.2013  00:00:00           0.000          -0.200          -0.200           0.020 
26.03.2013  00:00:00           0.000           0.300           0.300           0.020 
27.03.2013  00:00:00           0.000           0.100           0.100           0.020 
28.03.2013  00:00:00           0.000          -0.170          -0.170           0.020 
29.03.2013  00:00:00           0.000           0.270           0.270           0.020 
30.03.2013  00:00:00           0.000           0.730           0.730           0.020 
31.03.2013  00:00:00           0.000           0.730           0.730           0.020 
01.04.2013  00:00:00           0.270           1.600           1.600           0.020 
02.04.2013  00:00:00           0.000           1.870           1.870           0.020 
03.04.2013  00:00:00           0.000           2.300           2.300           0.020 
04.04.2013  00:00:00           0.000           2.830           2.830           0.020 
05.04.2013  00:00:00           0.000           3.300           3.300           0.020 
06.04.2013  00:00:00           1.030           3.300           3.300           0.020 
07.04.2013  00:00:00           1.400           1.730           1.730           0.010 
08.04.2013  00:00:00           0.100           1.130           1.130           0.010 
09.04.2013  00:00:00           0.000           1.330           1.330           0.010 
10.04.2013  00:00:00           0.000           2.700           2.700           0.010 
11.04.2013  00:00:00           0.000           3.300           3.300           0.010 
12.04.2013  00:00:00           0.000           4.100           4.100           0.010 
13.04.2013  00:00:00           0.000           4.500           4.500           0.010 
14.04.2013  00:00:00           0.000           4.970           4.970           0.020 
15.04.2013  00:00:00          21.970           8.330           8.330           0.020 
16.04.2013  00:00:00           0.270           8.370           8.370           0.020 
17.04.2013  00:00:00           5.530           7.900           7.900           0.020 
18.04.2013  00:00:00          10.900           7.900           7.900           0.060 
19.04.2013  00:00:00          14.570           6.170           6.170           0.050 
20.04.2013  00:00:00           0.570           4.030           4.030           0.050 
21.04.2013  00:00:00           0.000           6.400           6.400           0.050 
22.04.2013  00:00:00           2.800           7.000           7.000           0.060 
23.04.2013  00:00:00           9.770           6.300           6.300           0.060 
24.04.2013  00:00:00           0.300           6.800           6.800           0.070 
25.04.2013  00:00:00           7.730           5.600           5.600           0.080 
26.04.2013  00:00:00           8.870           5.000           5.000           0.080 
27.04.2013  00:00:00           3.500           5.030           5.030           0.080 
28.04.2013  00:00:00           0.000           5.400           5.400           0.090 
29.04.2013  00:00:00          23.170           5.170           5.170           0.120 
30.04.2013  00:00:00           8.130           5.670           5.670           0.140 
01.05.2013  00:00:00           2.930           4.600           4.600           0.150 
02.05.2013  00:00:00          11.800           4.900           4.900           0.150 
03.05.2013  00:00:00           2.770           5.330           5.330           0.170 
04.05.2013  00:00:00          24.200           5.570           5.570           0.240 
05.05.2013  00:00:00           3.900           6.030           6.030           0.230 
06.05.2013  00:00:00           0.100           8.870           8.870           0.210 
07.05.2013  00:00:00           3.930           9.100           9.100           0.190 
08.05.2013  00:00:00           0.000           9.300           9.300           0.170 
09.05.2013  00:00:00           4.800          12.500          12.500           0.160 
10.05.2013  00:00:00           3.500           8.100           8.100           0.150 
11.05.2013  00:00:00           9.000           8.100           8.100           0.160 
12.05.2013  00:00:00           5.300           7.100           7.100           0.150 
13.05.2013  00:00:00           5.730           8.000           8.000           0.160 
14.05.2013  00:00:00           3.430           6.730           6.730           0.140 
15.05.2013  00:00:00           0.000           7.800           7.800           0.160 
16.05.2013  00:00:00          18.230           9.270           9.270           0.190 
17.05.2013  00:00:00           1.700           9.900           9.900           0.190 
18.05.2013  00:00:00           2.900          15.100          15.100           0.180 
19.05.2013  00:00:00           0.000          19.300          19.300           0.160 
20.05.2013  00:00:00           0.000          16.400          16.400           0.140 
21.05.2013  00:00:00           2.930          12.770          12.770           0.130 
22.05.2013  00:00:00           0.300           8.700           8.700           0.110 
23.05.2013  00:00:00           1.530           8.300           8.300           0.100 
24.05.2013  00:00:00           0.000           9.800           9.800           0.090 
25.05.2013  00:00:00           0.000           9.900           9.900           0.080 
26.05.2013  00:00:00           0.000           9.200           9.200           0.070 
27.05.2013  00:00:00           0.000           9.900           9.900           0.070 
28.05.2013  00:00:00           1.800          13.430          13.430           0.060 
29.05.2013  00:00:00           1.930          14.200          14.200           0.060 
30.05.2013  00:00:00           1.730          16.230          16.230           0.060 
31.05.2013  00:00:00           0.000          15.000          15.000           0.050 
01.06.2013  00:00:00           0.000          12.770          12.770           0.050 
02.06.2013  00:00:00           0.000          10.100          10.100           0.040 
03.06.2013  00:00:00           1.800           9.770           9.770           0.040 
04.06.2013  00:00:00           0.000          10.900          10.900           0.040 
05.06.2013  00:00:00           0.000          12.000          12.000           0.040 
06.06.2013  00:00:00           0.470          11.300          11.300           0.040 
07.06.2013  00:00:00           0.000          11.500          11.500           0.030 
08.06.2013  00:00:00           0.100          11.770          11.770           0.030 
09.06.2013  00:00:00           0.000          10.630          10.630           0.030 
10.06.2013  00:00:00           0.000          12.030          12.030           0.030 
11.06.2013  00:00:00           0.000          12.100          12.100           0.020 
12.06.2013  00:00:00           0.000          11.600          11.600           0.020 
13.06.2013  00:00:00          13.670          13.200          13.200           0.020 
14.06.2013  00:00:00           2.400          12.100          12.100           0.020 
15.06.2013  00:00:00           1.130          11.500          11.500           0.020 
16.06.2013  00:00:00           3.370          13.470          13.470           0.020 
17.06.2013  00:00:00           0.000          13.370          13.370           0.020 
18.06.2013  00:00:00           0.000          12.700          12.700           0.020 
19.06.2013  00:00:00           0.000          13.400          13.400           0.020 
20.06.2013  00:00:00           1.600          13.700          13.700           0.020 
21.06.2013  00:00:00           1.500          14.170          14.170           0.010 
22.06.2013  00:00:00           6.800          13.000          13.000           0.010 
23.06.2013  00:00:00           4.330          13.400          13.400           0.020 
24.06.2013  00:00:00           7.700          13.330          13.330           0.020 
25.06.2013  00:00:00           3.400          13.200          13.200           0.020 
26.06.2013  00:00:00           0.000          13.000          13.000           0.020 
27.06.2013  00:00:00           0.470          13.300          13.300           0.020 
28.06.2013  00:00:00           0.000          14.570          14.570           0.020 
29.06.2013  00:00:00          18.400          12.900          12.900           0.030 
30.06.2013  00:00:00           0.230          11.530          11.530           0.030 
01.07.2013  00:00:00           1.200          13.700          13.700           0.040 
02.07.2013  00:00:00          15.430          12.000          12.000           0.050 
03.07.2013  00:00:00           2.500          13.170          13.170           0.060 
04.07.2013  00:00:00          10.600          13.400          13.400           0.080 
05.07.2013  00:00:00           2.300          14.300          14.300           0.070 
06.07.2013  00:00:00           0.370          13.330          13.330           0.070 
07.07.2013  00:00:00           0.300          15.700          15.700           0.060 
08.07.2013  00:00:00           0.000          13.600          13.600           0.060 
09.07.2013  00:00:00           0.000          14.100          14.100           0.050 
10.07.2013  00:00:00           2.070          12.700          12.700           0.050 
11.07.2013  00:00:00           0.000          12.600          12.600           0.050 
12.07.2013  00:00:00           0.000          13.200          13.200           0.040 
13.07.2013  00:00:00           0.100          13.800          13.800           0.040 
14.07.2013  00:00:00           1.100          12.500          12.500           0.040 
15.07.2013  00:00:00           2.870          13.170          13.170           0.040 
16.07.2013  00:00:00           5.000          13.530          13.530           0.040 
17.07.2013  00:00:00           2.500          13.800          13.800           0.040 
18.07.2013  00:00:00           2.230          15.500          15.500           0.040 
19.07.2013  00:00:00          10.700          13.700          13.700           0.040 
20.07.2013  00:00:00           0.000          14.100          14.100           0.040 
21.07.2013  00:00:00           0.000          14.670          14.670           0.040 
22.07.2013  00:00:00           0.000          15.470          15.470           0.040 
23.07.2013  00:00:00           0.000          16.370          16.370           0.030 
24.07.2013  00:00:00           0.000          18.700          18.700           0.030 
25.07.2013  00:00:00           0.000          18.400          18.400           0.030 
26.07.2013  00:00:00           0.000          18.530          18.530           0.030 
27.07.2013  00:00:00           0.000          17.170          17.170           0.030 
28.07.2013  00:00:00           0.000          17.300          17.300           0.020 
29.07.2013  00:00:00           7.970          17.800          17.800           0.020 
30.07.2013  00:00:00           4.270          18.000          18.000           0.020 
31.07.2013  00:00:00          52.270          15.170          15.170           0.030 
01.08.2013  00:00:00           0.000          15.370          15.370           0.030 
02.08.2013  00:00:00           4.330          16.670          16.670           0.030 
03.08.2013  00:00:00           3.030          22.100          22.100           0.040 
04.08.2013  00:00:00          22.800          16.800          16.800           0.040 
05.08.2013  00:00:00           6.430          16.630          16.630           0.050 
06.08.2013  00:00:00          23.000          17.030          17.030           0.100 
07.08.2013  00:00:00           5.630          14.130          14.130           0.090 
08.08.2013  00:00:00           0.000          15.000          15.000           0.080 
09.08.2013  00:00:00           0.000          14.800          14.800           0.080 
10.08.2013  00:00:00           0.000          14.100          14.100           0.070 
11.08.2013  00:00:00           3.730          15.200          15.200           0.070 
12.08.2013  00:00:00           4.400          13.230          13.230           0.070 
13.08.2013  00:00:00           4.200          13.330          13.330           0.060 
14.08.2013  00:00:00           0.000          13.430          13.430           0.060 
15.08.2013  00:00:00           0.000          12.570          12.570           0.060 
16.08.2013  00:00:00          13.300          16.000          16.000           0.090 
17.08.2013  00:00:00          28.270          14.500          14.500           0.120 
18.08.2013  00:00:00          16.230          15.570          15.570           0.210 
19.08.2013  00:00:00           8.870          14.600          14.600           0.210 
20.08.2013  00:00:00           0.200          14.770          14.770           0.190 
21.08.2013  00:00:00           0.100          14.800          14.800           0.170 
22.08.2013  00:00:00           0.000          14.630          14.630           0.150 
23.08.2013  00:00:00           0.000          15.830          15.830           0.130 
24.08.2013  00:00:00           0.000          18.500          18.500           0.120 
25.08.2013  00:00:00           0.000          17.330          17.330           0.100 
26.08.2013  00:00:00           0.000          16.430          16.430           0.090 
27.08.2013  00:00:00           0.000          16.230          16.230           0.080 
28.08.2013  00:00:00           2.470          15.800          15.800           0.070 
29.08.2013  00:00:00           0.000          12.970          12.970           0.070 
30.08.2013  00:00:00           6.100          13.700          13.700           0.060 
31.08.2013  00:00:00          10.930          15.300          15.300           0.070 
01.09.2013  00:00:00          11.330          12.270          12.270           0.100 
02.09.2013  00:00:00          26.370          12.370          12.370           0.150 
03.09.2013  00:00:00           7.770          13.730          13.730           0.160 
04.09.2013  00:00:00           6.600          13.500          13.500           0.150 
05.09.2013  00:00:00           0.300          16.300          16.300           0.140 
06.09.2013  00:00:00           6.930          16.970          16.970           0.220 
07.09.2013  00:00:00          36.800          17.070          17.070           0.320 
08.09.2013  00:00:00           5.370          17.600          17.600           0.300 
09.09.2013  00:00:00           0.470          17.500          17.500           0.270 
10.09.2013  00:00:00           2.830          13.600          13.600           0.240 
11.09.2013  00:00:00           3.100          14.670          14.670           0.210 
12.09.2013  00:00:00           0.300          15.000          15.000           0.180 
13.09.2013  00:00:00           0.000          14.600          14.600           0.150 
14.09.2013  00:00:00           6.300          14.600          14.600           0.160 
15.09.2013  00:00:00           9.570          13.230          13.230           0.180 
16.09.2013  00:00:00          27.000          11.700          11.700           0.270 
17.09.2013  00:00:00          20.300          10.200          10.200           0.290 
18.09.2013  00:00:00          27.970          10.230          10.230           0.580 
19.09.2013  00:00:00          18.100           9.800           9.800           0.660 
20.09.2013  00:00:00           3.630          10.430          10.430           0.550 
21.09.2013  00:00:00           2.000          11.870          11.870           0.430 
22.09.2013  00:00:00          14.730          13.030          13.030           0.450 
23.09.2013  00:00:00           4.500          13.030          13.030           0.390 
24.09.2013  00:00:00           0.200          11.700          11.700           0.330 
25.09.2013  00:00:00           3.970          11.530          11.530           0.380 
26.09.2013  00:00:00           7.600           9.700           9.700           0.350 
27.09.2013  00:00:00           0.300           9.730           9.730           0.290 
28.09.2013  00:00:00           0.000           8.830           8.830           0.250 
29.09.2013  00:00:00           0.000          10.870          10.870           0.210 
30.09.2013  00:00:00           0.000          10.900          10.900           0.180 
01.10.2013  00:00:00           0.000           9.930           9.930           0.150 
02.10.2013  00:00:00           0.000           9.700           9.700           0.130 
03.10.2013  00:00:00           0.000          10.930          10.930           0.120 
04.10.2013  00:00:00           0.000          12.330          12.330           0.110 
05.10.2013  00:00:00          21.970          12.130          12.130           0.170 
06.10.2013  00:00:00           2.070          11.170          11.170           0.170 
07.10.2013  00:00:00           6.700          12.700          12.700           0.170 
08.10.2013  00:00:00           1.530          14.000          14.000           0.160 
09.10.2013  00:00:00           7.770          12.570          12.570           0.160 
10.10.2013  00:00:00           0.000           9.200           9.200           0.150 
11.10.2013  00:00:00           0.000           9.130           9.130           0.130 
12.10.2013  00:00:00           0.000           9.200           9.200           0.110 
13.10.2013  00:00:00           0.000          10.200          10.200           0.100 
14.10.2013  00:00:00           0.100          10.470          10.470           0.100 
15.10.2013  00:00:00           0.100           9.830           9.830           0.090 
16.10.2013  00:00:00           0.000           9.600           9.600           0.080 
17.10.2013  00:00:00           0.000           9.200           9.200           0.080 
18.10.2013  00:00:00           0.100           7.170           7.170           0.070 
19.10.2013  00:00:00           0.100           5.700           5.700           0.070 
20.10.2013  00:00:00           1.130           7.500           7.500           0.060 
21.10.2013  00:00:00           3.000           8.470           8.470           0.060 
22.10.2013  00:00:00           2.230          10.300          10.300           0.140 
23.10.2013  00:00:00          50.500          13.000          13.000           0.180 
24.10.2013  00:00:00          14.470          12.000          12.000           0.330 
25.10.2013  00:00:00          22.500           8.930           8.930           0.370 
26.10.2013  00:00:00           6.730           9.930           9.930           0.370 
27.10.2013  00:00:00           7.730          11.030          11.030           0.370 
28.10.2013  00:00:00           7.830          10.670          10.670           0.340 
29.10.2013  00:00:00           6.930           9.930           9.930           0.310 
30.10.2013  00:00:00           9.530           8.470           8.470           0.290 
31.10.2013  00:00:00          12.470           8.900           8.900           0.310 
01.11.2013  00:00:00           7.930           9.600           9.600           0.320 
02.11.2013  00:00:00          13.830           8.800           8.800           0.300 
03.11.2013  00:00:00          12.670           8.400           8.400           0.330 
04.11.2013  00:00:00           3.030           7.630           7.630           0.320 
05.11.2013  00:00:00          11.400           6.830           6.830           0.330 
06.11.2013  00:00:00           1.930           6.130           6.130           0.300 
07.11.2013  00:00:00          18.400           5.530           5.530           0.310 
08.11.2013  00:00:00          11.970           6.930           6.930           0.310 
09.11.2013  00:00:00          13.030           8.030           8.030           0.300 
10.11.2013  00:00:00           7.400           5.200           5.200           0.290 
11.11.2013  00:00:00           0.100           4.000           4.000           0.270 
12.11.2013  00:00:00          12.500           8.130           8.130           0.280 
13.11.2013  00:00:00           6.330           7.730           7.730           0.260 
14.11.2013  00:00:00           8.030           7.700           7.700           0.270 
15.11.2013  00:00:00           6.870           8.030           8.030           0.260 
16.11.2013  00:00:00          10.030           9.270           9.270           0.260 
17.11.2013  00:00:00           5.370           9.470           9.470           0.250 
18.11.2013  00:00:00           7.570           6.930           6.930           0.300 
19.11.2013  00:00:00          11.630           6.100           6.100           0.310 
20.11.2013  00:00:00           4.170           2.670           2.670           0.290 
21.11.2013  00:00:00           0.000           3.470           3.470           0.260 
22.11.2013  00:00:00           0.000           2.130           2.130           0.230 
23.11.2013  00:00:00           0.930           2.930           2.930           0.210 
24.11.2013  00:00:00           4.370           4.370           4.370           0.190 
25.11.2013  00:00:00           0.000           2.500           2.500           0.170 
26.11.2013  00:00:00           0.200           3.200           3.200           0.180 
27.11.2013  00:00:00          24.300           7.430           7.430           0.240 
28.11.2013  00:00:00           4.370           8.400           8.400           0.230 
29.11.2013  00:00:00           9.400           5.730           5.730           0.270 
30.11.2013  00:00:00           8.770           3.730           3.730           0.290 
01.12.2013  00:00:00          11.300           6.700           6.700           0.290 
02.12.2013  00:00:00           1.100           5.170           5.170           0.260 
03.12.2013  00:00:00           4.500           6.830           6.830           0.250 
04.12.2013  00:00:00          11.970           6.300           6.300           0.240 
05.12.2013  00:00:00          10.930           5.270           5.270           0.280 
06.12.2013  00:00:00          10.870           3.470           3.470           0.270 
07.12.2013  00:00:00          13.070          -0.230          -0.230           0.260 
08.12.2013  00:00:00          16.670          -0.870          -0.870           0.330 
09.12.2013  00:00:00          14.270           6.600           6.600           0.460 
10.12.2013  00:00:00           4.970           7.630           7.630           0.500 
11.12.2013  00:00:00           0.370           8.000           8.000           0.410 
12.12.2013  00:00:00           0.830           7.730           7.730           0.360 
13.12.2013  00:00:00          10.400           6.100           6.100           0.330 
14.12.2013  00:00:00           7.100           6.730           6.730           0.310 
15.12.2013  00:00:00           9.270           7.530           7.530           0.350 
16.12.2013  00:00:00           6.700           7.730           7.730           0.340 
17.12.2013  00:00:00           6.270           7.570           7.570           0.310 
18.12.2013  00:00:00           0.000           6.200           6.200           0.270 
19.12.2013  00:00:00           0.400           7.130           7.130           0.250 
20.12.2013  00:00:00          15.830           5.500           5.500           0.260 
21.12.2013  00:00:00          13.130           6.300           6.300           0.320 
22.12.2013  00:00:00           9.300           7.930           7.930           0.380 
23.12.2013  00:00:00          11.000           5.330           5.330           0.390 
24.12.2013  00:00:00          15.630           6.130           6.130           0.500 
25.12.2013  00:00:00           9.000           7.570           7.570           0.460 
26.12.2013  00:00:00          11.200           6.830           6.830           0.390 
27.12.2013  00:00:00           1.670           6.200           6.200           0.330 
28.12.2013  00:00:00          22.770           6.970           6.970           0.420 
29.12.2013  00:00:00          20.470           6.730           6.730           0.490 
30.12.2013  00:00:00           3.300           4.630           4.630           0.500 
31.12.2013  00:00:00          34.170           7.100           7.100           0.600 
01.01.2014  00:00:00          10.430           6.930           6.930           0.560 
02.01.2014  00:00:00           3.200           6.200           6.200           0.500 
03.01.2014  00:00:00           6.770           6.970           6.970           0.450 
04.01.2014  00:00:00          10.370           7.100           7.100           0.400 
05.01.2014  00:00:00           6.400           6.930           6.930           0.370 
06.01.2014  00:00:00           6.170           6.000           6.000           0.360 
07.01.2014  00:00:00           8.930           7.600           7.600           0.340 
08.01.2014  00:00:00           3.270           7.970           7.970           0.300 
09.01.2014  00:00:00           2.030           7.270           7.270           0.260 
10.01.2014  00:00:00           3.070           3.800           3.800           0.240 
11.01.2014  00:00:00           8.830           5.330           5.330           0.230 
12.01.2014  00:00:00           5.330           4.470           4.470           0.210 
13.01.2014  00:00:00           0.000           0.230           0.230           0.190 
14.01.2014  00:00:00           3.700          -1.170          -1.170           0.180 
15.01.2014  00:00:00           0.000           2.070           2.070           0.160 
16.01.2014  00:00:00           0.000           3.930           3.930           0.150 
17.01.2014  00:00:00           0.000           3.070           3.070           0.130 
18.01.2014  00:00:00           0.000           1.200           1.200           0.110 
19.01.2014  00:00:00           0.000           1.400           1.400           0.110 
20.01.2014  00:00:00           0.000           2.100           2.100           0.100 
21.01.2014  00:00:00           0.000           1.500           1.500           0.090 
22.01.2014  00:00:00           0.000           0.800           0.800           0.080 
23.01.2014  00:00:00           0.000           0.100           0.100           0.080 
24.01.2014  00:00:00           0.000           0.600           0.600           0.070 
25.01.2014  00:00:00           0.000          -0.030          -0.030           0.060 
26.01.2014  00:00:00           0.000           0.900           0.900           0.060 
27.01.2014  00:00:00           0.000          -0.330          -0.330           0.060 
28.01.2014  00:00:00           0.000           1.130           1.130           0.050 
29.01.2014  00:00:00           0.000           2.900           2.900           0.050 
30.01.2014  00:00:00           0.100          -0.030          -0.030           0.050 
31.01.2014  00:00:00           0.000          -0.370          -0.370           0.040 
01.02.2014  00:00:00           0.000           1.430           1.430           0.040 
02.02.2014  00:00:00           2.930           4.500           4.500           0.040 
03.02.2014  00:00:00           3.100           6.330           6.330           0.040 
04.02.2014  00:00:00           0.100           5.470           5.470           0.040 
05.02.2014  00:00:00           0.000           5.000           5.000           0.040 
06.02.2014  00:00:00           0.000           5.900           5.900           0.040 
07.02.2014  00:00:00           5.230           5.630           5.630           0.040 
08.02.2014  00:00:00           5.930           4.030           4.030           0.040 
09.02.2014  00:00:00           3.530           5.500           5.500           0.060 
10.02.2014  00:00:00          15.200           5.630           5.630           0.070 
11.02.2014  00:00:00           3.370           5.230           5.230           0.070 
12.02.2014  00:00:00           1.700           4.630           4.630           0.080 
13.02.2014  00:00:00          11.070           3.570           3.570           0.130 
14.02.2014  00:00:00          18.400           4.830           4.830           0.170 
15.02.2014  00:00:00           6.730           5.330           5.330           0.230 
