date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
04.03.2008  00:00:00           5.730          -1.600          -1.600           0.110 
05.03.2008  00:00:00           8.080          -3.270          -3.270           0.090 
06.03.2008  00:00:00           8.670           0.020           0.020           0.220 
07.03.2008  00:00:00           8.830           1.470           1.470           0.170 
08.03.2008  00:00:00           0.000           0.620           0.620           0.130 
09.03.2008  00:00:00           0.000           1.350           1.350           0.150 
10.03.2008  00:00:00           0.100           4.270           4.270           0.250 
11.03.2008  00:00:00           0.000           2.730           2.730           0.220 
12.03.2008  00:00:00           0.000           4.720           4.720           0.550 
13.03.2008  00:00:00           0.000           5.400           5.400           0.380 
14.03.2008  00:00:00           0.000           3.880           3.880           0.200 
15.03.2008  00:00:00           0.000           2.700           2.700           0.160 
16.03.2008  00:00:00           0.000           1.530           1.530           0.140 
17.03.2008  00:00:00           3.600          -0.230          -0.230           0.140 
18.03.2008  00:00:00           0.000          -2.100          -2.100           0.110 
19.03.2008  00:00:00           2.000          -3.220          -3.220           0.100 
20.03.2008  00:00:00           6.420          -2.880          -2.880           0.090 
21.03.2008  00:00:00           0.000          -4.950          -4.950           0.090 
22.03.2008  00:00:00           0.000          -6.050          -6.050           0.080 
23.03.2008  00:00:00           0.000          -5.550          -5.550           0.080 
24.03.2008  00:00:00           0.000          -5.100          -5.100           0.080 
25.03.2008  00:00:00           0.000          -3.700          -3.700           0.080 
26.03.2008  00:00:00           0.000          -3.480          -3.480           0.070 
27.03.2008  00:00:00           0.000          -2.900          -2.900           0.070 
28.03.2008  00:00:00           5.850          -0.720          -0.720           0.070 
29.03.2008  00:00:00           0.780          -0.370          -0.370           0.070 
30.03.2008  00:00:00           2.700           4.030           4.030           0.140 
31.03.2008  00:00:00           0.020           6.120           6.120           0.240 
01.04.2008  00:00:00           3.600           6.000           6.000           0.240 
02.04.2008  00:00:00           0.080           4.330           4.330           0.140 
03.04.2008  00:00:00           0.000           4.470           4.470           0.130 
04.04.2008  00:00:00           0.780           4.270           4.270           0.140 
05.04.2008  00:00:00           2.180           2.880           2.880           0.160 
06.04.2008  00:00:00           2.320           1.420           1.420           0.150 
07.04.2008  00:00:00           0.000           3.330           3.330           0.110 
08.04.2008  00:00:00           0.000           3.370           3.370           0.100 
09.04.2008  00:00:00           0.000           1.630           1.630           0.090 
10.04.2008  00:00:00           0.000           2.600           2.600           0.080 
11.04.2008  00:00:00           0.000           1.700           1.700           0.080 
12.04.2008  00:00:00           3.830           2.420           2.420           0.090 
13.04.2008  00:00:00           0.000           3.820           3.820           0.080 
14.04.2008  00:00:00           0.000           3.930           3.930           0.080 
15.04.2008  00:00:00          15.650           2.970           2.970           0.130 
16.04.2008  00:00:00           4.570           1.720           1.720           0.180 
17.04.2008  00:00:00           7.720           2.970           2.970           0.210 
18.04.2008  00:00:00           0.650           4.720           4.720           0.150 
19.04.2008  00:00:00           0.000           2.800           2.800           0.120 
20.04.2008  00:00:00           1.320           2.580           2.580           0.120 
21.04.2008  00:00:00           0.020           4.080           4.080           0.110 
22.04.2008  00:00:00           0.000           3.320           3.320           0.090 
23.04.2008  00:00:00           0.000           3.820           3.820           0.080 
24.04.2008  00:00:00           1.030           4.580           4.580           0.090 
25.04.2008  00:00:00           0.000           4.600           4.600           0.080 
26.04.2008  00:00:00           0.000           5.170           5.170           0.080 
27.04.2008  00:00:00           1.600           8.280           8.280           0.080 
28.04.2008  00:00:00           0.320           8.900           8.900           0.070 
29.04.2008  00:00:00           0.000          10.880          10.880           0.070 
30.04.2008  00:00:00           0.000          14.120          14.120           0.060 
01.05.2008  00:00:00           0.000          14.570          14.570           0.060 
02.05.2008  00:00:00           0.000          14.270          14.270           0.060 
03.05.2008  00:00:00           0.000          13.280          13.280           0.060 
04.05.2008  00:00:00           5.750           9.720           9.720           0.080 
05.05.2008  00:00:00           1.700           7.400           7.400           0.070 
06.05.2008  00:00:00           7.080           7.420           7.420           0.090 
07.05.2008  00:00:00          11.280           7.580           7.580           0.230 
08.05.2008  00:00:00          11.370           7.520           7.520           0.460 
09.05.2008  00:00:00          14.600           7.650           7.650           0.420 
10.05.2008  00:00:00           3.000           6.650           6.650           0.280 
11.05.2008  00:00:00           6.380           6.600           6.600           0.430 
12.05.2008  00:00:00           6.000           4.250           4.250           0.240 
13.05.2008  00:00:00           2.550           2.920           2.920           0.210 
14.05.2008  00:00:00           6.120           3.250           3.250           0.180 
15.05.2008  00:00:00           0.000           4.520           4.520           0.150 
16.05.2008  00:00:00           0.000           5.220           5.220           0.110 
17.05.2008  00:00:00           0.000           4.820           4.820           0.100 
18.05.2008  00:00:00           0.000           5.280           5.280           0.090 
19.05.2008  00:00:00           0.000           5.730           5.730           0.080 
20.05.2008  00:00:00           0.000           7.220           7.220           0.090 
21.05.2008  00:00:00           1.720           6.520           6.520           0.100 
22.05.2008  00:00:00           0.100           8.180           8.180           0.090 
23.05.2008  00:00:00           0.000          10.750          10.750           0.080 
24.05.2008  00:00:00           0.000          10.620          10.620           0.070 
25.05.2008  00:00:00           0.000           8.170           8.170           0.070 
26.05.2008  00:00:00           3.800           6.650           6.650           0.080 
27.05.2008  00:00:00           0.420           6.780           6.780           0.070 
28.05.2008  00:00:00           0.030           7.720           7.720           0.070 
29.05.2008  00:00:00           0.000           7.620           7.620           0.070 
30.05.2008  00:00:00           0.000          10.130          10.130           0.060 
31.05.2008  00:00:00           0.000          12.850          12.850           0.060 
01.06.2008  00:00:00           0.000          13.230          13.230           0.070 
02.06.2008  00:00:00           2.880           9.950           9.950           0.070 
03.06.2008  00:00:00           0.000          10.820          10.820           0.060 
04.06.2008  00:00:00           0.000          18.300          18.300           0.060 
05.06.2008  00:00:00           0.000          16.050          16.050           0.050 
06.06.2008  00:00:00           0.000          15.000          15.000           0.050 
07.06.2008  00:00:00           0.000          13.750          13.750           0.050 
08.06.2008  00:00:00           0.000          15.520          15.520           0.060 
09.06.2008  00:00:00          22.070          11.830          11.830           0.090 
10.06.2008  00:00:00           0.150           6.720           6.720           0.080 
11.06.2008  00:00:00           1.830           7.580           7.580           0.070 
12.06.2008  00:00:00           2.200           8.750           8.750           0.070 
13.06.2008  00:00:00           0.100           7.150           7.150           0.070 
14.06.2008  00:00:00           0.000          10.830          10.830           0.060 
15.06.2008  00:00:00           1.450          13.030          13.030           0.060 
16.06.2008  00:00:00           0.000          12.130          12.130           0.060 
17.06.2008  00:00:00           1.120          11.480          11.480           0.060 
18.06.2008  00:00:00           0.100          11.020          11.020           0.060 
19.06.2008  00:00:00           1.850          10.550          10.550           0.060 
20.06.2008  00:00:00           0.830          13.350          13.350           0.070 
21.06.2008  00:00:00           6.700          13.770          13.770           0.060 
22.06.2008  00:00:00           0.000          12.120          12.120           0.060 
23.06.2008  00:00:00           0.000          10.270          10.270           0.060 
24.06.2008  00:00:00           8.530          10.720          10.720           0.090 
25.06.2008  00:00:00           3.270           8.920           8.920           0.090 
26.06.2008  00:00:00           7.950           8.420           8.420           0.130 
27.06.2008  00:00:00           0.000           8.920           8.920           0.090 
28.06.2008  00:00:00           0.000           9.930           9.930           0.070 
29.06.2008  00:00:00           6.570          12.420          12.420           0.080 
30.06.2008  00:00:00           0.000          13.930          13.930           0.070 
01.07.2008  00:00:00           8.130          15.400          15.400           0.150 
02.07.2008  00:00:00           4.980          11.070          11.070           0.100 
03.07.2008  00:00:00           0.000          15.570          15.570           0.070 
04.07.2008  00:00:00           0.000          19.850          19.850           0.060 
05.07.2008  00:00:00           0.000          16.900          16.900           0.060 
06.07.2008  00:00:00           0.000          14.480          14.480           0.050 
07.07.2008  00:00:00           0.000          14.270          14.270           0.050 
08.07.2008  00:00:00           0.000          13.620          13.620           0.050 
09.07.2008  00:00:00           0.000          12.730          12.730           0.050 
10.07.2008  00:00:00           0.100           9.850           9.850           0.050 
11.07.2008  00:00:00           0.000           9.720           9.720           0.050 
12.07.2008  00:00:00           0.000          13.150          13.150           0.050 
13.07.2008  00:00:00           0.000          15.880          15.880           0.050 
14.07.2008  00:00:00           0.100          13.580          13.580           0.050 
15.07.2008  00:00:00           3.380          12.570          12.570           0.050 
16.07.2008  00:00:00           9.120          11.920          11.920           0.060 
17.07.2008  00:00:00           3.770          11.920          11.920           0.060 
18.07.2008  00:00:00           1.800          11.350          11.350           0.060 
19.07.2008  00:00:00           9.330          11.020          11.020           0.060 
20.07.2008  00:00:00           0.000          15.550          15.550           0.050 
21.07.2008  00:00:00           0.000          17.380          17.380           0.050 
22.07.2008  00:00:00           0.000          12.900          12.900           0.050 
23.07.2008  00:00:00           1.970          11.920          11.920           0.060 
24.07.2008  00:00:00           6.230          12.950          12.950           0.070 
25.07.2008  00:00:00           2.400          13.320          13.320           0.060 
26.07.2008  00:00:00           0.020          15.250          15.250           0.050 
27.07.2008  00:00:00           0.000          16.580          16.580           0.050 
28.07.2008  00:00:00           0.000          17.420          17.420           0.050 
29.07.2008  00:00:00           0.000          16.330          16.330           0.050 
30.07.2008  00:00:00           0.000          20.400          20.400           0.050 
31.07.2008  00:00:00           0.000          19.820          19.820           0.050 
01.08.2008  00:00:00           0.320          13.850          13.850           0.050 
02.08.2008  00:00:00           0.000          13.780          13.780           0.050 
03.08.2008  00:00:00           0.000          15.230          15.230           0.050 
04.08.2008  00:00:00           0.000          15.820          15.820           0.040 
05.08.2008  00:00:00           0.000          14.350          14.350           0.040 
06.08.2008  00:00:00           0.000          13.880          13.880           0.050 
07.08.2008  00:00:00           2.570          14.850          14.850           0.050 
08.08.2008  00:00:00           0.000          11.950          11.950           0.050 
09.08.2008  00:00:00           1.700          10.450          10.450           0.050 
10.08.2008  00:00:00           0.000          10.330          10.330           0.050 
11.08.2008  00:00:00           0.000          11.450          11.450           0.050 
12.08.2008  00:00:00           0.000          13.570          13.570           0.050 
13.08.2008  00:00:00           0.100          13.830          13.830           0.060 
14.08.2008  00:00:00           0.100          14.030          14.030           0.050 
15.08.2008  00:00:00           7.880          10.950          10.950           0.050 
16.08.2008  00:00:00           0.000          11.030          11.030           0.050 
17.08.2008  00:00:00           0.000          11.720          11.720           0.050 
18.08.2008  00:00:00           0.000          14.420          14.420           0.050 
19.08.2008  00:00:00           1.500          13.920          13.920           0.050 
20.08.2008  00:00:00           3.920          13.630          13.630           0.050 
21.08.2008  00:00:00           0.000          13.820          13.820           0.050 
22.08.2008  00:00:00           4.530          12.080          12.080           0.060 
23.08.2008  00:00:00           5.500          10.420          10.420           0.060 
24.08.2008  00:00:00           0.000          10.550          10.550           0.050 
25.08.2008  00:00:00           0.000          15.250          15.250           0.050 
26.08.2008  00:00:00           0.000          17.270          17.270           0.050 
27.08.2008  00:00:00           8.900          11.680          11.680           0.060 
28.08.2008  00:00:00           1.020          12.670          12.670           0.050 
29.08.2008  00:00:00           4.320          11.730          11.730           0.060 
30.08.2008  00:00:00           0.000          11.180          11.180           0.050 
31.08.2008  00:00:00           0.000           9.600           9.600           0.050 
01.09.2008  00:00:00           0.000           9.870           9.870           0.050 
02.09.2008  00:00:00           0.000           9.070           9.070           0.050 
03.09.2008  00:00:00           0.000          10.330          10.330           0.060 
04.09.2008  00:00:00          13.950          10.070          10.070           0.060 
05.09.2008  00:00:00           0.050           8.100           8.100           0.060 
06.09.2008  00:00:00           2.970           8.220           8.220           0.050 
07.09.2008  00:00:00           0.720           9.220           9.220           0.050 
08.09.2008  00:00:00           0.000           9.220           9.220           0.050 
09.09.2008  00:00:00           0.000          11.770          11.770           0.050 
10.09.2008  00:00:00           0.000          12.750          12.750           0.050 
11.09.2008  00:00:00           0.000          12.050          12.050           0.050 
12.09.2008  00:00:00           0.000          12.370          12.370           0.050 
13.09.2008  00:00:00           0.000          10.570          10.570           0.050 
14.09.2008  00:00:00           0.020           9.420           9.420           0.050 
15.09.2008  00:00:00           0.000          11.870          11.870           0.050 
16.09.2008  00:00:00           0.020          10.270          10.270           0.050 
17.09.2008  00:00:00           0.020           8.900           8.900           0.050 
18.09.2008  00:00:00           0.000           8.780           8.780           0.050 
19.09.2008  00:00:00           0.450          10.620          10.620           0.050 
20.09.2008  00:00:00          24.120          10.120          10.120           0.070 
21.09.2008  00:00:00           0.000          11.620          11.620           0.050 
22.09.2008  00:00:00           7.270          12.400          12.400           0.060 
23.09.2008  00:00:00           5.430          11.270          11.270           0.080 
24.09.2008  00:00:00           2.730          11.700          11.700           0.080 
25.09.2008  00:00:00           9.870          11.520          11.520           0.070 
26.09.2008  00:00:00          13.170          10.770          10.770           0.140 
27.09.2008  00:00:00          20.870           9.630           9.630           0.360 
28.09.2008  00:00:00          18.220           9.520           9.520           0.300 
29.09.2008  00:00:00           6.300           7.630           7.630           0.180 
30.09.2008  00:00:00           3.520           5.250           5.250           0.160 
01.10.2008  00:00:00           0.020           6.250           6.250           0.100 
02.10.2008  00:00:00           0.020           8.230           8.230           0.090 
03.10.2008  00:00:00           0.000           8.100           8.100           0.080 
04.10.2008  00:00:00           0.000           6.620           6.620           0.070 
05.10.2008  00:00:00           0.000           7.130           7.130           0.070 
06.10.2008  00:00:00           0.230           6.470           6.470           0.110 
07.10.2008  00:00:00          17.500           7.870           7.870           0.230 
08.10.2008  00:00:00          11.080           7.150           7.150           0.130 
09.10.2008  00:00:00           5.920           8.480           8.480           0.150 
10.10.2008  00:00:00           4.480           9.930           9.930           0.210 
11.10.2008  00:00:00           7.600          10.750          10.750           0.260 
12.10.2008  00:00:00          11.230           9.180           9.180           0.390 
13.10.2008  00:00:00          10.000           8.420           8.420           0.530 
14.10.2008  00:00:00          18.170           8.620           8.620           0.610 
15.10.2008  00:00:00          10.330           8.520           8.520           0.380 
16.10.2008  00:00:00           5.420           7.220           7.220           0.240 
17.10.2008  00:00:00           0.380           5.970           5.970           0.170 
18.10.2008  00:00:00           3.300           5.920           5.920           0.150 
19.10.2008  00:00:00          14.320           6.870           6.870           0.200 
20.10.2008  00:00:00           5.750           6.650           6.650           0.200 
21.10.2008  00:00:00          15.330           9.020           9.020           0.510 
22.10.2008  00:00:00          13.570           6.620           6.620           1.120 
23.10.2008  00:00:00          13.030           6.230           6.230           0.460 
24.10.2008  00:00:00           9.630           7.450           7.450           0.340 
25.10.2008  00:00:00           7.270           7.450           7.450           0.580 
26.10.2008  00:00:00          27.320           6.770           6.770           1.240 
27.10.2008  00:00:00           9.270           5.800           5.800           0.890 
28.10.2008  00:00:00          19.320           5.020           5.020           0.610 
29.10.2008  00:00:00           2.620           3.780           3.780           0.660 
30.10.2008  00:00:00          11.830           2.720           2.720           0.490 
31.10.2008  00:00:00           0.530           1.930           1.930           0.250 
01.11.2008  00:00:00           0.000          -0.300          -0.300           0.190 
02.11.2008  00:00:00           5.120           3.550           3.550           0.280 
03.11.2008  00:00:00           3.380           5.020           5.020           0.300 
04.11.2008  00:00:00          19.150           6.200           6.200           0.560 
05.11.2008  00:00:00          12.770           7.120           7.120           0.410 
06.11.2008  00:00:00           0.000           5.420           5.420           0.230 
07.11.2008  00:00:00           0.000           2.630           2.630           0.170 
08.11.2008  00:00:00           0.000           5.020           5.020           0.170 
09.11.2008  00:00:00           0.000           5.750           5.750           0.150 
10.11.2008  00:00:00           0.000           6.770           6.770           0.140 
11.11.2008  00:00:00           1.670           4.930           4.930           0.130 
12.11.2008  00:00:00           3.820           3.720           3.720           0.140 
13.11.2008  00:00:00           1.070           0.770           0.770           0.130 
14.11.2008  00:00:00           0.000          -0.180          -0.180           0.130 
15.11.2008  00:00:00           6.600           1.450           1.450           0.130 
16.11.2008  00:00:00           0.000           1.520           1.520           0.120 
17.11.2008  00:00:00           9.670           1.180           1.180           0.330 
18.11.2008  00:00:00          21.350           5.130           5.130           0.710 
19.11.2008  00:00:00          14.470           1.770           1.770           0.290 
20.11.2008  00:00:00           5.600           0.070           0.070           0.190 
21.11.2008  00:00:00           5.580          -1.380          -1.380           0.160 
22.11.2008  00:00:00           3.530          -0.530          -0.530           0.160 
23.11.2008  00:00:00           3.550           0.850           0.850           0.160 
24.11.2008  00:00:00           0.000          -2.670          -2.670           0.150 
25.11.2008  00:00:00           0.000          -1.200          -1.200           0.130 
26.11.2008  00:00:00          10.470           0.580           0.580           0.300 
27.11.2008  00:00:00           1.300          -0.900          -0.900           0.200 
28.11.2008  00:00:00          15.150           0.020           0.020           0.270 
29.11.2008  00:00:00           5.800           1.820           1.820           0.180 
30.11.2008  00:00:00           0.000           0.470           0.470           0.150 
01.12.2008  00:00:00           2.850           0.400           0.400           0.150 
02.12.2008  00:00:00           2.300           0.900           0.900           0.130 
03.12.2008  00:00:00           0.000           0.670           0.670           0.120 
04.12.2008  00:00:00           0.000           1.550           1.550           0.110 
05.12.2008  00:00:00           0.000          -0.220          -0.220           0.100 
06.12.2008  00:00:00           0.000          -0.720          -0.720           0.090 
07.12.2008  00:00:00           0.000          -3.020          -3.020           0.110 
08.12.2008  00:00:00           0.600           1.300           1.300           0.140 
09.12.2008  00:00:00           7.470           1.950           1.950           0.170 
10.12.2008  00:00:00           4.470           0.420           0.420           0.120 
11.12.2008  00:00:00           0.000          -2.680          -2.680           0.100 
12.12.2008  00:00:00           0.000          -1.950          -1.950           0.100 
13.12.2008  00:00:00           0.000          -0.280          -0.280           0.090 
14.12.2008  00:00:00           0.000          -0.150          -0.150           0.090 
15.12.2008  00:00:00           0.000           3.480           3.480           0.080 
16.12.2008  00:00:00           0.100           4.230           4.230           0.730 
17.12.2008  00:00:00           9.180           4.850           4.850           1.620 
18.12.2008  00:00:00           6.920           4.250           4.250           0.870 
19.12.2008  00:00:00          20.230           4.520           4.520           0.860 
20.12.2008  00:00:00          16.770           3.120           3.120           0.410 
21.12.2008  00:00:00           5.670           1.250           1.250           0.250 
22.12.2008  00:00:00           0.100           0.620           0.620           0.170 
23.12.2008  00:00:00           5.600           0.870           0.870           0.150 
24.12.2008  00:00:00          14.200          -0.430          -0.430           0.270 
25.12.2008  00:00:00           3.600           4.100           4.100           0.810 
26.12.2008  00:00:00           9.980           6.980           6.980           0.620 
27.12.2008  00:00:00           1.330           5.600           5.600           0.310 
28.12.2008  00:00:00           0.000           4.020           4.020           0.200 
29.12.2008  00:00:00           0.630           5.430           5.430           0.200 
30.12.2008  00:00:00           8.000           5.100           5.100           0.280 
31.12.2008  00:00:00           6.150           4.870           4.870           0.280 
01.01.2009  00:00:00          14.430          -1.380          -1.380           0.190 
02.01.2009  00:00:00           7.720          -2.150          -2.150           0.170 
03.01.2009  00:00:00           4.130          -2.250          -2.250           0.160 
04.01.2009  00:00:00           0.000          -8.520          -8.520           0.160 
05.01.2009  00:00:00          11.380          -3.150          -3.150           0.170 
06.01.2009  00:00:00           9.820           1.850           1.850           0.290 
07.01.2009  00:00:00           5.170          -3.230          -3.230           0.170 
08.01.2009  00:00:00           1.630          -2.580          -2.580           1.070 
09.01.2009  00:00:00          38.770           3.020           3.020           0.970 
10.01.2009  00:00:00           8.650           4.820           4.820           1.590 
11.01.2009  00:00:00           9.650           5.550           5.550           0.890 
12.01.2009  00:00:00          24.250           5.970           5.970           2.650 
13.01.2009  00:00:00          23.580           3.670           3.670           0.570 
14.01.2009  00:00:00           0.000          -0.680          -0.680           0.250 
15.01.2009  00:00:00           0.000          -5.980          -5.980           0.160 
16.01.2009  00:00:00           0.000          -5.800          -5.800           0.140 
17.01.2009  00:00:00           0.200          -0.570          -0.570           0.140 
18.01.2009  00:00:00           0.000          -0.350          -0.350           0.120 
19.01.2009  00:00:00           0.000           0.780           0.780           0.120 
20.01.2009  00:00:00           0.000           1.870           1.870           0.110 
21.01.2009  00:00:00           0.000           2.170           2.170           0.100 
22.01.2009  00:00:00           0.100           3.720           3.720           0.110 
23.01.2009  00:00:00           0.000           2.220           2.220           0.140 
24.01.2009  00:00:00           0.000           1.050           1.050           0.100 
25.01.2009  00:00:00           0.000           0.950           0.950           0.090 
26.01.2009  00:00:00           0.000          -0.670          -0.670           0.080 
27.01.2009  00:00:00           0.000          -1.370          -1.370           0.080 
28.01.2009  00:00:00           0.000          -1.780          -1.780           0.080 
29.01.2009  00:00:00           2.780           0.150           0.150           0.090 
30.01.2009  00:00:00           4.970           2.530           2.530           0.090 
31.01.2009  00:00:00           0.000           2.850           2.850           0.080 
01.02.2009  00:00:00           0.000           0.250           0.250           0.070 
02.02.2009  00:00:00           0.650           0.470           0.470           0.080 
03.02.2009  00:00:00           3.080           1.220           1.220           0.080 
04.02.2009  00:00:00           5.920          -0.170          -0.170           0.080 
05.02.2009  00:00:00           0.000          -0.780          -0.780           0.070 
06.02.2009  00:00:00           0.000          -8.280          -8.280           0.080 
07.02.2009  00:00:00           0.000         -10.280         -10.280           0.090 
08.02.2009  00:00:00           0.000         -10.230         -10.230           0.090 
09.02.2009  00:00:00           1.920          -9.370          -9.370           0.090 
10.02.2009  00:00:00           9.230          -3.850          -3.850           0.080 
11.02.2009  00:00:00           8.120          -0.180          -0.180           0.080 
12.02.2009  00:00:00           3.380          -0.900          -0.900           0.070 
13.02.2009  00:00:00           8.700          -1.730          -1.730           0.070 
14.02.2009  00:00:00          12.630          -0.220          -0.220           0.070 
15.02.2009  00:00:00           5.150          -0.220          -0.220           0.070 
16.02.2009  00:00:00           0.000          -3.970          -3.970           0.070 
17.02.2009  00:00:00           0.000          -4.370          -4.370           0.080 
18.02.2009  00:00:00           0.030          -2.050          -2.050           0.070 
19.02.2009  00:00:00           0.020          -2.570          -2.570           0.070 
20.02.2009  00:00:00           2.600          -4.120          -4.120           0.070 
21.02.2009  00:00:00          15.250          -0.170          -0.170           0.690 
22.02.2009  00:00:00          16.930           1.720           1.720           0.500 
23.02.2009  00:00:00           4.420           0.400           0.400           0.200 
24.02.2009  00:00:00           4.920           0.970           0.970           0.140 
25.02.2009  00:00:00           3.570          -1.030          -1.030           0.110 
26.02.2009  00:00:00           0.000          -1.550          -1.550           0.100 
27.02.2009  00:00:00           7.550          -3.230          -3.230           0.080 
28.02.2009  00:00:00          11.180          -4.470          -4.470           0.090 
01.03.2009  00:00:00           0.000          -4.780          -4.780           0.090 
02.03.2009  00:00:00           3.030          -0.280          -0.280           0.130 
03.03.2009  00:00:00           6.050           2.400           2.400           0.270 
04.03.2009  00:00:00           4.980           1.430           1.430           0.200 
05.03.2009  00:00:00           0.000           3.550           3.550           0.140 
06.03.2009  00:00:00           0.000           3.050           3.050           0.120 
07.03.2009  00:00:00           0.000           3.020           3.020           0.100 
08.03.2009  00:00:00           0.000           2.630           2.630           0.090 
09.03.2009  00:00:00           0.000           2.120           2.120           0.080 
10.03.2009  00:00:00           0.000           3.400           3.400           0.080 
11.03.2009  00:00:00           0.000           0.880           0.880           0.080 
12.03.2009  00:00:00           0.720           1.130           1.130           0.080 
13.03.2009  00:00:00           0.000           2.270           2.270           0.100 
14.03.2009  00:00:00           6.650           2.850           2.850           0.890 
15.03.2009  00:00:00           4.970           3.420           3.420           0.390 
16.03.2009  00:00:00           3.650           3.950           3.950           1.040 
17.03.2009  00:00:00          11.030           3.220           3.220           0.510 
18.03.2009  00:00:00           9.520           1.720           1.720           0.250 
19.03.2009  00:00:00           4.370           0.100           0.100           0.800 
20.03.2009  00:00:00          30.150           3.530           3.530           2.390 
21.03.2009  00:00:00          10.750           2.030           2.030           0.380 
22.03.2009  00:00:00           0.870          -0.730          -0.730           0.220 
23.03.2009  00:00:00           0.000          -2.280          -2.280           0.200 
24.03.2009  00:00:00           0.000          -2.950          -2.950           0.130 
25.03.2009  00:00:00           0.000          -2.800          -2.800           0.110 
26.03.2009  00:00:00           0.000          -1.880          -1.880           0.100 
27.03.2009  00:00:00           0.000          -0.070          -0.070           0.100 
28.03.2009  00:00:00           0.000           0.070           0.070           0.100 
29.03.2009  00:00:00           0.000           0.630           0.630           0.100 
30.03.2009  00:00:00           0.000           1.800           1.800           0.120 
31.03.2009  00:00:00           0.220           2.450           2.450           0.200 
01.04.2009  00:00:00           0.080           2.900           2.900           0.200 
02.04.2009  00:00:00          13.020           3.400           3.400           1.340 
03.04.2009  00:00:00          32.820           5.380           5.380           0.960 
04.04.2009  00:00:00          13.430           4.570           4.570           0.520 
05.04.2009  00:00:00           0.000           3.800           3.800           0.310 
06.04.2009  00:00:00           0.900           4.670           4.670           0.290 
07.04.2009  00:00:00          14.150           3.800           3.800           0.440 
08.04.2009  00:00:00           0.030           5.120           5.120           0.460 
09.04.2009  00:00:00           1.280           5.250           5.250           0.370 
10.04.2009  00:00:00           0.050           6.850           6.850           0.240 
11.04.2009  00:00:00           0.120           7.830           7.830           0.220 
12.04.2009  00:00:00           0.000          10.030          10.030           0.230 
13.04.2009  00:00:00           4.430           6.480           6.480           0.140 
14.04.2009  00:00:00           3.570           4.370           4.370           0.130 
15.04.2009  00:00:00           0.000           2.320           2.320           0.120 
16.04.2009  00:00:00           0.000           3.180           3.180           0.120 
17.04.2009  00:00:00           5.020           3.530           3.530           0.160 
18.04.2009  00:00:00           8.230           0.770           0.770           0.170 
19.04.2009  00:00:00           3.220           1.300           1.300           0.320 
20.04.2009  00:00:00           5.180           1.070           1.070           0.220 
21.04.2009  00:00:00           0.020           1.470           1.470           0.170 
22.04.2009  00:00:00           0.000           4.280           4.280           0.180 
23.04.2009  00:00:00           2.630           5.880           5.880           0.130 
24.04.2009  00:00:00           0.530           7.680           7.680           0.130 
25.04.2009  00:00:00           5.450           7.370           7.370           0.140 
26.04.2009  00:00:00           3.980           8.230           8.230           0.130 
27.04.2009  00:00:00           0.900           6.230           6.230           0.130 
28.04.2009  00:00:00           0.570           6.470           6.470           0.120 
29.04.2009  00:00:00           2.650           7.220           7.220           0.110 
30.04.2009  00:00:00           0.000           7.900           7.900           0.100 
01.05.2009  00:00:00           0.000          11.320          11.320           0.100 
02.05.2009  00:00:00           0.000          12.200          12.200           0.110 
03.05.2009  00:00:00           4.950           8.770           8.770           0.100 
04.05.2009  00:00:00          15.220           6.820           6.820           0.210 
05.05.2009  00:00:00           7.720           6.400           6.400           0.180 
06.05.2009  00:00:00           2.430           6.650           6.650           0.160 
07.05.2009  00:00:00           1.800           7.070           7.070           0.150 
08.05.2009  00:00:00           4.750           7.850           7.850           0.160 
09.05.2009  00:00:00           4.400           9.500           9.500           0.140 
10.05.2009  00:00:00           4.480           7.800           7.800           0.220 
11.05.2009  00:00:00           8.730           5.600           5.600           0.210 
12.05.2009  00:00:00           8.650           6.220           6.220           0.180 
13.05.2009  00:00:00           5.380           6.820           6.820           0.160 
14.05.2009  00:00:00           0.400           7.320           7.320           0.130 
15.05.2009  00:00:00           0.000          10.030          10.030           0.110 
16.05.2009  00:00:00           0.000          11.230          11.230           0.090 
17.05.2009  00:00:00           0.000          13.380          13.380           0.080 
18.05.2009  00:00:00           0.000          12.780          12.780           0.080 
19.05.2009  00:00:00           0.000          14.050          14.050           0.070 
20.05.2009  00:00:00           0.000          11.280          11.280           0.070 
21.05.2009  00:00:00           0.100           9.220           9.220           0.070 
22.05.2009  00:00:00           0.000           9.650           9.650           0.070 
23.05.2009  00:00:00           0.000           9.250           9.250           0.080 
24.05.2009  00:00:00           0.000           7.480           7.480           0.080 
25.05.2009  00:00:00           4.120           9.230           9.230           0.090 
26.05.2009  00:00:00           3.920           8.900           8.900           0.080 
27.05.2009  00:00:00           3.880           9.180           9.180           0.120 
28.05.2009  00:00:00          17.880           7.030           7.030           0.120 
29.05.2009  00:00:00           4.730           8.180           8.180           0.120 
30.05.2009  00:00:00           8.680           9.770           9.770           0.100 
31.05.2009  00:00:00           0.000          13.780          13.780           0.090 
01.06.2009  00:00:00           3.530          10.220          10.220           0.090 
02.06.2009  00:00:00           2.050           8.280           8.280           0.090 
03.06.2009  00:00:00           9.850           6.620           6.620           0.100 
04.06.2009  00:00:00           1.130           7.350           7.350           0.090 
