date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.04.2001  00:00:00           6.030           1.470           1.470           0.900 
02.04.2001  00:00:00           9.800           3.920           3.920           2.020 
03.04.2001  00:00:00           1.730           2.420           2.420           0.600 
04.04.2001  00:00:00          22.720           2.430           2.430           2.660 
05.04.2001  00:00:00           5.750           4.280           4.280           0.920 
06.04.2001  00:00:00           7.830           3.920           3.920           0.510 
07.04.2001  00:00:00           0.350           1.830           1.830           0.250 
08.04.2001  00:00:00           0.000           1.120           1.120           0.200 
09.04.2001  00:00:00           0.000           2.170           2.170           0.120 
10.04.2001  00:00:00           1.320           1.730           1.730           0.120 
11.04.2001  00:00:00           5.230           0.220           0.220           0.090 
12.04.2001  00:00:00           3.750          -2.030          -2.030           0.070 
13.04.2001  00:00:00           1.720          -2.650          -2.650           0.070 
14.04.2001  00:00:00           0.000          -1.370          -1.370           0.070 
15.04.2001  00:00:00           0.000          -0.150          -0.150           0.090 
16.04.2001  00:00:00           6.270           0.300           0.300           0.070 
17.04.2001  00:00:00           7.380          -0.450          -0.450           0.070 
18.04.2001  00:00:00           0.000          -0.170          -0.170           0.080 
19.04.2001  00:00:00           0.000           0.820           0.820           0.080 
20.04.2001  00:00:00           0.000           0.850           0.850           0.150 
21.04.2001  00:00:00           2.950           1.530           1.530           0.550 
22.04.2001  00:00:00           0.400           3.620           3.620           0.260 
23.04.2001  00:00:00           0.000           4.880           4.880           0.180 
24.04.2001  00:00:00           0.000           5.500           5.500           0.210 
25.04.2001  00:00:00           2.380           6.500           6.500           0.240 
26.04.2001  00:00:00           0.000           6.570           6.570           0.160 
27.04.2001  00:00:00           0.000           8.070           8.070           0.150 
28.04.2001  00:00:00           0.000           7.770           7.770           0.130 
29.04.2001  00:00:00           0.000           6.850           6.850           0.110 
30.04.2001  00:00:00           0.000           7.270           7.270           0.110 
01.05.2001  00:00:00           3.770           5.530           5.530           0.100 
02.05.2001  00:00:00           0.350           5.700           5.700           0.240 
03.05.2001  00:00:00          20.830           6.100           6.100           0.540 
04.05.2001  00:00:00           6.920           4.620           4.620           0.310 
05.05.2001  00:00:00           4.630           3.820           3.820           0.200 
06.05.2001  00:00:00           6.730           4.450           4.450           0.160 
07.05.2001  00:00:00           0.000           5.970           5.970           0.140 
08.05.2001  00:00:00           0.000           5.770           5.770           0.130 
09.05.2001  00:00:00           4.580           5.700           5.700           0.130 
10.05.2001  00:00:00           3.420           6.620           6.620           0.140 
11.05.2001  00:00:00          10.050           6.180           6.180           0.180 
12.05.2001  00:00:00           2.580           6.000           6.000           0.150 
13.05.2001  00:00:00           4.620           5.570           5.570           0.180 
14.05.2001  00:00:00           3.770           4.720           4.720           0.160 
15.05.2001  00:00:00           3.180           4.720           4.720           0.140 
16.05.2001  00:00:00           0.000           6.750           6.750           0.110 
17.05.2001  00:00:00           0.000           9.600           9.600           0.100 
18.05.2001  00:00:00           0.000           9.820           9.820           0.100 
19.05.2001  00:00:00           0.000           8.230           8.230           0.110 
20.05.2001  00:00:00           2.600           5.750           5.750           0.110 
21.05.2001  00:00:00           6.230           4.920           4.920           0.110 
22.05.2001  00:00:00           7.680           5.280           5.280           0.250 
23.05.2001  00:00:00          18.420           5.050           5.050           0.320 
24.05.2001  00:00:00           9.750           3.720           3.720           0.370 
25.05.2001  00:00:00           0.100           4.850           4.850           0.190 
26.05.2001  00:00:00           0.100           5.720           5.720           0.140 
27.05.2001  00:00:00           1.380           5.420           5.420           0.120 
28.05.2001  00:00:00           0.000           6.130           6.130           0.110 
29.05.2001  00:00:00           0.000           7.250           7.250           0.100 
30.05.2001  00:00:00           0.000           8.370           8.370           0.080 
