date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
15.12.2013  00:00:00           0.000           4.620           4.620           0.540 
16.12.2013  00:00:00           1.220           5.550           5.550           0.460 
17.12.2013  00:00:00           7.600           3.440           3.440           1.320 
18.12.2013  00:00:00           9.790           2.470           2.470           1.290 
19.12.2013  00:00:00           0.000           4.430           4.430           0.510 
20.12.2013  00:00:00           3.640           4.060           4.060           0.350 
21.12.2013  00:00:00           0.000           1.080           1.080           0.280 
22.12.2013  00:00:00           0.060           3.360           3.360           0.310 
23.12.2013  00:00:00           3.460           0.510           0.510           0.320 
24.12.2013  00:00:00           3.510           2.440           2.440           0.260 
25.12.2013  00:00:00           0.000           5.730           5.730           0.230 
26.12.2013  00:00:00           0.000           5.810           5.810           0.200 
27.12.2013  00:00:00           0.210           4.540           4.540           0.220 
28.12.2013  00:00:00           0.000           5.010           5.010           0.170 
29.12.2013  00:00:00           0.740           5.630           5.630           0.500 
30.12.2013  00:00:00           7.710           1.960           1.960           1.350 
31.12.2013  00:00:00           6.670           1.980           1.980           1.250 
01.01.2014  00:00:00           2.090           2.790           2.790           0.790 
02.01.2014  00:00:00           1.630           5.390           5.390           0.440 
03.01.2014  00:00:00           0.000           5.640           5.640           0.290 
04.01.2014  00:00:00           0.000           6.020           6.020           0.220 
05.01.2014  00:00:00           0.000           4.010           4.010           0.190 
06.01.2014  00:00:00           0.100           6.130           6.130           0.160 
07.01.2014  00:00:00           0.000           5.410           5.410           0.140 
08.01.2014  00:00:00           0.100           6.160           6.160           0.140 
09.01.2014  00:00:00           1.430           3.450           3.450           0.150 
10.01.2014  00:00:00           1.070           1.330           1.330           0.150 
11.01.2014  00:00:00           0.000          -5.380          -5.380           0.110 
12.01.2014  00:00:00           0.000         -10.460         -10.460           0.100 
13.01.2014  00:00:00           0.270         -11.090         -11.090           0.080 
14.01.2014  00:00:00           0.000          -7.660          -7.660           0.090 
15.01.2014  00:00:00           0.000          -5.170          -5.170           0.080 
16.01.2014  00:00:00           0.000          -5.120          -5.120           0.070 
17.01.2014  00:00:00           0.000          -1.150          -1.150           0.080 
18.01.2014  00:00:00           0.000          -2.100          -2.100           0.070 
19.01.2014  00:00:00           0.000          -1.580          -1.580           0.070 
20.01.2014  00:00:00           0.000          -0.780          -0.780           0.070 
21.01.2014  00:00:00           0.000          -3.530          -3.530           0.060 
22.01.2014  00:00:00           0.000          -4.190          -4.190           0.060 
23.01.2014  00:00:00           0.000          -3.760          -3.760           0.060 
24.01.2014  00:00:00           0.000          -0.900          -0.900           0.070 
25.01.2014  00:00:00           0.000          -0.500          -0.500           0.070 
26.01.2014  00:00:00           0.000           1.240           1.240           0.070 
27.01.2014  00:00:00           0.000          -2.160          -2.160           0.060 
28.01.2014  00:00:00           0.000          -1.550          -1.550           0.060 
29.01.2014  00:00:00           0.000           0.220           0.220           0.070 
30.01.2014  00:00:00           0.000          -2.190          -2.190           0.070 
31.01.2014  00:00:00           0.000          -3.540          -3.540           0.060 
01.02.2014  00:00:00           0.000          -2.650          -2.650           0.070 
02.02.2014  00:00:00           0.000           1.340           1.340           0.080 
03.02.2014  00:00:00           0.000           6.010           6.010           0.080 
04.02.2014  00:00:00           0.000           3.070           3.070           0.070 
05.02.2014  00:00:00           0.000           2.630           2.630           0.060 
06.02.2014  00:00:00           0.000          -1.040          -1.040           0.060 
07.02.2014  00:00:00           0.000           2.940           2.940           0.070 
08.02.2014  00:00:00           0.000           2.280           2.280           0.060 
09.02.2014  00:00:00           0.000           3.440           3.440           0.060 
10.02.2014  00:00:00           0.000           5.470           5.470           0.070 
11.02.2014  00:00:00           0.000           4.640           4.640           0.060 
12.02.2014  00:00:00           0.000           2.660           2.660           0.060 
13.02.2014  00:00:00           0.000           2.190           2.190           0.050 
14.02.2014  00:00:00           0.000           4.090           4.090           0.060 
15.02.2014  00:00:00           0.000           4.520           4.520           0.060 
16.02.2014  00:00:00           0.000           3.660           3.660           0.060 
17.02.2014  00:00:00           3.310           2.720           2.720           0.140 
18.02.2014  00:00:00           3.990           0.130           0.130           0.110 
19.02.2014  00:00:00           0.040          -1.180          -1.180           0.070 
20.02.2014  00:00:00           0.000          -2.730          -2.730           0.060 
21.02.2014  00:00:00           0.190          -0.790          -0.790           0.060 
22.02.2014  00:00:00           0.000           3.090           3.090           0.060 
23.02.2014  00:00:00           0.000           4.890           4.890           0.070 
24.02.2014  00:00:00           0.000           6.900           6.900           0.090 
25.02.2014  00:00:00           2.950           5.010           5.010           0.170 
26.02.2014  00:00:00           0.000           6.660           6.660           0.130 
27.02.2014  00:00:00           0.000           5.910           5.910           0.100 
28.02.2014  00:00:00           0.000           5.430           5.430           0.090 
01.03.2014  00:00:00           0.000           5.090           5.090           0.080 
02.03.2014  00:00:00           0.000           2.960           2.960           0.070 
03.03.2014  00:00:00           0.000           2.140           2.140           0.060 
04.03.2014  00:00:00           0.000           3.520           3.520           0.060 
05.03.2014  00:00:00           0.000           4.210           4.210           0.060 
06.03.2014  00:00:00           0.000           6.860           6.860           0.060 
07.03.2014  00:00:00           0.000           5.070           5.070           0.090 
08.03.2014  00:00:00           0.460           3.280           3.280           0.290 
09.03.2014  00:00:00           0.150           3.400           3.400           0.460 
10.03.2014  00:00:00          11.200           5.150           5.150           0.650 
11.03.2014  00:00:00           4.010           2.630           2.630           0.550 
12.03.2014  00:00:00           0.000           5.650           5.650           0.290 
13.03.2014  00:00:00           0.000           6.370           6.370           0.200 
14.03.2014  00:00:00           3.310           3.790           3.790           0.200 
15.03.2014  00:00:00           0.060           1.050           1.050           0.230 
16.03.2014  00:00:00           0.060          -1.470          -1.470           0.200 
17.03.2014  00:00:00          22.060           0.020           0.020           1.310 
18.03.2014  00:00:00           1.630          -1.230          -1.230           0.470 
19.03.2014  00:00:00           1.910          -2.890          -2.890           0.260 
20.03.2014  00:00:00          13.410          -0.730          -0.730           1.810 
21.03.2014  00:00:00           8.130           1.710           1.710           2.440 
22.03.2014  00:00:00           0.040           2.390           2.390           2.120 
23.03.2014  00:00:00           1.650           3.160           3.160           0.680 
24.03.2014  00:00:00          10.670           2.480           2.480           0.740 
25.03.2014  00:00:00           0.000           0.670           0.670           0.400 
26.03.2014  00:00:00           0.000           2.890           2.890           0.270 
27.03.2014  00:00:00           0.000           5.060           5.060           0.220 
28.03.2014  00:00:00           0.000           5.330           5.330           0.400 
29.03.2014  00:00:00           0.000           6.170           6.170           0.520 
30.03.2014  00:00:00           0.000           4.520           4.520           0.330 
31.03.2014  00:00:00           1.510           2.390           2.390           0.280 
01.04.2014  00:00:00           1.080           1.390           1.390           0.230 
02.04.2014  00:00:00           0.000           1.740           1.740           0.180 
03.04.2014  00:00:00           1.790           1.460           1.460           0.160 
04.04.2014  00:00:00           0.000           1.390           1.390           0.140 
05.04.2014  00:00:00           0.000           4.010           4.010           0.130 
06.04.2014  00:00:00           0.000           4.840           4.840           0.150 
07.04.2014  00:00:00           6.490           5.660           5.660           0.920 
08.04.2014  00:00:00           0.000           6.540           6.540           0.630 
09.04.2014  00:00:00           2.060           6.620           6.620           0.650 
10.04.2014  00:00:00           1.090           4.960           4.960           0.480 
11.04.2014  00:00:00           2.580           5.620           5.620           1.260 
12.04.2014  00:00:00           0.840           3.660           3.660           1.060 
13.04.2014  00:00:00           0.280           5.120           5.120           3.150 
14.04.2014  00:00:00          25.510           2.070           2.070           3.370 
15.04.2014  00:00:00           7.240           1.080           1.080           1.010 
16.04.2014  00:00:00           0.310           3.230           3.230           0.600 
17.04.2014  00:00:00           1.970           6.250           6.250           1.290 
18.04.2014  00:00:00           9.420           3.060           3.060           1.510 
19.04.2014  00:00:00           0.200           5.630           5.630           0.650 
20.04.2014  00:00:00           0.000           6.320           6.320           0.530 
21.04.2014  00:00:00           0.000           7.480           7.480           0.420 
22.04.2014  00:00:00           0.000           7.170           7.170           0.340 
23.04.2014  00:00:00           0.000           6.090           6.090           0.290 
24.04.2014  00:00:00           0.000          10.420          10.420           0.320 
25.04.2014  00:00:00           0.000           9.280           9.280           0.270 
26.04.2014  00:00:00           0.000           7.480           7.480           0.220 
27.04.2014  00:00:00           0.000           9.760           9.760           0.200 
28.04.2014  00:00:00           0.000           9.540           9.540           0.480 
29.04.2014  00:00:00           8.840           3.580           3.580           1.030 
30.04.2014  00:00:00           0.790           1.050           1.050           0.550 
01.05.2014  00:00:00           6.580           0.220           0.220           0.640 
02.05.2014  00:00:00           5.020           1.040           1.040           0.850 
03.05.2014  00:00:00           0.720           1.180           1.180           0.840 
04.05.2014  00:00:00           0.540           1.090           1.090           0.680 
05.05.2014  00:00:00           2.670           2.090           2.090           0.560 
06.05.2014  00:00:00           0.000           6.760           6.760           0.530 
07.05.2014  00:00:00           0.000           8.230           8.230           0.610 
08.05.2014  00:00:00           0.000           8.670           8.670           0.500 
09.05.2014  00:00:00           0.000           8.340           8.340           0.380 
10.05.2014  00:00:00           0.000           7.560           7.560           0.320 
11.05.2014  00:00:00           0.000           5.930           5.930           0.270 
12.05.2014  00:00:00           2.920           8.160           8.160           0.270 
13.05.2014  00:00:00           0.000           5.270           5.270           0.220 
14.05.2014  00:00:00           0.000           3.340           3.340           0.170 
15.05.2014  00:00:00           0.000           3.870           3.870           0.180 
16.05.2014  00:00:00           7.310           7.110           7.110           1.620 
17.05.2014  00:00:00           0.060           8.640           8.640           0.680 
18.05.2014  00:00:00           0.000           8.410           8.410           0.410 
19.05.2014  00:00:00           0.490          12.910          12.910           0.330 
20.05.2014  00:00:00           0.000          13.910          13.910           0.280 
21.05.2014  00:00:00           0.000          12.490          12.490           0.250 
22.05.2014  00:00:00           0.000          15.320          15.320           0.240 
23.05.2014  00:00:00           0.800          12.690          12.690           0.240 
24.05.2014  00:00:00           0.000          10.540          10.540           0.440 
25.05.2014  00:00:00           0.000           8.710           8.710           0.370 
26.05.2014  00:00:00           0.000           8.300           8.300           0.250 
27.05.2014  00:00:00           0.000           8.750           8.750           0.200 
28.05.2014  00:00:00           0.000          14.360          14.360           0.170 
29.05.2014  00:00:00           0.000          14.760          14.760           0.150 
30.05.2014  00:00:00           0.000          11.900          11.900           0.130 
31.05.2014  00:00:00           0.000           7.970           7.970           0.120 
01.06.2014  00:00:00           0.000           7.460           7.460           0.120 
02.06.2014  00:00:00           0.000          11.940          11.940           0.110 
03.06.2014  00:00:00           0.000          15.410          15.410           0.110 
04.06.2014  00:00:00           0.000          16.400          16.400           0.100 
05.06.2014  00:00:00           0.000          14.730          14.730           0.100 
06.06.2014  00:00:00           0.110          17.490          17.490           0.090 
07.06.2014  00:00:00           0.180          15.470          15.470           0.090 
08.06.2014  00:00:00           0.000          12.520          12.520           0.090 
09.06.2014  00:00:00           4.100          13.540          13.540           0.100 
10.06.2014  00:00:00           0.040          12.610          12.610           0.100 
11.06.2014  00:00:00           1.690          17.550          17.550           0.100 
12.06.2014  00:00:00           9.470          12.260          12.260           0.140 
13.06.2014  00:00:00           3.990          10.190          10.190           0.380 
14.06.2014  00:00:00           0.000           7.440           7.440           0.200 
15.06.2014  00:00:00           0.000          10.250          10.250           0.140 
16.06.2014  00:00:00           1.100           8.240           8.240           0.190 
17.06.2014  00:00:00           0.040           7.270           7.270           0.170 
18.06.2014  00:00:00           3.000           9.080           9.080           1.630 
19.06.2014  00:00:00          13.040           8.960           8.960           3.190 
20.06.2014  00:00:00           2.630           6.680           6.680           1.070 
21.06.2014  00:00:00           0.060           5.660           5.660           0.670 
22.06.2014  00:00:00           0.100           6.100           6.100           2.250 
23.06.2014  00:00:00          16.320           6.240           6.240           1.640 
24.06.2014  00:00:00           2.380           7.250           7.250           0.830 
25.06.2014  00:00:00           0.000           7.990           7.990           0.500 
26.06.2014  00:00:00           0.000           7.510           7.510           0.340 
27.06.2014  00:00:00           0.000           8.390           8.390           0.250 
28.06.2014  00:00:00           0.000          12.660          12.660           0.190 
29.06.2014  00:00:00           0.000          13.130          13.130           0.160 
30.06.2014  00:00:00           0.000          11.300          11.300           0.150 
01.07.2014  00:00:00           0.000          12.510          12.510           0.190 
02.07.2014  00:00:00           0.000          11.680          11.680           0.150 
03.07.2014  00:00:00           5.410          12.990          12.990           0.140 
04.07.2014  00:00:00           0.000          10.690          10.690           0.140 
05.07.2014  00:00:00           0.000          16.960          16.960           0.120 
06.07.2014  00:00:00           0.000          21.420          21.420           0.110 
07.07.2014  00:00:00           0.000          17.040          17.040           0.100 
08.07.2014  00:00:00           5.020          14.780          14.780           0.120 
09.07.2014  00:00:00           0.000          16.570          16.570           0.110 
10.07.2014  00:00:00           0.000          23.360          23.360           0.100 
11.07.2014  00:00:00           0.000          18.880          18.880           0.090 
12.07.2014  00:00:00           0.000          20.370          20.370           0.090 
13.07.2014  00:00:00           0.000          18.390          18.390           0.080 
14.07.2014  00:00:00           0.000          19.880          19.880           0.080 
15.07.2014  00:00:00           9.270          16.920          16.920           0.220 
16.07.2014  00:00:00          10.620          12.540          12.540           0.280 
17.07.2014  00:00:00           0.030          13.870          13.870           0.180 
18.07.2014  00:00:00           8.140          13.430          13.430           0.240 
19.07.2014  00:00:00           0.050          12.940          12.940           0.210 
20.07.2014  00:00:00           0.000          19.330          19.330           0.140 
21.07.2014  00:00:00           0.000          21.930          21.930           0.110 
22.07.2014  00:00:00           0.000          22.100          22.100           0.090 
23.07.2014  00:00:00           0.000          21.230          21.230           0.090 
24.07.2014  00:00:00           0.000          18.200          18.200           0.090 
25.07.2014  00:00:00           0.000          18.810          18.810           0.080 
26.07.2014  00:00:00           0.000          16.080          16.080           0.080 
27.07.2014  00:00:00           0.000          18.380          18.380           0.080 
28.07.2014  00:00:00           0.000          18.920          18.920           0.080 
29.07.2014  00:00:00           0.000          15.770          15.770           0.080 
30.07.2014  00:00:00           0.000          16.230          16.230           0.090 
31.07.2014  00:00:00          14.210          13.150          13.150           0.110 
01.08.2014  00:00:00           3.260          12.620          12.620           0.110 
02.08.2014  00:00:00           0.000          11.790          11.790           0.100 
03.08.2014  00:00:00           0.000          17.940          17.940           0.090 
04.08.2014  00:00:00           0.160          19.920          19.920           0.080 
05.08.2014  00:00:00           5.590          15.780          15.780           0.080 
06.08.2014  00:00:00           0.030          15.070          15.070           0.080 
07.08.2014  00:00:00           0.000          14.240          14.240           0.080 
08.08.2014  00:00:00           4.990          16.700          16.700           0.450 
09.08.2014  00:00:00           6.620          13.770          13.770           0.380 
10.08.2014  00:00:00           0.000          20.460          20.460           0.180 
11.08.2014  00:00:00           0.000          16.240          16.240           0.120 
12.08.2014  00:00:00           0.140          15.730          15.730           0.100 
13.08.2014  00:00:00           0.110          15.320          15.320           0.100 
14.08.2014  00:00:00           3.440          12.870          12.870           0.100 
15.08.2014  00:00:00           1.660          12.010          12.010           0.100 
16.08.2014  00:00:00           0.280          10.460          10.460           0.100 
17.08.2014  00:00:00           0.980          10.960          10.960           0.090 
18.08.2014  00:00:00           2.440          11.880          11.880           0.120 
19.08.2014  00:00:00          13.840          10.930          10.930           1.010 
20.08.2014  00:00:00           6.700          11.460          11.460           2.970 
21.08.2014  00:00:00          13.460          10.610          10.610           4.020 
22.08.2014  00:00:00           3.460           9.720           9.720           1.380 
23.08.2014  00:00:00           0.000          10.660          10.660           0.700 
24.08.2014  00:00:00           0.000          11.940          11.940           0.460 
25.08.2014  00:00:00           0.000          11.970          11.970           0.330 
26.08.2014  00:00:00           5.640          11.330          11.330           0.340 
27.08.2014  00:00:00           0.030          11.260          11.260           0.800 
28.08.2014  00:00:00           0.000           9.510           9.510           0.420 
29.08.2014  00:00:00           0.000          12.260          12.260           0.270 
30.08.2014  00:00:00           0.000          16.200          16.200           0.190 
31.08.2014  00:00:00           0.000          15.590          15.590           0.150 
01.09.2014  00:00:00           0.000          16.110          16.110           0.130 
02.09.2014  00:00:00           3.240          14.580          14.580           0.170 
03.09.2014  00:00:00           0.610          12.850          12.850           0.160 
04.09.2014  00:00:00           0.000          13.840          13.840           0.130 
05.09.2014  00:00:00           0.000          13.190          13.190           0.120 
06.09.2014  00:00:00           0.000          13.590          13.590           0.110 
07.09.2014  00:00:00           0.000          16.040          16.040           0.100 
08.09.2014  00:00:00           0.000          15.770          15.770           0.100 
09.09.2014  00:00:00           4.070          14.410          14.410           0.170 
10.09.2014  00:00:00           6.210          10.110          10.110           0.230 
11.09.2014  00:00:00           0.000          12.120          12.120           0.160 
12.09.2014  00:00:00           5.010          11.740          11.740           0.460 
13.09.2014  00:00:00           0.000          12.630          12.630           0.350 
14.09.2014  00:00:00           0.000          12.640          12.640           0.220 
15.09.2014  00:00:00           0.000          12.100          12.100           0.170 
16.09.2014  00:00:00           0.000          13.190          13.190           0.150 
17.09.2014  00:00:00           0.000          13.360          13.360           0.130 
18.09.2014  00:00:00           0.100          12.060          12.060           0.130 
19.09.2014  00:00:00           0.000          11.090          11.090           0.110 
20.09.2014  00:00:00           0.000          12.140          12.140           0.110 
21.09.2014  00:00:00           0.070          10.290          10.290           0.630 
22.09.2014  00:00:00           9.200           5.660           5.660           0.730 
23.09.2014  00:00:00           0.870           5.620           5.620           0.380 
24.09.2014  00:00:00           9.110           7.690           7.690           0.460 
25.09.2014  00:00:00          15.450           7.890           7.890           3.370 
26.09.2014  00:00:00           4.110           9.830           9.830           2.320 
27.09.2014  00:00:00           1.020           8.370           8.370           3.670 
28.09.2014  00:00:00           2.040           9.620           9.620           3.470 
29.09.2014  00:00:00          15.160           8.670           8.670           1.390 
30.09.2014  00:00:00           3.450           6.470           6.470           0.670 
01.10.2014  00:00:00           0.000           9.910           9.910           0.460 
02.10.2014  00:00:00           4.240          10.490          10.490           0.590 
03.10.2014  00:00:00           0.000           9.880           9.880           0.390 
04.10.2014  00:00:00           0.000          10.810          10.810           0.290 
05.10.2014  00:00:00           0.000          14.550          14.550           0.230 
06.10.2014  00:00:00           0.000          12.450          12.450           0.200 
07.10.2014  00:00:00           0.000          10.970          10.970           0.160 
08.10.2014  00:00:00           0.000           8.650           8.650           0.150 
09.10.2014  00:00:00           0.000           8.870           8.870           0.140 
10.10.2014  00:00:00           0.000           8.060           8.060           0.130 
11.10.2014  00:00:00           0.000           9.570           9.570           0.130 
12.10.2014  00:00:00           0.000           9.160           9.160           0.130 
13.10.2014  00:00:00           5.780           6.660           6.660           0.160 
14.10.2014  00:00:00           2.550           6.790           6.790           0.170 
15.10.2014  00:00:00           0.000           4.750           4.750           0.170 
16.10.2014  00:00:00           0.000           4.440           4.440           0.140 
17.10.2014  00:00:00           0.000           3.640           3.640           0.130 
18.10.2014  00:00:00           0.000           3.870           3.870           0.120 
19.10.2014  00:00:00           0.700           6.940           6.940           0.240 
20.10.2014  00:00:00           0.390           9.720           9.720           0.260 
21.10.2014  00:00:00           0.090           8.360           8.360           0.570 
22.10.2014  00:00:00           0.000           9.230           9.230           0.480 
23.10.2014  00:00:00           9.510           6.370           6.370           0.610 
24.10.2014  00:00:00           7.830           9.420           9.420           0.740 
25.10.2014  00:00:00           1.610           8.100           8.100           0.700 
26.10.2014  00:00:00           0.000           8.610           8.610           1.220 
27.10.2014  00:00:00          52.040           5.520           5.520           3.370 
28.10.2014  00:00:00          23.030           6.050           6.050           6.920 
29.10.2014  00:00:00          25.730           4.830           4.830           4.300 
30.10.2014  00:00:00          13.110           3.160           3.160           2.630 
31.10.2014  00:00:00           4.740           2.780           2.780           1.330 
01.11.2014  00:00:00           1.310           3.950           3.950           2.500 
02.11.2014  00:00:00          12.900           9.000           9.000           2.610 
03.11.2014  00:00:00           3.140           7.770           7.770           1.120 
04.11.2014  00:00:00           3.710           5.660           5.660           1.020 
05.11.2014  00:00:00           4.450           0.630           0.630           0.630 
06.11.2014  00:00:00           0.000          -0.460          -0.460           0.440 
07.11.2014  00:00:00           0.000           2.760           2.760           0.340 
08.11.2014  00:00:00           0.000           5.430           5.430           0.280 
09.11.2014  00:00:00           0.000           7.840           7.840           0.250 
10.11.2014  00:00:00           2.210           7.850           7.850           0.240 
11.11.2014  00:00:00           1.500           6.520           6.520           0.230 
12.11.2014  00:00:00           2.040           4.890           4.890           0.240 
13.11.2014  00:00:00           0.000           4.660           4.660           0.210 
14.11.2014  00:00:00           3.310           7.270           7.270           0.190 
15.11.2014  00:00:00           0.000           7.890           7.890           0.170 
16.11.2014  00:00:00           0.000           6.670           6.670           0.150 
17.11.2014  00:00:00           0.000           5.340           5.340           0.140 
18.11.2014  00:00:00           0.000           2.510           2.510           0.120 
19.11.2014  00:00:00           0.000           1.540           1.540           0.120 
20.11.2014  00:00:00           0.000           1.900           1.900           0.110 
21.11.2014  00:00:00           0.000           2.180           2.180           0.110 
22.11.2014  00:00:00           0.000          -1.830          -1.830           0.100 
23.11.2014  00:00:00           0.000           0.040           0.040           0.110 
24.11.2014  00:00:00           2.760           4.210           4.210           0.320 
25.11.2014  00:00:00           9.110           4.060           4.060           1.010 
26.11.2014  00:00:00           5.000           4.080           4.080           0.640 
27.11.2014  00:00:00           0.000           2.900           2.900           0.350 
28.11.2014  00:00:00           0.000           5.400           5.400           0.240 
29.11.2014  00:00:00           0.000           2.250           2.250           0.220 
30.11.2014  00:00:00           0.000           0.290           0.290           0.180 
01.12.2014  00:00:00           1.350           1.200           1.200           0.170 
02.12.2014  00:00:00           3.450           3.340           3.340           0.270 
03.12.2014  00:00:00           5.310           3.910           3.910           1.350 
04.12.2014  00:00:00          21.460           7.980           7.980           2.110 
05.12.2014  00:00:00           2.240           5.360           5.360           0.830 
06.12.2014  00:00:00           0.890           2.530           2.530           1.980 
07.12.2014  00:00:00           0.040           2.090           2.090           3.240 
08.12.2014  00:00:00          24.180           0.340           0.340           1.880 
09.12.2014  00:00:00           5.170           1.740           1.740           0.890 
10.12.2014  00:00:00           4.740           2.320           2.320           1.280 
11.12.2014  00:00:00           0.000           1.760           1.760           0.620 
12.12.2014  00:00:00           0.000           3.170           3.170           0.370 
13.12.2014  00:00:00           0.000           0.510           0.510           0.290 
14.12.2014  00:00:00           0.240          -0.220          -0.220           0.280 
15.12.2014  00:00:00           8.410           3.010           3.010           0.820 
16.12.2014  00:00:00           9.610          -1.480          -1.480           0.490 
17.12.2014  00:00:00           4.920          -1.340          -1.340           0.310 
18.12.2014  00:00:00           8.710          -0.360          -0.360           0.630 
19.12.2014  00:00:00          33.840           0.860           0.860           1.360 
20.12.2014  00:00:00          11.700           0.520           0.520           0.870 
21.12.2014  00:00:00          16.570           0.610           0.610           0.590 
22.12.2014  00:00:00           6.940           0.310           0.310           1.220 
23.12.2014  00:00:00          15.320           1.590           1.590           1.880 
24.12.2014  00:00:00           3.940          -1.030          -1.030           0.610 
25.12.2014  00:00:00           0.000          -6.970          -6.970           0.300 
26.12.2014  00:00:00          23.220          -3.100          -3.100           0.260 
27.12.2014  00:00:00           0.000          -2.920          -2.920           0.220 
28.12.2014  00:00:00           0.000          -3.960          -3.960           0.190 
29.12.2014  00:00:00          27.930          -0.240          -0.240           2.950 
30.12.2014  00:00:00          15.190           3.660           3.660           7.190 
31.12.2014  00:00:00           5.710           6.820           6.820           6.710 
01.01.2015  00:00:00           0.460           6.880           6.880           2.790 
02.01.2015  00:00:00          16.360           3.460           3.460           4.090 
03.01.2015  00:00:00           0.310           0.710           0.710           1.710 
04.01.2015  00:00:00           0.130          -1.370          -1.370           0.730 
05.01.2015  00:00:00           9.460           0.560           0.560           0.620 
06.01.2015  00:00:00           6.260           2.430           2.430           1.990 
07.01.2015  00:00:00           5.050           3.740           3.740           1.730 
08.01.2015  00:00:00           2.700           2.990           2.990           1.120 
09.01.2015  00:00:00           8.210           1.620           1.620           1.400 
10.01.2015  00:00:00           0.000          -1.970          -1.970           0.610 
11.01.2015  00:00:00           0.480          -1.060          -1.060           0.400 
12.01.2015  00:00:00           0.930          -3.650          -3.650           0.340 
13.01.2015  00:00:00           6.250           1.270           1.270           0.460 
14.01.2015  00:00:00           8.090           0.170           0.170           0.410 
15.01.2015  00:00:00           5.740           1.560           1.560           0.540 
16.01.2015  00:00:00           0.000           3.190           3.190           0.370 
17.01.2015  00:00:00           0.230           1.000           1.000           0.720 
18.01.2015  00:00:00           0.040           1.240           1.240           0.710 
19.01.2015  00:00:00          11.280           0.030           0.030           0.390 
20.01.2015  00:00:00           0.000          -1.770          -1.770           0.250 
21.01.2015  00:00:00           0.000          -0.590          -0.590           0.190 
22.01.2015  00:00:00           0.000          -2.320          -2.320           0.150 
23.01.2015  00:00:00           0.000          -3.910          -3.910           0.150 
24.01.2015  00:00:00           0.040           0.550           0.550           0.180 
25.01.2015  00:00:00           0.560          -0.320          -0.320           0.170 
26.01.2015  00:00:00           6.880           3.200           3.200           0.670 
27.01.2015  00:00:00           9.930           1.460           1.460           1.400 
28.01.2015  00:00:00          10.940           3.570           3.570           3.260 
29.01.2015  00:00:00           3.590           3.190           3.190           0.940 
30.01.2015  00:00:00           0.210          -0.380          -0.380           0.480 
31.01.2015  00:00:00           0.000           0.420           0.420           0.320 
01.02.2015  00:00:00           0.000          -2.610          -2.610           0.290 
02.02.2015  00:00:00           0.000          -3.090          -3.090           0.200 
03.02.2015  00:00:00           0.000          -1.290          -1.290           0.180 
04.02.2015  00:00:00           0.000          -1.340          -1.340           0.160 
05.02.2015  00:00:00           0.000          -1.310          -1.310           0.340 
06.02.2015  00:00:00           1.640           3.330           3.330           1.590 
07.02.2015  00:00:00           0.040           4.080           4.080           1.470 
08.02.2015  00:00:00           0.060          -1.870          -1.870           2.380 
09.02.2015  00:00:00          23.520           3.260           3.260           5.370 
10.02.2015  00:00:00           8.240           4.460           4.460           3.620 
11.02.2015  00:00:00           2.360           5.240           5.240           1.970 
12.02.2015  00:00:00           5.430           4.890           4.890           0.920 
13.02.2015  00:00:00           0.710          -1.560          -1.560           0.620 
14.02.2015  00:00:00           0.000           0.630           0.630           0.670 
15.02.2015  00:00:00           0.000           0.740           0.740           0.640 
16.02.2015  00:00:00           0.000           4.360           4.360           0.480 
17.02.2015  00:00:00           0.000           2.940           2.940           0.360 
18.02.2015  00:00:00           0.040           1.150           1.150           1.500 
19.02.2015  00:00:00           4.180           5.470           5.470           2.490 
20.02.2015  00:00:00           2.640           3.860           3.860           1.120 
21.02.2015  00:00:00           0.260           2.300           2.300           0.600 
22.02.2015  00:00:00           7.520           0.540           0.540           0.470 
23.02.2015  00:00:00           3.470          -1.630          -1.630           0.370 
24.02.2015  00:00:00           0.000           3.050           3.050           0.310 
25.02.2015  00:00:00           0.000           3.010           3.010           0.320 
26.02.2015  00:00:00           1.050           2.560           2.560           0.550 
27.02.2015  00:00:00           0.030           4.170           4.170           0.450 
28.02.2015  00:00:00           0.000           4.330           4.330           0.310 
01.03.2015  00:00:00           0.000           5.540           5.540           0.260 
02.03.2015  00:00:00           0.000           5.260           5.260           0.230 
03.03.2015  00:00:00           0.480           0.180           0.180           0.210 
04.03.2015  00:00:00           0.010           0.150           0.150           0.190 
05.03.2015  00:00:00           5.510           0.050           0.050           0.650 
06.03.2015  00:00:00          11.380           2.640           2.640           2.500 
07.03.2015  00:00:00           0.310           5.570           5.570           1.380 
08.03.2015  00:00:00          28.260           3.960           3.960           4.390 
09.03.2015  00:00:00          11.220           1.480           1.480           1.650 
10.03.2015  00:00:00           1.010           3.080           3.080           1.610 
11.03.2015  00:00:00          16.410           1.900           1.900           1.680 
12.03.2015  00:00:00           1.320           4.260           4.260           0.610 
13.03.2015  00:00:00           0.000           4.850           4.850           0.400 
14.03.2015  00:00:00           0.000           4.740           4.740           0.310 
15.03.2015  00:00:00           0.000           2.890           2.890           0.260 
16.03.2015  00:00:00           0.000           3.770           3.770           0.230 
17.03.2015  00:00:00           0.000           4.310           4.310           0.210 
18.03.2015  00:00:00           0.000           4.560           4.560           0.190 
19.03.2015  00:00:00           3.040           4.920           4.920           0.610 
