date        time     P_O_Jogla_877mo  T_Jogla_877moh  T_Jogla_877moh         Q_Jogla 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
04.05.2013  00:00:00          24.760          -0.860          -0.860           0.530 
05.05.2013  00:00:00           3.120          -0.910          -0.910           0.570 
06.05.2013  00:00:00           1.120           1.530           1.530           1.370 
07.05.2013  00:00:00           2.710           2.650           2.650           3.890 
08.05.2013  00:00:00           0.000           3.950           3.950           7.290 
09.05.2013  00:00:00           6.830           4.820           4.820          14.310 
10.05.2013  00:00:00           4.150           1.750           1.750           7.780 
11.05.2013  00:00:00          19.880           0.680           0.680           6.480 
12.05.2013  00:00:00           9.300           1.560           1.560           5.880 
13.05.2013  00:00:00           4.100           1.240           1.240           4.580 
14.05.2013  00:00:00          10.080          -0.990          -0.990           2.600 
15.05.2013  00:00:00           3.490          -0.670          -0.670           3.280 
16.05.2013  00:00:00          24.330           2.140           2.140           9.600 
17.05.2013  00:00:00           0.000           5.090           5.090          18.520 
18.05.2013  00:00:00           1.100           7.930           7.930          28.040 
19.05.2013  00:00:00           5.660          11.240          11.240          27.540 
20.05.2013  00:00:00           1.420          11.060          11.060          14.430 
21.05.2013  00:00:00           0.000           6.830           6.830           6.670 
22.05.2013  00:00:00           0.000           7.160           7.160           5.900 
23.05.2013  00:00:00           7.010           1.590           1.590           5.890 
24.05.2013  00:00:00           3.270           0.060           0.060           3.270 
25.05.2013  00:00:00           0.000           5.670           5.670           3.690 
26.05.2013  00:00:00           0.000           8.810           8.810           5.130 
27.05.2013  00:00:00           1.310          11.130          11.130           5.480 
28.05.2013  00:00:00           0.000           5.910           5.910           5.940 
29.05.2013  00:00:00           0.000           8.590           8.590          10.220 
30.05.2013  00:00:00           9.030           7.960           7.960           7.090 
31.05.2013  00:00:00           0.000           9.590           9.590           4.980 
01.06.2013  00:00:00           1.790          11.190          11.190           4.000 
02.06.2013  00:00:00          11.110           6.970           6.970           5.560 
03.06.2013  00:00:00           0.000           2.830           2.830           3.030 
04.06.2013  00:00:00           0.000           5.350           5.350           2.470 
05.06.2013  00:00:00           0.000           6.060           6.060           2.400 
06.06.2013  00:00:00           5.380           3.450           3.450           2.570 
07.06.2013  00:00:00           1.200           4.390           4.390           2.090 
08.06.2013  00:00:00           0.000           5.730           5.730           2.580 
09.06.2013  00:00:00           0.000           4.700           4.700           2.230 
10.06.2013  00:00:00           0.000           8.850           8.850           1.910 
11.06.2013  00:00:00           0.000           7.840           7.840           1.850 
12.06.2013  00:00:00           0.000           9.200           9.200           2.140 
13.06.2013  00:00:00          12.560           7.940           7.940           5.640 
14.06.2013  00:00:00          10.240           7.010           7.010           4.660 
15.06.2013  00:00:00           0.000           4.620           4.620           2.070 
16.06.2013  00:00:00           8.670           5.060           5.060           2.240 
17.06.2013  00:00:00           1.290           6.610           6.610           1.770 
18.06.2013  00:00:00           0.000           7.080           7.080           1.460 
19.06.2013  00:00:00           0.000          10.160          10.160           1.590 
20.06.2013  00:00:00           7.070           9.990           9.990           2.170 
21.06.2013  00:00:00           0.750          12.370          12.370           1.620 
22.06.2013  00:00:00          14.710          11.880          11.880           3.910 
23.06.2013  00:00:00           6.130           8.120           8.120           3.650 
24.06.2013  00:00:00           6.530           7.270           7.270           3.800 
25.06.2013  00:00:00           6.770           6.550           6.550           2.740 
26.06.2013  00:00:00           2.880           7.070           7.070           2.030 
27.06.2013  00:00:00           5.500           7.920           7.920           1.990 
28.06.2013  00:00:00           0.830           8.860           8.860           1.240 
29.06.2013  00:00:00          12.330           5.790           5.790           4.400 
30.06.2013  00:00:00           2.690           4.330           4.330           1.650 
01.07.2013  00:00:00           0.000           9.410           9.410           0.990 
02.07.2013  00:00:00           1.420           6.890           6.890           0.860 
03.07.2013  00:00:00           0.960           5.820           5.820           0.880 
04.07.2013  00:00:00           3.360           8.240           8.240           1.510 
05.07.2013  00:00:00           2.090           9.610           9.610           1.300 
06.07.2013  00:00:00           0.000           6.780           6.780           0.670 
07.07.2013  00:00:00           0.000          13.070          13.070           0.470 
08.07.2013  00:00:00           0.000          10.060          10.060           0.380 
09.07.2013  00:00:00           0.000          11.510          11.510           0.310 
10.07.2013  00:00:00           0.000           8.660           8.660           0.270 
11.07.2013  00:00:00           0.000          10.790          10.790           0.210 
12.07.2013  00:00:00           0.000          13.440          13.440           0.160 
13.07.2013  00:00:00           0.000          14.760          14.760           0.150 
14.07.2013  00:00:00           0.280           8.950           8.950           0.130 
15.07.2013  00:00:00           1.140           7.480           7.480           0.140 
16.07.2013  00:00:00           4.590           8.530           8.530           0.420 
17.07.2013  00:00:00           0.000          10.830          10.830           0.280 
18.07.2013  00:00:00           0.220          11.630          11.630           0.220 
19.07.2013  00:00:00           0.260          11.140          11.140           0.300 
20.07.2013  00:00:00           0.000          12.780          12.780           0.180 
21.07.2013  00:00:00           0.000          16.480          16.480           0.110 
22.07.2013  00:00:00           0.000          17.500          17.500           0.080 
23.07.2013  00:00:00           0.000          15.950          15.950           0.060 
24.07.2013  00:00:00           0.000          14.850          14.850           0.050 
25.07.2013  00:00:00           0.000          15.610          15.610           0.050 
26.07.2013  00:00:00           2.080          14.200          14.200           0.050 
27.07.2013  00:00:00           0.000          15.160          15.160           0.040 
28.07.2013  00:00:00           0.000          13.170          13.170           0.040 
29.07.2013  00:00:00           3.380          11.830          11.830           0.060 
30.07.2013  00:00:00           7.080          12.260          12.260           0.390 
31.07.2013  00:00:00           8.890           9.530           9.530           0.490 
01.08.2013  00:00:00           3.100           9.270           9.270           0.220 
02.08.2013  00:00:00           0.620          11.710          11.710           0.160 
03.08.2013  00:00:00          13.190          14.010          14.010           1.700 
04.08.2013  00:00:00           3.620          11.630          11.630           1.920 
05.08.2013  00:00:00          13.220          10.220          10.220           2.250 
06.08.2013  00:00:00          25.810          11.210          11.210          14.600 
07.08.2013  00:00:00          13.230          10.490          10.490           2.050 
08.08.2013  00:00:00           0.000          12.020          12.020           0.780 
09.08.2013  00:00:00           2.550          10.790          10.790           0.480 
10.08.2013  00:00:00           0.000           8.490           8.490           0.320 
11.08.2013  00:00:00           0.000           9.840           9.840           0.240 
12.08.2013  00:00:00           0.460           6.890           6.890           0.190 
13.08.2013  00:00:00           0.190           7.020           7.020           0.170 
14.08.2013  00:00:00           0.000           6.680           6.680           0.160 
15.08.2013  00:00:00           0.000           6.490           6.490           0.120 
16.08.2013  00:00:00          10.830          10.870          10.870           9.410 
17.08.2013  00:00:00          30.770           9.950           9.950           3.490 
18.08.2013  00:00:00           7.600           9.700           9.700           7.800 
19.08.2013  00:00:00          10.550           8.020           8.020           2.100 
20.08.2013  00:00:00           0.000           7.260           7.260           0.790 
21.08.2013  00:00:00           0.000           8.490           8.490           0.460 
22.08.2013  00:00:00           0.000           8.820           8.820           0.340 
23.08.2013  00:00:00           0.000          11.220          11.220           0.250 
24.08.2013  00:00:00           0.000          11.170          11.170           0.200 
25.08.2013  00:00:00           0.000           9.200           9.200           0.160 
26.08.2013  00:00:00           0.000           8.600           8.600           0.130 
27.08.2013  00:00:00           0.000           9.060           9.060           0.110 
28.08.2013  00:00:00           0.000           9.230           9.230           0.100 
29.08.2013  00:00:00           0.000           6.850           6.850           0.090 
30.08.2013  00:00:00           0.120           8.230           8.230           0.090 
31.08.2013  00:00:00           3.790          10.180          10.180           0.110 
01.09.2013  00:00:00           4.540           5.190           5.190           0.430 
02.09.2013  00:00:00          10.640           6.170           6.170           1.590 
03.09.2013  00:00:00           0.000           9.080           9.080           0.650 
04.09.2013  00:00:00           0.000           9.400           9.400           0.360 
05.09.2013  00:00:00           0.000          10.920          10.920           0.300 
06.09.2013  00:00:00           7.560           9.770           9.770           7.380 
07.09.2013  00:00:00          21.470          11.190          11.190           4.250 
08.09.2013  00:00:00           6.310          10.800          10.800           3.250 
09.09.2013  00:00:00           0.000          10.360          10.360           1.610 
10.09.2013  00:00:00           4.230           9.010           9.010           1.430 
11.09.2013  00:00:00           1.890           8.480           8.480           0.880 
12.09.2013  00:00:00           0.000           9.200           9.200           0.560 
13.09.2013  00:00:00           0.000           9.430           9.430           0.410 
14.09.2013  00:00:00           3.690           8.080           8.080           2.150 
15.09.2013  00:00:00          10.360           8.470           8.470           3.240 
16.09.2013  00:00:00          11.720           6.170           6.170           4.350 
17.09.2013  00:00:00           5.520           3.110           3.110           2.410 
18.09.2013  00:00:00           9.400           3.090           3.090           1.970 
19.09.2013  00:00:00           2.210           3.210           3.210           1.270 
20.09.2013  00:00:00           1.030           3.330           3.330           0.960 
21.09.2013  00:00:00           0.000           4.850           4.850           0.660 
22.09.2013  00:00:00           7.040           6.540           6.540           2.310 
23.09.2013  00:00:00           3.720           7.730           7.730           1.340 
24.09.2013  00:00:00           0.000           5.620           5.620           0.630 
25.09.2013  00:00:00           0.000           5.840           5.840           1.030 
26.09.2013  00:00:00           1.420           2.930           2.930           0.660 
27.09.2013  00:00:00           0.000           2.240           2.240           0.440 
28.09.2013  00:00:00           0.000           1.730           1.730           0.340 
29.09.2013  00:00:00           0.000           3.110           3.110           0.270 
30.09.2013  00:00:00           0.000           2.500           2.500           0.230 
01.10.2013  00:00:00           0.000           2.710           2.710           0.200 
02.10.2013  00:00:00           0.000           2.430           2.430           0.170 
03.10.2013  00:00:00           0.000           2.770           2.770           0.150 
04.10.2013  00:00:00           0.000           2.820           2.820           0.940 
05.10.2013  00:00:00          13.050           3.310           3.310           2.240 
06.10.2013  00:00:00           0.000           5.980           5.980           1.060 
07.10.2013  00:00:00           1.660           7.390           7.390           0.780 
08.10.2013  00:00:00           1.760           8.970           8.970           2.380 
09.10.2013  00:00:00          12.960           7.170           7.170           2.720 
10.10.2013  00:00:00           1.910           2.300           2.300           1.360 
11.10.2013  00:00:00           0.000           1.670           1.670           0.660 
12.10.2013  00:00:00           0.000           5.950           5.950           0.450 
13.10.2013  00:00:00           0.000           8.510           8.510           0.350 
14.10.2013  00:00:00           0.000           7.710           7.710           0.280 
15.10.2013  00:00:00           0.000           2.980           2.980           0.240 
16.10.2013  00:00:00           0.000           2.670           2.670           0.200 
17.10.2013  00:00:00           0.210           2.150           2.150           0.230 
18.10.2013  00:00:00           0.000          -0.640          -0.640           0.170 
19.10.2013  00:00:00           0.000          -2.060          -2.060           0.150 
20.10.2013  00:00:00           1.560          -1.370          -1.370           0.150 
21.10.2013  00:00:00           2.000          -2.230          -2.230           0.150 
22.10.2013  00:00:00           3.990          -1.350          -1.350           7.670 
23.10.2013  00:00:00          52.860           6.760           6.760          12.670 
24.10.2013  00:00:00          22.860           6.340           6.340           9.400 
25.10.2013  00:00:00          17.890           1.480           1.480           3.140 
26.10.2013  00:00:00          17.140           2.020           2.020           6.960 
27.10.2013  00:00:00           7.590           5.910           5.910           4.280 
28.10.2013  00:00:00          22.140           3.940           3.940           6.170 
29.10.2013  00:00:00           6.880           2.680           2.680           2.590 
30.10.2013  00:00:00           0.470           1.430           1.430           1.520 
31.10.2013  00:00:00           7.500           1.670           1.670           2.240 
01.11.2013  00:00:00           9.000           1.890           1.890           3.230 
02.11.2013  00:00:00          11.370           0.390           0.390           2.300 
03.11.2013  00:00:00          22.500           0.090           0.090           4.440 
04.11.2013  00:00:00          14.280           0.400           0.400           2.110 
05.11.2013  00:00:00           1.000          -0.470          -0.470           1.150 
06.11.2013  00:00:00           2.060          -0.990          -0.990           0.750 
07.11.2013  00:00:00           6.230          -2.450          -2.450           0.660 
08.11.2013  00:00:00          28.130          -0.990          -0.990           0.930 
09.11.2013  00:00:00          10.670           0.080           0.080           0.980 
10.11.2013  00:00:00           9.780          -1.210          -1.210           0.680 
11.11.2013  00:00:00           7.210          -5.760          -5.760           0.630 
12.11.2013  00:00:00           5.970          -1.340          -1.340           1.370 
13.11.2013  00:00:00          14.630          -0.700          -0.700           0.990 
14.11.2013  00:00:00           3.360          -1.000          -1.000           1.110 
15.11.2013  00:00:00           5.790           0.160           0.160           1.260 
16.11.2013  00:00:00           6.880           1.790           1.790           7.960 
17.11.2013  00:00:00           3.970           2.090           2.090           5.680 
18.11.2013  00:00:00           2.020          -1.100          -1.100           2.770 
19.11.2013  00:00:00          13.280          -0.880          -0.880           1.640 
20.11.2013  00:00:00           1.580          -6.530          -6.530           0.820 
21.11.2013  00:00:00           0.000          -6.900          -6.900           0.520 
22.11.2013  00:00:00           0.000          -7.570          -7.570           0.470 
23.11.2013  00:00:00           0.000          -6.180          -6.180           0.440 
24.11.2013  00:00:00           0.000          -2.930          -2.930           0.330 
25.11.2013  00:00:00           0.300          -6.720          -6.720           0.270 
26.11.2013  00:00:00           0.000          -5.090          -5.090           0.270 
27.11.2013  00:00:00           1.070           0.450           0.450           3.030 
28.11.2013  00:00:00           4.700           1.210           1.210           2.370 
29.11.2013  00:00:00           0.460          -2.960          -2.960           0.940 
30.11.2013  00:00:00           7.790          -6.470          -6.470           0.670 
01.12.2013  00:00:00           4.320          -1.170          -1.170           0.760 
02.12.2013  00:00:00           0.000          -3.840          -3.840           0.560 
03.12.2013  00:00:00           0.520          -0.930          -0.930           1.000 
04.12.2013  00:00:00           3.340          -0.430          -0.430           1.450 
05.12.2013  00:00:00          28.230          -3.110          -3.110           0.740 
06.12.2013  00:00:00          22.130          -5.250          -5.250           0.800 
07.12.2013  00:00:00           1.290          -9.020          -9.020           0.500 
08.12.2013  00:00:00          15.730         -11.970         -11.970           0.610 
09.12.2013  00:00:00          11.070          -0.930          -0.930           0.570 
10.12.2013  00:00:00           3.670           1.210           1.210           2.420 
11.12.2013  00:00:00           0.320           1.370           1.370           3.200 
12.12.2013  00:00:00           1.080           1.520           1.520           4.180 
13.12.2013  00:00:00           7.940          -0.920          -0.920           2.970 
14.12.2013  00:00:00          16.310          -1.450          -1.450           2.110 
15.12.2013  00:00:00          11.640          -0.170          -0.170           2.500 
16.12.2013  00:00:00          18.780          -0.110          -0.110          11.570 
17.12.2013  00:00:00          21.470          -0.300          -0.300           3.800 
18.12.2013  00:00:00           2.450          -2.200          -2.200           1.270 
19.12.2013  00:00:00           3.300          -1.190          -1.190           0.810 
20.12.2013  00:00:00          26.410          -1.960          -1.960           0.740 
21.12.2013  00:00:00          31.650          -1.590          -1.590           1.520 
22.12.2013  00:00:00          34.100           0.190           0.190           2.160 
23.12.2013  00:00:00          24.140          -2.370          -2.370           1.120 
24.12.2013  00:00:00          40.610          -1.540          -1.540           3.620 
25.12.2013  00:00:00          16.490          -0.460          -0.460           3.970 
26.12.2013  00:00:00          21.410          -1.630          -1.630           1.900 
27.12.2013  00:00:00           3.320          -2.300          -2.300           1.070 
28.12.2013  00:00:00          37.380          -0.870          -0.870           1.030 
29.12.2013  00:00:00          18.460          -1.520          -1.520           1.000 
30.12.2013  00:00:00           3.380          -2.710          -2.710           0.860 
31.12.2013  00:00:00          52.680          -0.170          -0.170           1.370 
01.01.2014  00:00:00          15.940          -0.830          -0.830           0.850 
02.01.2014  00:00:00           9.410          -1.680          -1.680           0.670 
03.01.2014  00:00:00          11.580          -0.840          -0.840           0.680 
04.01.2014  00:00:00          24.150          -0.560          -0.560           0.680 
05.01.2014  00:00:00          14.790          -0.780          -0.780           0.580 
06.01.2014  00:00:00          10.320          -1.440          -1.440           0.500 
07.01.2014  00:00:00          14.620          -0.070          -0.070           1.660 
08.01.2014  00:00:00          27.890           0.000           0.000           2.700 
09.01.2014  00:00:00           9.660           0.280           0.280           1.770 
10.01.2014  00:00:00           0.770          -4.670          -4.670           1.050 
11.01.2014  00:00:00           1.860          -1.180          -1.180           0.670 
12.01.2014  00:00:00          11.800          -2.660          -2.660           0.510 
13.01.2014  00:00:00           0.000         -11.640         -11.640           0.430 
14.01.2014  00:00:00           5.470         -12.540         -12.540           0.440 
15.01.2014  00:00:00           0.000          -8.780          -8.780           0.410 
16.01.2014  00:00:00           0.880          -6.940          -6.940           0.370 
17.01.2014  00:00:00           3.760          -7.770          -7.770           0.370 
18.01.2014  00:00:00           3.720         -10.040         -10.040           0.420 
19.01.2014  00:00:00           1.510         -10.590         -10.590           0.450 
20.01.2014  00:00:00           2.610          -9.910          -9.910           0.420 
21.01.2014  00:00:00           0.500         -11.080         -11.080           0.290 
22.01.2014  00:00:00           0.000         -11.270         -11.270           0.260 
23.01.2014  00:00:00           1.930         -10.900         -10.900           0.240 
24.01.2014  00:00:00           2.720         -10.240         -10.240           0.240 
25.01.2014  00:00:00           1.780          -9.700          -9.700           0.230 
26.01.2014  00:00:00           2.520          -9.260          -9.260           0.230 
27.01.2014  00:00:00           4.630         -10.790         -10.790           0.230 
28.01.2014  00:00:00           2.210          -9.180          -9.180           0.220 
29.01.2014  00:00:00           3.540          -6.790          -6.790           0.210 
30.01.2014  00:00:00           1.270         -10.090         -10.090           0.200 
31.01.2014  00:00:00           1.170         -10.850         -10.850           0.190 
01.02.2014  00:00:00           1.990          -9.560          -9.560           0.190 
02.02.2014  00:00:00          11.280          -5.300          -5.300           0.180 
03.02.2014  00:00:00          12.470          -0.980          -0.980           0.200 
04.02.2014  00:00:00           0.440          -2.200          -2.200           0.190 
05.02.2014  00:00:00           2.580          -4.410          -4.410           0.190 
06.02.2014  00:00:00           3.800          -4.200          -4.200           0.180 
07.02.2014  00:00:00           5.540          -2.610          -2.610           0.180 
08.02.2014  00:00:00           8.480          -2.960          -2.960           0.180 
09.02.2014  00:00:00          20.740          -2.080          -2.080           0.190 
10.02.2014  00:00:00          28.940          -1.700          -1.700           0.220 
11.02.2014  00:00:00           8.460          -2.890          -2.890           0.220 
12.02.2014  00:00:00           3.920          -3.240          -3.240           0.200 
13.02.2014  00:00:00          20.560          -3.940          -3.940           0.210 
14.02.2014  00:00:00          18.560          -2.660          -2.660           0.230 
15.02.2014  00:00:00          15.450          -2.340          -2.340           0.250 
16.02.2014  00:00:00          27.950          -1.430          -1.430           0.270 
17.02.2014  00:00:00           7.360          -1.730          -1.730           0.240 
18.02.2014  00:00:00           2.590          -4.310          -4.310           0.200 
19.02.2014  00:00:00           7.100          -4.280          -4.280           0.180 
20.02.2014  00:00:00           4.610          -7.510          -7.510           0.170 
21.02.2014  00:00:00           9.930          -6.160          -6.160           0.170 
22.02.2014  00:00:00          12.600          -2.560          -2.560           0.170 
23.02.2014  00:00:00           8.590          -1.400          -1.400           0.180 
24.02.2014  00:00:00          28.090           0.260           0.260           1.140 
25.02.2014  00:00:00           1.950           0.200           0.200           1.480 
26.02.2014  00:00:00           3.550          -0.740          -0.740           1.150 
27.02.2014  00:00:00          13.690          -0.860          -0.860           0.910 
28.02.2014  00:00:00           7.430          -1.210          -1.210           0.770 
01.03.2014  00:00:00           9.230          -1.900          -1.900           0.540 
02.03.2014  00:00:00           3.580          -2.270          -2.270           0.410 
03.03.2014  00:00:00           4.930          -2.610          -2.610           0.320 
04.03.2014  00:00:00           1.780          -2.610          -2.610           0.270 
05.03.2014  00:00:00           0.710          -2.130          -2.130           0.240 
06.03.2014  00:00:00           4.280          -1.220          -1.220           0.230 
07.03.2014  00:00:00          23.750           0.110           0.110           1.100 
08.03.2014  00:00:00          28.630          -1.240          -1.240           1.630 
09.03.2014  00:00:00           2.100          -0.940          -0.940           1.090 
10.03.2014  00:00:00           4.200           0.220           0.220           1.180 
11.03.2014  00:00:00           1.790          -3.370          -3.370           1.130 
12.03.2014  00:00:00           0.000          -3.270          -3.270           0.930 
13.03.2014  00:00:00           0.000          -2.790          -2.790           0.670 
14.03.2014  00:00:00           0.000          -1.110          -1.110           0.530 
15.03.2014  00:00:00          35.200          -1.800          -1.800           0.470 
16.03.2014  00:00:00           5.160          -2.200          -2.200           0.450 
17.03.2014  00:00:00          14.120          -0.190          -0.190           0.770 
18.03.2014  00:00:00           3.710          -2.350          -2.350           0.600 
19.03.2014  00:00:00           7.510           0.460           0.460           0.580 
20.03.2014  00:00:00          38.490           0.850           0.850           1.400 
21.03.2014  00:00:00          18.630          -0.400          -0.400           1.810 
22.03.2014  00:00:00           7.630          -2.400          -2.400           1.280 
23.03.2014  00:00:00          15.710          -2.750          -2.750           1.020 
24.03.2014  00:00:00          10.130          -2.950          -2.950           0.700 
25.03.2014  00:00:00           0.000          -4.590          -4.590           0.510 
26.03.2014  00:00:00           0.000          -4.310          -4.310           0.420 
27.03.2014  00:00:00           0.000          -3.760          -3.760           0.370 
28.03.2014  00:00:00           0.300          -1.210          -1.210           0.340 
29.03.2014  00:00:00           0.000           1.720           1.720           0.480 
30.03.2014  00:00:00           0.000           0.010           0.010           0.590 
31.03.2014  00:00:00           0.000           0.110           0.110           0.680 
01.04.2014  00:00:00           0.000          -0.720          -0.720           0.670 
02.04.2014  00:00:00           0.000          -2.280          -2.280           0.660 
03.04.2014  00:00:00           0.000          -4.470          -4.470           0.570 
04.04.2014  00:00:00           0.000          -3.310          -3.310           0.530 
05.04.2014  00:00:00           0.000          -2.210          -2.210           0.500 
06.04.2014  00:00:00           8.560          -0.960          -0.960           0.560 
07.04.2014  00:00:00           8.480           2.060           2.060           2.480 
08.04.2014  00:00:00          11.980           2.950           2.950           4.290 
09.04.2014  00:00:00           5.840           0.480           0.480           4.300 
10.04.2014  00:00:00           0.410          -1.150          -1.150           4.000 
11.04.2014  00:00:00           3.490          -1.100          -1.100           3.650 
12.04.2014  00:00:00           1.380          -1.250          -1.250           2.790 
13.04.2014  00:00:00          25.000          -0.550          -0.550           1.780 
14.04.2014  00:00:00           5.760          -1.810          -1.810           1.240 
15.04.2014  00:00:00           0.000          -3.760          -3.760           0.890 
16.04.2014  00:00:00           0.000          -3.400          -3.400           0.710 
17.04.2014  00:00:00           2.410          -0.870          -0.870           0.730 
18.04.2014  00:00:00          11.060          -1.440          -1.440           0.700 
19.04.2014  00:00:00           0.000          -2.060          -2.060           0.710 
20.04.2014  00:00:00           0.000          -0.760          -0.760           1.090 
21.04.2014  00:00:00           0.000           2.290           2.290           2.540 
22.04.2014  00:00:00           0.000           5.300           5.300           4.830 
23.04.2014  00:00:00           0.000           5.720           5.720           6.910 
24.04.2014  00:00:00           0.000           3.360           3.360           5.580 
25.04.2014  00:00:00           0.420           1.010           1.010           3.940 
26.04.2014  00:00:00           0.000           3.070           3.070           4.110 
27.04.2014  00:00:00           0.000           4.580           4.580           4.790 
28.04.2014  00:00:00           0.000           5.160           5.160           5.280 
29.04.2014  00:00:00           0.000           5.150           5.150           5.300 
30.04.2014  00:00:00           0.000           2.530           2.530           5.430 
01.05.2014  00:00:00           0.000          -1.460          -1.460           4.210 
02.05.2014  00:00:00           0.000          -1.200          -1.200           2.800 
03.05.2014  00:00:00           0.000          -0.470          -0.470           2.470 
04.05.2014  00:00:00           0.000          -1.670          -1.670           2.010 
05.05.2014  00:00:00           0.340          -0.040          -0.040           2.110 
06.05.2014  00:00:00           8.180           0.380           0.380           2.720 
07.05.2014  00:00:00           8.610           1.820           1.820           4.650 
08.05.2014  00:00:00           0.900           1.060           1.060           4.380 
09.05.2014  00:00:00           2.560           0.590           0.590           3.020 
10.05.2014  00:00:00           0.000           2.220           2.220           2.930 
11.05.2014  00:00:00           2.270           2.550           2.550           3.700 
12.05.2014  00:00:00           3.220           1.930           1.930           4.890 
13.05.2014  00:00:00           0.270           3.200           3.200           6.080 
14.05.2014  00:00:00           0.000           3.040           3.040           6.040 
15.05.2014  00:00:00           0.000           2.790           2.790           5.050 
16.05.2014  00:00:00           3.800           3.290           3.290           6.860 
17.05.2014  00:00:00           1.720           5.030           5.030           9.640 
18.05.2014  00:00:00           0.000           5.300           5.300           9.550 
19.05.2014  00:00:00           0.440           7.680           7.680          10.770 
20.05.2014  00:00:00           0.000           6.160           6.160           8.710 
21.05.2014  00:00:00           0.210           8.570           8.570          10.820 
22.05.2014  00:00:00           7.480           6.350           6.350          21.010 
23.05.2014  00:00:00           4.390           7.080           7.080          13.920 
24.05.2014  00:00:00           4.700           6.550           6.550          14.650 
25.05.2014  00:00:00           0.000           8.030           8.030          10.900 
26.05.2014  00:00:00           0.000           5.890           5.890           7.820 
27.05.2014  00:00:00           0.000           7.870           7.870          11.370 
28.05.2014  00:00:00           0.000           6.950           6.950           9.080 
29.05.2014  00:00:00           0.000           7.050           7.050           7.300 
30.05.2014  00:00:00           0.000           8.210           8.210           9.220 
31.05.2014  00:00:00           0.000           8.520           8.520           8.940 
01.06.2014  00:00:00           0.000           7.930           7.930           7.470 
02.06.2014  00:00:00           0.000          10.090          10.090           6.680 
03.06.2014  00:00:00           3.280           9.160           9.160           7.370 
04.06.2014  00:00:00           0.000           8.170           8.170           6.310 
05.06.2014  00:00:00           1.580           6.840           6.840          12.150 
06.06.2014  00:00:00           5.180           7.280           7.280           7.860 
07.06.2014  00:00:00           0.000           7.480           7.480           5.980 
08.06.2014  00:00:00           0.000          10.530          10.530           6.140 
09.06.2014  00:00:00           0.210           8.000           8.000           6.750 
10.06.2014  00:00:00           0.000          11.250          11.250           7.810 
11.06.2014  00:00:00           1.630          10.830          10.830           7.810 
12.06.2014  00:00:00           0.740           8.280           8.280           7.690 
13.06.2014  00:00:00           2.500           5.370           5.370           6.820 
14.06.2014  00:00:00           0.000           7.710           7.710           5.510 
15.06.2014  00:00:00           0.000           8.590           8.590           5.560 
16.06.2014  00:00:00           0.000          10.020          10.020           6.310 
17.06.2014  00:00:00           0.000          10.200          10.200           5.190 
18.06.2014  00:00:00           0.000           9.360           9.360           6.240 
19.06.2014  00:00:00           0.500           9.360           9.360           6.410 
20.06.2014  00:00:00           0.160           6.440           6.440           4.350 
21.06.2014  00:00:00           0.000           4.830           4.830           2.890 
22.06.2014  00:00:00           0.400           4.140           4.140           2.470 
23.06.2014  00:00:00           0.000           6.020           6.020           2.900 
24.06.2014  00:00:00           0.000           6.570           6.570           2.670 
25.06.2014  00:00:00           0.000           7.760           7.760           2.200 
26.06.2014  00:00:00           3.600           8.200           8.200           2.310 
27.06.2014  00:00:00           0.000           6.860           6.860           2.310 
28.06.2014  00:00:00           2.270           6.870           6.870           2.620 
29.06.2014  00:00:00           0.000           7.780           7.780           2.420 
30.06.2014  00:00:00           0.000           7.410           7.410           2.170 
01.07.2014  00:00:00           4.000           7.160           7.160           2.140 
02.07.2014  00:00:00           3.620           9.190           9.190           2.200 
03.07.2014  00:00:00           7.190           9.860           9.860           3.390 
04.07.2014  00:00:00           0.000           6.900           6.900           2.390 
05.07.2014  00:00:00           0.760           9.790           9.790           3.730 
06.07.2014  00:00:00          15.110          10.910          10.910           6.770 
07.07.2014  00:00:00          15.940          12.400          12.400           8.580 
08.07.2014  00:00:00           4.710           9.120           9.120           3.200 
09.07.2014  00:00:00          15.330          14.410          14.410           5.470 
10.07.2014  00:00:00           0.000          16.130          16.130           2.890 
11.07.2014  00:00:00           0.000          15.640          15.640           1.930 
12.07.2014  00:00:00           1.430          15.930          15.930           1.680 
13.07.2014  00:00:00           0.000          14.550          14.550           1.350 
14.07.2014  00:00:00           0.000          13.380          13.380           2.670 
15.07.2014  00:00:00          30.130          12.230          12.230           2.620 
16.07.2014  00:00:00           2.820           9.110           9.110           1.650 
17.07.2014  00:00:00           0.230           8.610           8.610           1.250 
18.07.2014  00:00:00           2.760           9.290           9.290           1.040 
19.07.2014  00:00:00           0.000          13.760          13.760           0.830 
20.07.2014  00:00:00           0.000          15.140          15.140           0.860 
21.07.2014  00:00:00           0.000          15.630          15.630           0.790 
22.07.2014  00:00:00           0.000          16.190          16.190           0.540 
23.07.2014  00:00:00           0.100          17.400          17.400           0.470 
24.07.2014  00:00:00           0.000          18.910          18.910           0.440 
25.07.2014  00:00:00           0.000          17.960          17.960           0.460 
26.07.2014  00:00:00           0.000          16.270          16.270           0.690 
27.07.2014  00:00:00           3.800          14.670          14.670           0.530 
28.07.2014  00:00:00           4.840          13.580          13.580           0.370 
29.07.2014  00:00:00           0.000          14.520          14.520           0.340 
30.07.2014  00:00:00           3.160          12.880          12.880           0.330 
