date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
06.11.2013  00:00:00           0.000          -1.180          -1.180           1.410 
07.11.2013  00:00:00           0.020          -3.760          -3.760           0.770 
08.11.2013  00:00:00           1.300          -3.060          -3.060           0.580 
09.11.2013  00:00:00           2.400          -1.560          -1.560           0.510 
10.11.2013  00:00:00           1.580          -0.150          -0.150           0.550 
11.11.2013  00:00:00           0.000          -2.600          -2.600           0.410 
12.11.2013  00:00:00           2.640          -1.690          -1.690           0.420 
13.11.2013  00:00:00           0.000           2.290           2.290           0.400 
14.11.2013  00:00:00           0.000          -0.620          -0.620           0.350 
15.11.2013  00:00:00           2.550          -1.030          -1.030           0.390 
16.11.2013  00:00:00           3.840           4.030           4.030           0.500 
17.11.2013  00:00:00           0.000           5.620           5.620           0.700 
18.11.2013  00:00:00           0.000          -0.750          -0.750           0.630 
19.11.2013  00:00:00           4.180           0.150           0.150           1.420 
20.11.2013  00:00:00           0.000          -3.840          -3.840           0.630 
21.11.2013  00:00:00           0.000          -7.790          -7.790           0.370 
22.11.2013  00:00:00           0.000         -10.550         -10.550           0.190 
23.11.2013  00:00:00           0.000          -8.190          -8.190           0.190 
24.11.2013  00:00:00           0.000          -6.940          -6.940           0.180 
25.11.2013  00:00:00           0.000          -4.280          -4.280           0.180 
26.11.2013  00:00:00           0.000          -4.830          -4.830           0.150 
27.11.2013  00:00:00           0.000          -2.750          -2.750           0.150 
28.11.2013  00:00:00           0.450           2.770           2.770           0.160 
29.11.2013  00:00:00           0.000           0.000           0.000           0.150 
30.11.2013  00:00:00           0.000          -3.650          -3.650           0.120 
01.12.2013  00:00:00           0.590          -1.070          -1.070           0.120 
02.12.2013  00:00:00           0.000          -1.340          -1.340           0.110 
03.12.2013  00:00:00           0.000           0.110           0.110           0.110 
04.12.2013  00:00:00           0.000          -1.330          -1.330           0.090 
05.12.2013  00:00:00           0.000          -3.920          -3.920           0.100 
06.12.2013  00:00:00           5.880          -4.930          -4.930           0.100 
07.12.2013  00:00:00           0.000          -5.760          -5.760           0.090 
08.12.2013  00:00:00           0.000         -10.960         -10.960           0.090 
09.12.2013  00:00:00           0.250         -10.540         -10.540           0.090 
10.12.2013  00:00:00           0.080          -7.320          -7.320           0.090 
11.12.2013  00:00:00           0.000          -1.910          -1.910           0.090 
12.12.2013  00:00:00           0.000          -0.320          -0.320           0.100 
13.12.2013  00:00:00           1.400           0.230           0.230           0.100 
14.12.2013  00:00:00           0.210          -6.460          -6.460           0.100 
15.12.2013  00:00:00           0.190          -4.430          -4.430           0.110 
16.12.2013  00:00:00           3.220          -2.510          -2.510           0.330 
17.12.2013  00:00:00           6.590           1.640           1.640           2.370 
18.12.2013  00:00:00           0.000          -2.870          -2.870           1.280 
19.12.2013  00:00:00           1.160          -2.810          -2.810           0.880 
20.12.2013  00:00:00           8.030          -0.990          -0.990           0.670 
21.12.2013  00:00:00           9.000          -3.050          -3.050           0.600 
22.12.2013  00:00:00          14.770           1.280           1.280           2.290 
23.12.2013  00:00:00           4.370          -0.550          -0.550           2.280 
24.12.2013  00:00:00           3.090          -3.590          -3.590           1.780 
25.12.2013  00:00:00           7.140           1.710           1.710           3.560 
26.12.2013  00:00:00           2.570           0.210           0.210           2.270 
27.12.2013  00:00:00           0.010          -2.480          -2.480           1.330 
28.12.2013  00:00:00           2.870          -0.270          -0.270           1.260 
29.12.2013  00:00:00           0.000           1.150           1.150           1.270 
30.12.2013  00:00:00           0.110          -2.880          -2.880           0.740 
31.12.2013  00:00:00           3.270          -4.320          -4.320           0.820 
01.01.2014  00:00:00           0.000           0.320           0.320           0.780 
02.01.2014  00:00:00           4.410          -1.140          -1.140           0.630 
03.01.2014  00:00:00           9.490          -1.850          -1.850           0.570 
04.01.2014  00:00:00           5.260          -0.270          -0.270           0.960 
05.01.2014  00:00:00           0.730          -0.280          -0.280           1.260 
06.01.2014  00:00:00           0.000          -1.170          -1.170           0.880 
07.01.2014  00:00:00           5.020          -0.960          -0.960           1.170 
08.01.2014  00:00:00           0.000           2.110           2.110           2.110 
09.01.2014  00:00:00           0.000          -1.480          -1.480           1.360 
10.01.2014  00:00:00           0.000          -4.400          -4.400           0.880 
11.01.2014  00:00:00           2.040          -5.350          -5.350           0.610 
12.01.2014  00:00:00           1.330         -12.710         -12.710           0.580 
13.01.2014  00:00:00           0.000         -17.270         -17.270           1.300 
14.01.2014  00:00:00           2.050         -17.930         -17.930           0.590 
15.01.2014  00:00:00           3.930         -13.130         -13.130           0.410 
16.01.2014  00:00:00           3.220         -10.990         -10.990           0.380 
17.01.2014  00:00:00           0.460         -10.140         -10.140           0.350 
18.01.2014  00:00:00           1.210         -11.970         -11.970           0.330 
19.01.2014  00:00:00           0.000         -12.400         -12.400           0.300 
20.01.2014  00:00:00           0.050         -10.730         -10.730           0.290 
21.01.2014  00:00:00           0.000         -10.760         -10.760           0.270 
22.01.2014  00:00:00           0.000         -13.390         -13.390           0.240 
23.01.2014  00:00:00           0.020         -16.330         -16.330           0.230 
24.01.2014  00:00:00           0.040         -15.700         -15.700           0.220 
25.01.2014  00:00:00           1.850         -13.850         -13.850           0.220 
26.01.2014  00:00:00           0.000         -10.280         -10.280           0.210 
27.01.2014  00:00:00           1.070         -10.580         -10.580           0.210 
28.01.2014  00:00:00           4.200          -7.060          -7.060           0.200 
29.01.2014  00:00:00           3.860          -6.260          -6.260           0.200 
30.01.2014  00:00:00           1.260         -10.320         -10.320           0.190 
31.01.2014  00:00:00           2.680          -9.430          -9.430           0.190 
01.02.2014  00:00:00           0.020          -9.140          -9.140           0.190 
02.02.2014  00:00:00           0.110          -7.320          -7.320           0.190 
03.02.2014  00:00:00           9.350          -0.850          -0.850           0.190 
04.02.2014  00:00:00           0.000          -1.990          -1.990           0.190 
05.02.2014  00:00:00           1.470          -3.470          -3.470           0.190 
06.02.2014  00:00:00           0.030          -4.270          -4.270           0.190 
07.02.2014  00:00:00           4.960          -4.200          -4.200           0.190 
08.02.2014  00:00:00           6.740          -1.700          -1.700           0.200 
09.02.2014  00:00:00           1.790          -2.380          -2.380           0.200 
10.02.2014  00:00:00           2.880          -1.120          -1.120           0.230 
11.02.2014  00:00:00           0.000          -0.810          -0.810           0.270 
12.02.2014  00:00:00           2.240          -2.340          -2.340           0.250 
13.02.2014  00:00:00           2.650          -2.580          -2.580           0.240 
14.02.2014  00:00:00           5.190          -2.260          -2.260           0.240 
15.02.2014  00:00:00           0.910          -1.310          -1.310           0.240 
16.02.2014  00:00:00           9.850          -1.340          -1.340           0.260 
17.02.2014  00:00:00           0.440          -1.570          -1.570           0.270 
18.02.2014  00:00:00           0.060          -4.990          -4.990           0.250 
19.02.2014  00:00:00           0.000         -10.030         -10.030           0.240 
20.02.2014  00:00:00           0.050          -6.690          -6.690           0.230 
21.02.2014  00:00:00           0.180          -5.280          -5.280           0.230 
22.02.2014  00:00:00           4.030          -3.270          -3.270           0.230 
23.02.2014  00:00:00           2.970          -1.190          -1.190           0.280 
24.02.2014  00:00:00           0.000           0.850           0.850           0.890 
25.02.2014  00:00:00           0.000           1.440           1.440           2.100 
26.02.2014  00:00:00           0.010          -0.130          -0.130           1.810 
27.02.2014  00:00:00           6.690          -1.230          -1.230           1.190 
28.02.2014  00:00:00           0.000          -0.310          -0.310           0.830 
01.03.2014  00:00:00           5.520          -1.140          -1.140           0.650 
02.03.2014  00:00:00           2.920          -1.560          -1.560           0.580 
03.03.2014  00:00:00           2.690          -1.980          -1.980           0.520 
04.03.2014  00:00:00           1.440          -1.270          -1.270           0.470 
05.03.2014  00:00:00           1.740          -1.190          -1.190           0.430 
06.03.2014  00:00:00           0.440          -0.760          -0.760           0.500 
07.03.2014  00:00:00          12.060           1.260           1.260           3.600 
08.03.2014  00:00:00           3.480           0.540           0.540           5.720 
09.03.2014  00:00:00           0.000           1.340           1.340           3.080 
10.03.2014  00:00:00           0.000           3.270           3.270           2.330 
11.03.2014  00:00:00           0.000           1.070           1.070           1.680 
12.03.2014  00:00:00           0.000           2.170           2.170           1.280 
13.03.2014  00:00:00           0.000           3.370           3.370           1.190 
14.03.2014  00:00:00           0.090           3.130           3.130           1.060 
15.03.2014  00:00:00           1.720           0.280           0.280           0.860 
16.03.2014  00:00:00           0.000          -2.240          -2.240           0.710 
17.03.2014  00:00:00           1.920          -1.580          -1.580           0.630 
18.03.2014  00:00:00           0.000          -2.690          -2.690           0.560 
19.03.2014  00:00:00           0.030          -4.090          -4.090           0.500 
20.03.2014  00:00:00           0.090          -6.500          -6.500           0.540 
21.03.2014  00:00:00           2.090           0.840           0.840           0.830 
22.03.2014  00:00:00           0.000           1.320           1.320           0.700 
23.03.2014  00:00:00           0.740          -0.220          -0.220           0.630 
24.03.2014  00:00:00           0.330          -1.600          -1.600           0.560 
25.03.2014  00:00:00           0.090          -1.910          -1.910           0.510 
26.03.2014  00:00:00           0.000          -0.610          -0.610           0.470 
27.03.2014  00:00:00           0.000           1.040           1.040           0.450 
28.03.2014  00:00:00           0.000           3.680           3.680           0.500 
29.03.2014  00:00:00           0.000           3.920           3.920           0.680 
30.03.2014  00:00:00           0.000           4.840           4.840           1.210 
31.03.2014  00:00:00           0.000           3.940           3.940           1.720 
01.04.2014  00:00:00           0.000           0.860           0.860           1.440 
02.04.2014  00:00:00           0.000          -1.950          -1.950           1.160 
03.04.2014  00:00:00           0.000           0.280           0.280           1.040 
04.04.2014  00:00:00           0.000          -0.280          -0.280           0.980 
05.04.2014  00:00:00           0.000           0.580           0.580           1.010 
06.04.2014  00:00:00           0.580          -0.070          -0.070           0.880 
07.04.2014  00:00:00           6.660           3.230           3.230           3.130 
08.04.2014  00:00:00           2.130           4.370           4.370           4.360 
09.04.2014  00:00:00          14.860          -0.270          -0.270           3.110 
10.04.2014  00:00:00           1.340          -1.640          -1.640           1.880 
11.04.2014  00:00:00           1.730          -0.670          -0.670           1.570 
12.04.2014  00:00:00           0.000           2.320           2.320           2.140 
13.04.2014  00:00:00           2.670           1.350           1.350           2.880 
14.04.2014  00:00:00           0.000           2.480           2.480           2.560 
15.04.2014  00:00:00           0.000           1.780           1.780           2.120 
16.04.2014  00:00:00           0.000           1.010           1.010           1.730 
17.04.2014  00:00:00           0.000           3.980           3.980           3.150 
18.04.2014  00:00:00          12.010           1.240           1.240           5.170 
19.04.2014  00:00:00           0.000           1.660           1.660           3.640 
20.04.2014  00:00:00           0.000           4.780           4.780           4.070 
21.04.2014  00:00:00           0.000           6.550           6.550           5.110 
22.04.2014  00:00:00           0.000           7.650           7.650           6.160 
23.04.2014  00:00:00           0.000           7.520           7.520           6.020 
24.04.2014  00:00:00           0.000           4.280           4.280           4.830 
25.04.2014  00:00:00           0.000           2.660           2.660           4.230 
26.04.2014  00:00:00           0.000           6.450           6.450           5.020 
27.04.2014  00:00:00           0.000           7.760           7.760           6.080 
28.04.2014  00:00:00           0.000           9.370           9.370           6.850 
29.04.2014  00:00:00           0.030           9.420           9.420           5.560 
30.04.2014  00:00:00           0.530           1.900           1.900           3.480 
01.05.2014  00:00:00           0.000          -0.670          -0.670           2.210 
02.05.2014  00:00:00           0.000           0.790           0.790           2.030 
03.05.2014  00:00:00           0.000           1.640           1.640           2.010 
04.05.2014  00:00:00           0.040           1.100           1.100           2.060 
05.05.2014  00:00:00           0.000           1.470           1.470           2.160 
06.05.2014  00:00:00           4.220           3.370           3.370           2.870 
07.05.2014  00:00:00          13.710          -0.100          -0.100           2.980 
08.05.2014  00:00:00           7.200          -0.840          -0.840           2.140 
09.05.2014  00:00:00           2.090           0.240           0.240           1.890 
10.05.2014  00:00:00           0.000           1.610           1.610           2.120 
11.05.2014  00:00:00           1.270           5.050           5.050           2.970 
12.05.2014  00:00:00           1.260           5.400           5.400           4.490 
13.05.2014  00:00:00           0.820           5.530           5.530           5.710 
14.05.2014  00:00:00           0.120           5.650           5.650           5.030 
15.05.2014  00:00:00           0.000           3.070           3.070           4.000 
16.05.2014  00:00:00           0.100           6.410           6.410           6.030 
17.05.2014  00:00:00           0.000          10.280          10.280           7.020 
18.05.2014  00:00:00           0.000          10.710          10.710           7.280 
19.05.2014  00:00:00           0.010          13.700          13.700           7.580 
20.05.2014  00:00:00           4.820          12.680          12.680           8.790 
21.05.2014  00:00:00           0.000          12.110          12.110           4.850 
22.05.2014  00:00:00           0.410          12.780          12.780           4.830 
23.05.2014  00:00:00           0.990          15.910          15.910           3.700 
24.05.2014  00:00:00           7.490          16.450          16.450           3.380 
25.05.2014  00:00:00           9.820          14.920          14.920           9.730 
26.05.2014  00:00:00          14.940          11.010          11.010           6.130 
27.05.2014  00:00:00           0.000          10.220          10.220           2.010 
28.05.2014  00:00:00           0.000           7.020           7.020           1.020 
29.05.2014  00:00:00           0.000           9.670           9.670           0.630 
30.05.2014  00:00:00           0.000          14.100          14.100           0.460 
31.05.2014  00:00:00           0.000          13.560          13.560           0.330 
01.06.2014  00:00:00           0.000          10.590          10.590           0.250 
02.06.2014  00:00:00           0.000          13.710          13.710           0.200 
03.06.2014  00:00:00           0.000          15.310          15.310           0.170 
04.06.2014  00:00:00           4.210          14.480          14.480           0.200 
05.06.2014  00:00:00           6.710          10.870          10.870           0.560 
06.06.2014  00:00:00           4.480          12.960          12.960           0.950 
07.06.2014  00:00:00           2.010          12.900          12.900           0.540 
08.06.2014  00:00:00           0.030          13.160          13.160           0.430 
09.06.2014  00:00:00           0.000          16.480          16.480           0.270 
10.06.2014  00:00:00           0.000          15.440          15.440           0.190 
11.06.2014  00:00:00           0.710          17.240          17.240           0.150 
12.06.2014  00:00:00           0.040          14.780          14.780           0.120 
13.06.2014  00:00:00           0.000          12.220          12.220           0.100 
14.06.2014  00:00:00           0.000           9.140           9.140           0.080 
15.06.2014  00:00:00           0.000          12.710          12.710           0.070 
16.06.2014  00:00:00           0.000          13.790          13.790           0.060 
17.06.2014  00:00:00           0.000           9.220           9.220           0.060 
18.06.2014  00:00:00           0.000          13.420          13.420           0.050 
19.06.2014  00:00:00           0.010          13.940          13.940           0.050 
20.06.2014  00:00:00           1.370           8.760           8.760           0.040 
21.06.2014  00:00:00           0.000           7.170           7.170           0.040 
22.06.2014  00:00:00           0.000           8.240           8.240           0.040 
23.06.2014  00:00:00           0.000           7.900           7.900           0.030 
24.06.2014  00:00:00           0.000           9.440           9.440           0.030 
25.06.2014  00:00:00           0.000          11.870          11.870           0.030 
26.06.2014  00:00:00           0.250          11.670          11.670           0.030 
27.06.2014  00:00:00           5.690           7.820           7.820           0.090 
28.06.2014  00:00:00          11.870           5.650           5.650           0.260 
29.06.2014  00:00:00           0.870           7.180           7.180           0.220 
30.06.2014  00:00:00           1.510           8.310           8.310           0.190 
01.07.2014  00:00:00           4.840           9.510           9.510           0.220 
02.07.2014  00:00:00           5.370           9.370           9.370           0.240 
03.07.2014  00:00:00           0.180          12.400          12.400           0.190 
04.07.2014  00:00:00           1.340          11.350          11.350           0.160 
05.07.2014  00:00:00           0.000          14.390          14.390           0.110 
06.07.2014  00:00:00           1.170          16.750          16.750           0.100 
07.07.2014  00:00:00           0.000          17.470          17.470           0.180 
08.07.2014  00:00:00          17.420          17.870          17.870           0.660 
09.07.2014  00:00:00           0.010          18.300          18.300           0.380 
10.07.2014  00:00:00           0.000          20.100          20.100           0.190 
11.07.2014  00:00:00           0.000          20.040          20.040           0.110 
12.07.2014  00:00:00           0.000          20.150          20.150           0.080 
13.07.2014  00:00:00           0.000          17.720          17.720           0.060 
14.07.2014  00:00:00           2.510          17.210          17.210           0.070 
15.07.2014  00:00:00           5.030          15.460          15.460           0.370 
16.07.2014  00:00:00          20.890          14.970          14.970           1.320 
17.07.2014  00:00:00           0.000          16.060          16.060           0.500 
18.07.2014  00:00:00           2.330          15.070          15.070           0.520 
19.07.2014  00:00:00           2.710          15.480          15.480           0.290 
20.07.2014  00:00:00           0.000          16.030          16.030           0.160 
21.07.2014  00:00:00           0.000          17.620          17.620           0.100 
22.07.2014  00:00:00           0.000          19.730          19.730           0.070 
23.07.2014  00:00:00           0.000          20.320          20.320           0.060 
24.07.2014  00:00:00           0.000          21.910          21.910           0.040 
25.07.2014  00:00:00           0.000          19.490          19.490           0.040 
26.07.2014  00:00:00           0.000          19.810          19.810           0.030 
27.07.2014  00:00:00           4.700          19.820          19.820           0.030 
28.07.2014  00:00:00           1.720          16.510          16.510           0.030 
29.07.2014  00:00:00           7.660          17.420          17.420           0.030 
30.07.2014  00:00:00           0.000          18.240          18.240           0.030 
31.07.2014  00:00:00           7.040          14.390          14.390           0.140 
01.08.2014  00:00:00           0.000          14.570          14.570           0.070 
02.08.2014  00:00:00           0.000          15.410          15.410           0.060 
03.08.2014  00:00:00           0.490          15.310          15.310           0.080 
04.08.2014  00:00:00          14.360          15.820          15.820           1.230 
05.08.2014  00:00:00          13.750          16.800          16.800           2.520 
06.08.2014  00:00:00           1.960          15.960          15.960           0.980 
07.08.2014  00:00:00           1.060          13.960          13.960           0.560 
08.08.2014  00:00:00           0.000          15.090          15.090           0.320 
09.08.2014  00:00:00           0.000          16.110          16.110           0.210 
10.08.2014  00:00:00           1.770          15.350          15.350           0.160 
11.08.2014  00:00:00           0.000          12.920          12.920           0.200 
12.08.2014  00:00:00           4.810          11.020          11.020           0.340 
13.08.2014  00:00:00           0.000          10.980          10.980           0.220 
14.08.2014  00:00:00           0.000          11.030          11.030           0.200 
15.08.2014  00:00:00           0.460          11.280          11.280           0.320 
16.08.2014  00:00:00           0.990          12.390          12.390           0.240 
17.08.2014  00:00:00           2.670          10.160          10.160           0.360 
18.08.2014  00:00:00          10.480           9.650           9.650           0.790 
19.08.2014  00:00:00           0.300           8.860           8.860           0.530 
20.08.2014  00:00:00           1.070          10.180          10.180           0.330 
21.08.2014  00:00:00           5.320          10.450          10.450           0.270 
22.08.2014  00:00:00           3.900          11.110          11.110           0.320 
23.08.2014  00:00:00           6.620           9.530           9.530           0.710 
24.08.2014  00:00:00          12.110           8.900           8.900           2.140 
25.08.2014  00:00:00           4.920           9.250           9.250           1.540 
26.08.2014  00:00:00           2.340           9.640           9.640           0.740 
27.08.2014  00:00:00           0.040          10.820          10.820           0.400 
28.08.2014  00:00:00           0.000          10.480          10.480           0.240 
29.08.2014  00:00:00           0.000           9.970           9.970           0.180 
30.08.2014  00:00:00           0.870          11.020          11.020           0.140 
31.08.2014  00:00:00           0.000           9.420           9.420           0.120 
01.09.2014  00:00:00           0.000           8.600           8.600           0.110 
02.09.2014  00:00:00           0.000           9.410           9.410           0.100 
03.09.2014  00:00:00           0.000          12.230          12.230           0.080 
04.09.2014  00:00:00           0.000          13.140          13.140           0.070 
05.09.2014  00:00:00           0.000          12.520          12.520           0.060 
06.09.2014  00:00:00           0.000          10.220          10.220           0.060 
07.09.2014  00:00:00           0.000          12.690          12.690           0.050 
08.09.2014  00:00:00           1.940          12.830          12.830           0.370 
09.09.2014  00:00:00          11.420           9.950           9.950           2.650 
10.09.2014  00:00:00           6.640          10.510          10.510           2.130 
11.09.2014  00:00:00           0.000          10.740          10.740           0.800 
12.09.2014  00:00:00           0.490          12.310          12.310           0.480 
13.09.2014  00:00:00           0.000           9.170           9.170           0.320 
14.09.2014  00:00:00           0.000           9.910           9.910           0.230 
15.09.2014  00:00:00           0.020           9.940           9.940           0.180 
16.09.2014  00:00:00           0.000           9.730           9.730           0.140 
17.09.2014  00:00:00           0.000           8.910           8.910           0.120 
18.09.2014  00:00:00           0.070           8.520           8.520           0.100 
19.09.2014  00:00:00           0.840           8.290           8.290           0.090 
20.09.2014  00:00:00           0.000           6.990           6.990           0.090 
21.09.2014  00:00:00           5.490           8.670           8.670           0.230 
22.09.2014  00:00:00           1.010           6.440           6.440           0.240 
23.09.2014  00:00:00           0.000           3.410           3.410           0.160 
24.09.2014  00:00:00           0.000           2.390           2.390           0.140 
25.09.2014  00:00:00           1.440           4.410           4.410           0.150 
26.09.2014  00:00:00           0.000           7.030           7.030           0.140 
27.09.2014  00:00:00           0.000           7.410           7.410           0.110 
28.09.2014  00:00:00           0.000          10.570          10.570           0.090 
29.09.2014  00:00:00           0.000           9.460           9.460           0.090 
30.09.2014  00:00:00           0.000           4.370           4.370           0.080 
01.10.2014  00:00:00           0.000           5.620           5.620           0.080 
02.10.2014  00:00:00           2.390           6.650           6.650           0.140 
03.10.2014  00:00:00           0.030           6.710           6.710           0.140 
04.10.2014  00:00:00           0.000           8.220           8.220           0.140 
05.10.2014  00:00:00           0.810           9.560           9.560           0.170 
06.10.2014  00:00:00           1.910           8.620           8.620           0.160 
07.10.2014  00:00:00           0.000           3.420           3.420           0.140 
08.10.2014  00:00:00           7.100           3.590           3.590           2.640 
09.10.2014  00:00:00           2.520           4.940           4.940           2.470 
10.10.2014  00:00:00           6.120           6.030           6.030           2.790 
11.10.2014  00:00:00           0.900           5.480           5.480           1.810 
12.10.2014  00:00:00           4.010           5.430           5.430           7.180 
13.10.2014  00:00:00          16.120           3.720           3.720           4.540 
14.10.2014  00:00:00           0.000           3.370           3.370           1.700 
15.10.2014  00:00:00           2.410           4.240           4.240           3.000 
16.10.2014  00:00:00           4.310           0.640           0.640           2.870 
17.10.2014  00:00:00           0.300          -1.730          -1.730           1.400 
18.10.2014  00:00:00           4.390          -0.140          -0.140           3.480 
19.10.2014  00:00:00          10.970           3.470           3.470           8.130 
20.10.2014  00:00:00           1.380           7.140           7.140           2.820 
21.10.2014  00:00:00           0.120           6.080           6.080           2.550 
22.10.2014  00:00:00           4.850           2.250           2.250           5.810 
23.10.2014  00:00:00           9.290          -0.810          -0.810           5.100 
24.10.2014  00:00:00          17.420           1.550           1.550          26.750 
25.10.2014  00:00:00           2.770           7.810           7.810          10.560 
26.10.2014  00:00:00           0.000           5.980           5.980           3.420 
27.10.2014  00:00:00           0.000           8.040           8.040           1.740 
28.10.2014  00:00:00           0.000           9.840           9.840           1.100 
29.10.2014  00:00:00           1.810           9.540           9.540           1.320 
30.10.2014  00:00:00           0.000           1.900           1.900           0.860 
31.10.2014  00:00:00           0.000          -1.360          -1.360           0.630 
01.11.2014  00:00:00           9.580          -1.080          -1.080           1.060 
02.11.2014  00:00:00           2.810           2.690           2.690           3.340 
03.11.2014  00:00:00           4.620           6.830           6.830           3.650 
04.11.2014  00:00:00           7.590           2.980           2.980           3.400 
05.11.2014  00:00:00           0.000           0.610           0.610           1.890 
06.11.2014  00:00:00           0.000          -2.820          -2.820           1.060 
07.11.2014  00:00:00           0.000          -5.980          -5.980           0.660 
08.11.2014  00:00:00           1.880          -4.680          -4.680           0.580 
09.11.2014  00:00:00           1.490           0.050           0.050           1.320 
10.11.2014  00:00:00           1.040           4.690           4.690           2.960 
11.11.2014  00:00:00           6.410           3.070           3.070           3.330 
12.11.2014  00:00:00           0.020          -0.490          -0.490           1.530 
13.11.2014  00:00:00           0.000           0.230           0.230           0.950 
14.11.2014  00:00:00           3.770          -0.320          -0.320           0.990 
15.11.2014  00:00:00           0.060           1.210           1.210           1.540 
16.11.2014  00:00:00           2.020           0.740           0.740           1.550 
17.11.2014  00:00:00           0.020           0.000           0.000           1.050 
18.11.2014  00:00:00           0.020          -0.420          -0.420           0.690 
19.11.2014  00:00:00           0.740          -0.440          -0.440           0.590 
20.11.2014  00:00:00           0.000          -1.610          -1.610           0.500 
21.11.2014  00:00:00           0.010          -2.290          -2.290           0.420 
22.11.2014  00:00:00           0.000          -2.630          -2.630           0.370 
23.11.2014  00:00:00           0.940          -3.120          -3.120           0.350 
24.11.2014  00:00:00          21.740           0.340           0.340           6.280 
25.11.2014  00:00:00           7.700           1.130           1.130           3.150 
26.11.2014  00:00:00           0.000          -1.730          -1.730           1.370 
27.11.2014  00:00:00           0.000          -5.530          -5.530           0.740 
28.11.2014  00:00:00           0.010          -5.070          -5.070           0.620 
29.11.2014  00:00:00           0.000          -3.330          -3.330           0.500 
30.11.2014  00:00:00           0.010          -3.930          -3.930           0.430 
01.12.2014  00:00:00           2.400          -3.830          -3.830           0.370 
02.12.2014  00:00:00           0.000          -4.060          -4.060           0.320 
03.12.2014  00:00:00           0.000          -4.120          -4.120           0.230 
04.12.2014  00:00:00           0.000           0.160           0.160           0.280 
05.12.2014  00:00:00           0.000          -1.860          -1.860           0.290 
06.12.2014  00:00:00           2.800          -2.570          -2.570           0.210 
07.12.2014  00:00:00           0.000          -5.060          -5.060           0.240 
08.12.2014  00:00:00           2.000          -1.490          -1.490           0.240 
09.12.2014  00:00:00           0.000          -5.770          -5.770           0.170 
10.12.2014  00:00:00           5.810          -4.340          -4.340           0.250 
11.12.2014  00:00:00           0.000          -1.450          -1.450           0.250 
12.12.2014  00:00:00           0.000          -2.130          -2.130           0.230 
13.12.2014  00:00:00           0.000          -3.040          -3.040           0.220 
14.12.2014  00:00:00           0.000          -6.340          -6.340           0.170 
15.12.2014  00:00:00           3.660          -2.060          -2.060           0.740 
16.12.2014  00:00:00           0.000          -3.320          -3.320           0.620 
17.12.2014  00:00:00           0.000          -6.510          -6.510           0.400 
18.12.2014  00:00:00           0.160          -8.460          -8.460           0.360 
19.12.2014  00:00:00           0.000          -5.520          -5.520           0.300 
20.12.2014  00:00:00           0.000          -6.380          -6.380           0.220 
21.12.2014  00:00:00           0.000          -7.070          -7.070           0.230 
22.12.2014  00:00:00           0.190          -7.160          -7.160           0.220 
23.12.2014  00:00:00           0.000          -6.480          -6.480           0.180 
24.12.2014  00:00:00           0.000          -7.520          -7.520           0.200 
25.12.2014  00:00:00           0.000         -12.690         -12.690           0.090 
26.12.2014  00:00:00           0.000         -16.470         -16.470           0.070 
27.12.2014  00:00:00           0.000         -13.170         -13.170           0.350 
28.12.2014  00:00:00           0.000         -14.150         -14.150           0.400 
29.12.2014  00:00:00           0.030         -13.430         -13.430           0.420 
30.12.2014  00:00:00           0.010          -5.630          -5.630           0.290 
31.12.2014  00:00:00           0.010          -0.510          -0.510           0.170 
01.01.2015  00:00:00           0.000           1.800           1.800           0.160 
02.01.2015  00:00:00           0.110           1.540           1.540           0.190 
03.01.2015  00:00:00           0.000           0.160           0.160           0.240 
04.01.2015  00:00:00           0.000          -4.610          -4.610           0.160 
05.01.2015  00:00:00           0.000          -6.300          -6.300           0.140 
06.01.2015  00:00:00           1.720          -5.900          -5.900           0.140 
07.01.2015  00:00:00           4.820          -1.780          -1.780           0.150 
08.01.2015  00:00:00           2.720          -1.810          -1.810           0.180 
09.01.2015  00:00:00           0.000          -2.660          -2.660           0.200 
10.01.2015  00:00:00           0.360          -8.890          -8.890           0.180 
11.01.2015  00:00:00          14.830          -6.990          -6.990           0.180 
12.01.2015  00:00:00           5.130         -10.990         -10.990           0.170 
13.01.2015  00:00:00           2.680          -8.360          -8.360           0.170 
14.01.2015  00:00:00           0.000          -4.980          -4.980           0.170 
15.01.2015  00:00:00           0.000          -6.070          -6.070           0.160 
16.01.2015  00:00:00           3.840          -2.080          -2.080           0.170 
17.01.2015  00:00:00           0.340          -0.790          -0.790           0.180 
18.01.2015  00:00:00           0.000          -5.270          -5.270           0.170 
19.01.2015  00:00:00           0.960          -8.080          -8.080           0.160 
20.01.2015  00:00:00           3.340          -6.210          -6.210           0.160 
21.01.2015  00:00:00           6.220          -5.530          -5.530           0.160 
22.01.2015  00:00:00           3.940          -5.210          -5.210           0.160 
23.01.2015  00:00:00           0.530         -10.620         -10.620           0.160 
24.01.2015  00:00:00           2.390         -10.690         -10.690           0.160 
25.01.2015  00:00:00           4.960          -4.890          -4.890           0.160 
26.01.2015  00:00:00           1.790          -7.290          -7.290           0.160 
27.01.2015  00:00:00           0.260          -4.590          -4.590           0.160 
28.01.2015  00:00:00           0.120          -5.460          -5.460           0.160 
29.01.2015  00:00:00           9.330          -1.480          -1.480           0.180 
