date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
25.05.2007  00:00:00           0.350           7.410           7.410           1.350 
26.05.2007  00:00:00           0.010           6.940           6.940           1.370 
27.05.2007  00:00:00           0.100           6.600           6.600           1.310 
28.05.2007  00:00:00           0.130           8.100           8.100           1.160 
29.05.2007  00:00:00           0.000          11.050          11.050           0.980 
30.05.2007  00:00:00           0.000          15.040          15.040           0.840 
31.05.2007  00:00:00           0.000          14.920          14.920           0.720 
01.06.2007  00:00:00           0.000          14.460          14.460           0.590 
02.06.2007  00:00:00           0.000          16.620          16.620           0.520 
03.06.2007  00:00:00           0.000          15.590          15.590           0.450 
04.06.2007  00:00:00           0.000          15.190          15.190           0.410 
05.06.2007  00:00:00           0.000          14.500          14.500           0.350 
06.06.2007  00:00:00           0.000          14.080          14.080           0.300 
07.06.2007  00:00:00           0.000          16.920          16.920           0.270 
08.06.2007  00:00:00           0.000          16.850          16.850           0.240 
09.06.2007  00:00:00           0.000          15.320          15.320           0.210 
10.06.2007  00:00:00           0.000          14.620          14.620           0.190 
11.06.2007  00:00:00           0.000          13.100          13.100           0.170 
12.06.2007  00:00:00           6.080          10.690          10.690           0.170 
13.06.2007  00:00:00          19.650           7.550           7.550           0.160 
14.06.2007  00:00:00           1.740           7.200           7.200           0.160 
15.06.2007  00:00:00           0.020           8.630           8.630           0.150 
16.06.2007  00:00:00           0.000           8.730           8.730           0.130 
17.06.2007  00:00:00           0.000          10.920          10.920           0.120 
18.06.2007  00:00:00           0.020          11.310          11.310           0.110 
19.06.2007  00:00:00           0.000           9.470           9.470           0.110 
20.06.2007  00:00:00           0.000          10.550          10.550           0.100 
21.06.2007  00:00:00           0.000          11.410          11.410           0.090 
22.06.2007  00:00:00           0.040          14.050          14.050           0.090 
23.06.2007  00:00:00           4.200          13.600          13.600           0.090 
24.06.2007  00:00:00           0.000          13.650          13.650           0.080 
25.06.2007  00:00:00           0.000          13.220          13.220           0.080 
26.06.2007  00:00:00           0.000          12.660          12.660           0.080 
27.06.2007  00:00:00           0.000          11.470          11.470           0.080 
28.06.2007  00:00:00           0.000          10.810          10.810           0.070 
29.06.2007  00:00:00           3.860          11.050          11.050           0.070 
30.06.2007  00:00:00           0.000          11.450          11.450           0.070 
01.07.2007  00:00:00           0.000          13.860          13.860           0.070 
02.07.2007  00:00:00           0.020          16.650          16.650           0.070 
03.07.2007  00:00:00           0.000          19.010          19.010           0.060 
04.07.2007  00:00:00           0.000          20.150          20.150           0.050 
05.07.2007  00:00:00           0.000          19.790          19.790           0.050 
06.07.2007  00:00:00           0.000          19.540          19.540           0.050 
07.07.2007  00:00:00           0.000          19.710          19.710           0.050 
08.07.2007  00:00:00           0.000          18.160          18.160           0.050 
09.07.2007  00:00:00           3.480          16.530          16.530           0.050 
10.07.2007  00:00:00           2.570          13.920          13.920           0.050 
11.07.2007  00:00:00           8.140          12.730          12.730           0.060 
12.07.2007  00:00:00           3.350          14.450          14.450           0.060 
13.07.2007  00:00:00           3.060          15.050          15.050           0.050 
14.07.2007  00:00:00           0.080          13.660          13.660           0.050 
15.07.2007  00:00:00           3.580          16.400          16.400           0.050 
16.07.2007  00:00:00           0.020          14.360          14.360           0.050 
17.07.2007  00:00:00           0.020          14.890          14.890           0.050 
18.07.2007  00:00:00          19.930          14.420          14.420           0.060 
19.07.2007  00:00:00           1.790          11.500          11.500           0.060 
20.07.2007  00:00:00           0.030          10.960          10.960           0.060 
21.07.2007  00:00:00           0.000          11.520          11.520           0.050 
22.07.2007  00:00:00           0.000          14.250          14.250           0.050 
23.07.2007  00:00:00           0.000          15.250          15.250           0.050 
24.07.2007  00:00:00           0.000          14.430          14.430           0.050 
25.07.2007  00:00:00           0.150          13.560          13.560           0.050 
26.07.2007  00:00:00           1.190          12.300          12.300           0.040 
27.07.2007  00:00:00           0.000          14.340          14.340           0.040 
28.07.2007  00:00:00           0.040          15.870          15.870           0.040 
29.07.2007  00:00:00           0.010          14.520          14.520           0.040 
30.07.2007  00:00:00           2.330          13.100          13.100           0.040 
31.07.2007  00:00:00           5.540          13.560          13.560           0.040 
01.08.2007  00:00:00           4.120          11.920          11.920           0.040 
02.08.2007  00:00:00           0.020          12.540          12.540           0.040 
03.08.2007  00:00:00           0.020          13.250          13.250           0.040 
04.08.2007  00:00:00           0.020          11.960          11.960           0.040 
05.08.2007  00:00:00           0.540          14.120          14.120           0.040 
06.08.2007  00:00:00           0.000          13.760          13.760           0.040 
07.08.2007  00:00:00           0.000          18.930          18.930           0.040 
08.08.2007  00:00:00           0.000          19.570          19.570           0.040 
09.08.2007  00:00:00           0.200          14.980          14.980           0.040 
10.08.2007  00:00:00           0.000          12.460          12.460           0.040 
11.08.2007  00:00:00           0.000          15.530          15.530           0.040 
12.08.2007  00:00:00           0.120          14.200          14.200           0.040 
13.08.2007  00:00:00           0.120          13.300          13.300           0.040 
14.08.2007  00:00:00           7.030          13.740          13.740           0.040 
15.08.2007  00:00:00           2.150          15.330          15.330           0.040 
16.08.2007  00:00:00          10.600          15.600          15.600           0.040 
17.08.2007  00:00:00           5.860          15.110          15.110           0.050 
18.08.2007  00:00:00          22.750          13.160          13.160           0.070 
19.08.2007  00:00:00           0.470          12.290          12.290           0.070 
20.08.2007  00:00:00           0.020          12.110          12.110           0.070 
21.08.2007  00:00:00           0.010          13.820          13.820           0.070 
22.08.2007  00:00:00           0.000          12.910          12.910           0.070 
23.08.2007  00:00:00           0.000          12.860          12.860           0.070 
24.08.2007  00:00:00           0.130          13.300          13.300           0.080 
25.08.2007  00:00:00           2.820          12.330          12.330           0.080 
26.08.2007  00:00:00           7.170          10.470          10.470           0.090 
27.08.2007  00:00:00           9.620           9.550           9.550           0.120 
28.08.2007  00:00:00          10.230           8.770           8.770           0.180 
29.08.2007  00:00:00           6.910           8.490           8.490           0.270 
30.08.2007  00:00:00           3.400           7.450           7.450           0.370 
31.08.2007  00:00:00           6.430           7.420           7.420           0.530 
01.09.2007  00:00:00           2.450           7.610           7.610           0.610 
02.09.2007  00:00:00          16.480           8.790           8.790           1.490 
03.09.2007  00:00:00          24.400           8.570           8.570           3.780 
04.09.2007  00:00:00          10.340           8.160           8.160           5.170 
05.09.2007  00:00:00           1.360           9.630           9.630           4.750 
06.09.2007  00:00:00           2.560          11.350          11.350           3.810 
07.09.2007  00:00:00          16.490           9.890           9.890           3.510 
08.09.2007  00:00:00          14.950          10.480          10.480           3.990 
09.09.2007  00:00:00           3.470          10.170          10.170           4.050 
10.09.2007  00:00:00           5.250           9.560           9.560           3.670 
11.09.2007  00:00:00           4.860           9.750           9.750           3.180 
12.09.2007  00:00:00           3.690          10.330          10.330           2.830 
13.09.2007  00:00:00           8.920           8.730           8.730           2.720 
14.09.2007  00:00:00           0.390           9.780           9.780           2.650 
15.09.2007  00:00:00          19.830           9.150           9.150           3.700 
16.09.2007  00:00:00           2.590           5.440           5.440           3.720 
17.09.2007  00:00:00           4.080           8.210           8.210           3.690 
18.09.2007  00:00:00          15.370           7.350           7.350           4.200 
19.09.2007  00:00:00           2.780           4.540           4.540           4.130 
20.09.2007  00:00:00           6.120           6.820           6.820           3.530 
21.09.2007  00:00:00           0.820           8.210           8.210           2.910 
22.09.2007  00:00:00           9.120           8.280           8.280           2.630 
23.09.2007  00:00:00           4.540           8.360           8.360           2.530 
24.09.2007  00:00:00           5.090           9.560           9.560           2.530 
25.09.2007  00:00:00           1.360          12.920          12.920           2.400 
26.09.2007  00:00:00           7.420          11.790          11.790           2.320 
27.09.2007  00:00:00           4.590           7.130           7.130           2.270 
28.09.2007  00:00:00           0.870           6.120           6.120           2.090 
29.09.2007  00:00:00           0.000           7.230           7.230           1.830 
30.09.2007  00:00:00           0.000          10.370          10.370           1.580 
01.10.2007  00:00:00           3.500          11.370          11.370           1.390 
02.10.2007  00:00:00           0.050           8.590           8.590           1.190 
03.10.2007  00:00:00           0.000           9.600           9.600           1.000 
04.10.2007  00:00:00           0.000           8.950           8.950           0.860 
05.10.2007  00:00:00           0.000           8.390           8.390           0.740 
06.10.2007  00:00:00           0.000           7.720           7.720           0.650 
07.10.2007  00:00:00           4.630           8.590           8.590           0.630 
08.10.2007  00:00:00          16.700           6.950           6.950           0.860 
09.10.2007  00:00:00           3.060           5.660           5.660           1.000 
10.10.2007  00:00:00           3.690           4.950           4.950           1.340 
11.10.2007  00:00:00           3.580           2.900           2.900           1.710 
12.10.2007  00:00:00          23.050           3.290           3.290           2.600 
13.10.2007  00:00:00           0.000           3.270           3.270           2.870 
14.10.2007  00:00:00          10.790           7.420           7.420           3.010 
15.10.2007  00:00:00          20.210           9.140           9.140           3.780 
16.10.2007  00:00:00           4.440           8.950           8.950           3.840 
17.10.2007  00:00:00          13.010           8.480           8.480           3.760 
18.10.2007  00:00:00           9.620           5.100           5.100           3.810 
19.10.2007  00:00:00           3.630           3.680           3.680           3.570 
20.10.2007  00:00:00           1.570           4.930           4.930           3.140 
21.10.2007  00:00:00           5.890           8.910           8.910           2.770 
22.10.2007  00:00:00           2.290           8.600           8.600           2.410 
23.10.2007  00:00:00           0.000           7.380           7.380           2.070 
24.10.2007  00:00:00           0.000           6.890           6.890           1.770 
25.10.2007  00:00:00           0.000           7.060           7.060           1.520 
26.10.2007  00:00:00           0.000           5.010           5.010           1.300 
27.10.2007  00:00:00           0.080           6.600           6.600           1.110 
28.10.2007  00:00:00          10.600           9.320           9.320           0.990 
29.10.2007  00:00:00           0.400           7.630           7.630           1.050 
30.10.2007  00:00:00           1.960           5.220           5.220           1.150 
31.10.2007  00:00:00          11.440           3.330           3.330           1.490 
01.11.2007  00:00:00          13.080           5.350           5.350           1.970 
02.11.2007  00:00:00           4.180           3.560           3.560           2.310 
03.11.2007  00:00:00          10.040           3.800           3.800           2.880 
04.11.2007  00:00:00           5.560           5.850           5.850           3.160 
05.11.2007  00:00:00           0.140           3.110           3.110           3.040 
06.11.2007  00:00:00           7.360           4.000           4.000           2.940 
07.11.2007  00:00:00          12.920           2.190           2.190           3.120 
08.11.2007  00:00:00           7.790           3.800           3.800           3.630 
09.11.2007  00:00:00           0.350           2.410           2.410           4.160 
10.11.2007  00:00:00          14.460           1.030           1.030           4.020 
11.11.2007  00:00:00          10.890           2.520           2.520           3.910 
12.11.2007  00:00:00          12.300           3.000           3.000           4.030 
13.11.2007  00:00:00           0.000           2.780           2.780           3.780 
14.11.2007  00:00:00           0.000          -1.190          -1.190           3.190 
15.11.2007  00:00:00           5.780           1.010           1.010           2.650 
16.11.2007  00:00:00          21.550           4.860           4.860           4.680 
17.11.2007  00:00:00          11.090           7.030           7.030           7.410 
18.11.2007  00:00:00           0.120           4.900           4.900           6.550 
19.11.2007  00:00:00           0.000           4.680           4.680           4.870 
20.11.2007  00:00:00           0.000           4.040           4.040           3.530 
21.11.2007  00:00:00           0.000           1.360           1.360           2.640 
22.11.2007  00:00:00           8.620           1.280           1.280           2.330 
23.11.2007  00:00:00           8.780           1.040           1.040           2.570 
24.11.2007  00:00:00           2.570           1.300           1.300           2.460 
25.11.2007  00:00:00           8.600           2.900           2.900           2.370 
26.11.2007  00:00:00          10.510           1.500           1.500           2.400 
27.11.2007  00:00:00           3.650           0.870           0.870           2.230 
28.11.2007  00:00:00           6.960           0.900           0.900           2.210 
29.11.2007  00:00:00           6.430           2.700           2.700           2.350 
30.11.2007  00:00:00           0.040           1.130           1.130           2.330 
01.12.2007  00:00:00           0.790           2.310           2.310           2.100 
02.12.2007  00:00:00           9.690           3.180           3.180           2.060 
03.12.2007  00:00:00           0.450           1.390           1.390           2.180 
04.12.2007  00:00:00           0.060          -0.880          -0.880           2.110 
05.12.2007  00:00:00           5.510           2.570           2.570           2.020 
06.12.2007  00:00:00           8.270           4.380           4.380           2.140 
07.12.2007  00:00:00           2.440           3.930           3.930           2.390 
08.12.2007  00:00:00           6.150           2.650           2.650           2.550 
09.12.2007  00:00:00           0.050           1.420           1.420           2.480 
10.12.2007  00:00:00           0.000          -1.650          -1.650           2.190 
11.12.2007  00:00:00           0.040          -1.880          -1.880           1.860 
12.12.2007  00:00:00           0.000          -0.940          -0.940           1.560 
13.12.2007  00:00:00           0.000          -0.600          -0.600           1.300 
14.12.2007  00:00:00           0.000           1.070           1.070           1.050 
15.12.2007  00:00:00           0.000           2.550           2.550           0.870 
16.12.2007  00:00:00           0.000           0.500           0.500           0.730 
17.12.2007  00:00:00           0.000           1.410           1.410           0.620 
18.12.2007  00:00:00           0.000           1.430           1.430           0.540 
19.12.2007  00:00:00           0.000           0.580           0.580           0.460 
20.12.2007  00:00:00           0.000           6.090           6.090           0.660 
21.12.2007  00:00:00          13.640           5.320           5.320           0.960 
22.12.2007  00:00:00           0.000           4.980           4.980           1.110 
23.12.2007  00:00:00           0.000           2.440           2.440           1.160 
24.12.2007  00:00:00           0.070           4.290           4.290           1.160 
25.12.2007  00:00:00          10.750           3.820           3.820           1.340 
26.12.2007  00:00:00           0.090           1.490           1.490           1.380 
27.12.2007  00:00:00           0.310           4.360           4.360           1.520 
28.12.2007  00:00:00          10.820           5.450           5.450           1.910 
29.12.2007  00:00:00          11.100           2.950           2.950           2.210 
30.12.2007  00:00:00           0.750           1.430           1.430           2.330 
31.12.2007  00:00:00           0.000           3.390           3.390           2.410 
01.01.2008  00:00:00           0.000           0.290           0.290           1.780 
02.01.2008  00:00:00           0.000           0.540           0.540           1.410 
03.01.2008  00:00:00           0.000           1.600           1.600           1.080 
04.01.2008  00:00:00           0.000          -0.780          -0.780           0.800 
05.01.2008  00:00:00           0.000          -0.230          -0.230           0.600 
06.01.2008  00:00:00           0.000           1.810           1.810           0.480 
07.01.2008  00:00:00           0.000           1.150           1.150           0.380 
08.01.2008  00:00:00           0.000           1.600           1.600           0.300 
09.01.2008  00:00:00           0.000           1.780           1.780           0.240 
10.01.2008  00:00:00           0.000           3.960           3.960           0.200 
11.01.2008  00:00:00           0.150           3.500           3.500           0.160 
12.01.2008  00:00:00           3.110           3.220           3.220           0.150 
13.01.2008  00:00:00           4.190           1.450           1.450           0.130 
14.01.2008  00:00:00           3.390           1.910           1.910           0.130 
15.01.2008  00:00:00           4.710           4.460           4.460           0.120 
16.01.2008  00:00:00           0.550           5.370           5.370           0.130 
17.01.2008  00:00:00           6.770           1.380           1.380           0.160 
18.01.2008  00:00:00           0.020           0.040           0.040           0.150 
19.01.2008  00:00:00           0.020           1.420           1.420           0.170 
20.01.2008  00:00:00          13.930           2.050           2.050           0.250 
21.01.2008  00:00:00           6.330           0.370           0.370           0.310 
22.01.2008  00:00:00           2.280          -2.110          -2.110           0.140 
23.01.2008  00:00:00           0.270          -2.420          -2.420           0.140 
24.01.2008  00:00:00           5.890           1.080           1.080           0.180 
25.01.2008  00:00:00          12.540           1.670           1.670           0.390 
26.01.2008  00:00:00           8.280           2.950           2.950           0.850 
27.01.2008  00:00:00           3.780           1.480           1.480           1.130 
28.01.2008  00:00:00           5.970           2.850           2.850           1.670 
29.01.2008  00:00:00          43.020           4.380           4.380           5.500 
30.01.2008  00:00:00          14.020           1.060           1.060           6.080 
31.01.2008  00:00:00           9.160           0.730           0.730           4.410 
01.02.2008  00:00:00           7.970           2.210           2.210           3.080 
02.02.2008  00:00:00           0.320          -0.050          -0.050           3.490 
03.02.2008  00:00:00           7.800          -4.150          -4.150           2.650 
04.02.2008  00:00:00           0.050          -2.630          -2.630           2.080 
05.02.2008  00:00:00           0.000           2.160           2.160           1.680 
06.02.2008  00:00:00           0.000           3.860           3.860           1.380 
07.02.2008  00:00:00           4.560           3.690           3.690           1.200 
08.02.2008  00:00:00           0.810           3.750           3.750           1.220 
09.02.2008  00:00:00           1.090           5.000           5.000           1.400 
10.02.2008  00:00:00           0.060           4.510           4.510           1.630 
11.02.2008  00:00:00           0.040           3.920           3.920           1.860 
12.02.2008  00:00:00           0.000           1.350           1.350           1.930 
13.02.2008  00:00:00           4.240           3.720           3.720           2.350 
14.02.2008  00:00:00           2.040           0.980           0.980           2.440 
15.02.2008  00:00:00           0.070          -0.890          -0.890           2.210 
16.02.2008  00:00:00           1.300          -0.610          -0.610           1.940 
17.02.2008  00:00:00           9.200           4.030           4.030           4.160 
18.02.2008  00:00:00          13.800           5.230           5.230           6.140 
19.02.2008  00:00:00           4.860           3.970           3.970           6.530 
20.02.2008  00:00:00           2.900           4.990           4.990           5.560 
21.02.2008  00:00:00           0.000           3.840           3.840           4.410 
22.02.2008  00:00:00          18.320           4.970           4.970           4.620 
23.02.2008  00:00:00          13.650           2.240           2.240           4.890 
24.02.2008  00:00:00          13.410           3.540           3.540           5.170 
25.02.2008  00:00:00           5.800           3.380           3.380           4.920 
26.02.2008  00:00:00           4.690           1.590           1.590           4.120 
27.02.2008  00:00:00           4.760           2.790           2.790           3.640 
28.02.2008  00:00:00           2.340           1.960           1.960           3.440 
29.02.2008  00:00:00           3.930           0.890           0.890           3.170 
01.03.2008  00:00:00           4.460           2.260           2.260           2.860 
02.03.2008  00:00:00           0.000           3.700           3.700           2.500 
03.03.2008  00:00:00           7.290           1.200           1.200           2.310 
04.03.2008  00:00:00           8.980          -1.100          -1.100           2.080 
05.03.2008  00:00:00          10.290          -0.260          -0.260           1.850 
06.03.2008  00:00:00           8.550           2.360           2.360           2.060 
07.03.2008  00:00:00           6.850           1.340           1.340           2.330 
08.03.2008  00:00:00           0.000           1.960           1.960           2.290 
09.03.2008  00:00:00           0.000           5.780           5.780           2.100 
10.03.2008  00:00:00           0.100           5.350           5.350           1.920 
11.03.2008  00:00:00           0.000           3.840           3.840           1.720 
12.03.2008  00:00:00           0.000           5.840           5.840           1.580 
13.03.2008  00:00:00           0.000           5.550           5.550           1.560 
14.03.2008  00:00:00           0.000           4.030           4.030           1.500 
15.03.2008  00:00:00           3.170           3.120           3.120           1.460 
16.03.2008  00:00:00           4.400           3.200           3.200           1.460 
17.03.2008  00:00:00           4.450           0.040           0.040           1.520 
18.03.2008  00:00:00          12.850          -0.550          -0.550           1.550 
19.03.2008  00:00:00           6.460          -0.020          -0.020           1.510 
20.03.2008  00:00:00           0.000          -0.830          -0.830           1.380 
21.03.2008  00:00:00           0.000          -0.900          -0.900           1.200 
22.03.2008  00:00:00           0.000          -5.280          -5.280           1.040 
23.03.2008  00:00:00           0.000          -5.450          -5.450           0.880 
24.03.2008  00:00:00           1.700          -3.250          -3.250           0.760 
25.03.2008  00:00:00           0.790          -3.580          -3.580           0.660 
26.03.2008  00:00:00           0.000          -2.880          -2.880           0.570 
27.03.2008  00:00:00           0.100          -1.670          -1.670           0.500 
28.03.2008  00:00:00           0.430          -1.600          -1.600           0.450 
29.03.2008  00:00:00           0.000           2.140           2.140           0.400 
30.03.2008  00:00:00           0.000           4.690           4.690           0.390 
31.03.2008  00:00:00           0.000           6.190           6.190           0.420 
01.04.2008  00:00:00           0.000           6.430           6.430           0.470 
02.04.2008  00:00:00           0.000           7.550           7.550           0.530 
03.04.2008  00:00:00           0.000           5.750           5.750           0.600 
04.04.2008  00:00:00           0.000           3.760           3.760           0.710 
05.04.2008  00:00:00           7.470           3.220           3.220           0.880 
06.04.2008  00:00:00           4.570           2.180           2.180           1.120 
07.04.2008  00:00:00           0.000           4.100           4.100           1.280 
08.04.2008  00:00:00           0.000           3.200           3.200           1.330 
09.04.2008  00:00:00           0.000           4.690           4.690           1.280 
10.04.2008  00:00:00           1.120           2.820           2.820           1.170 
11.04.2008  00:00:00           0.000           3.310           3.310           1.040 
12.04.2008  00:00:00           0.000           4.140           4.140           0.910 
13.04.2008  00:00:00           0.000           4.500           4.500           0.800 
14.04.2008  00:00:00           0.000           5.750           5.750           0.710 
15.04.2008  00:00:00           3.680           3.730           3.730           0.660 
16.04.2008  00:00:00           1.180           2.150           2.150           0.590 
17.04.2008  00:00:00           2.150           3.220           3.220           0.540 
18.04.2008  00:00:00           0.500           4.670           4.670           0.480 
19.04.2008  00:00:00           0.000           4.550           4.550           0.450 
20.04.2008  00:00:00           0.710           3.560           3.560           0.420 
21.04.2008  00:00:00           0.450           4.590           4.590           0.380 
22.04.2008  00:00:00           0.000           4.960           4.960           0.360 
23.04.2008  00:00:00           0.000           6.420           6.420           0.330 
24.04.2008  00:00:00           0.000           6.370           6.370           0.300 
25.04.2008  00:00:00           0.000           6.650           6.650           0.270 
26.04.2008  00:00:00           0.000           8.030           8.030           0.250 
27.04.2008  00:00:00           0.000           9.510           9.510           0.230 
28.04.2008  00:00:00           0.000           8.750           8.750           0.190 
29.04.2008  00:00:00           0.000          11.000          11.000           0.180 
30.04.2008  00:00:00           0.000          12.930          12.930           0.170 
01.05.2008  00:00:00           0.000          13.480          13.480           0.160 
02.05.2008  00:00:00           0.000          11.910          11.910           0.150 
03.05.2008  00:00:00           0.000           9.180           9.180           0.150 
04.05.2008  00:00:00           3.750           7.130           7.130           0.140 
05.05.2008  00:00:00           0.570           9.300           9.300           0.130 
06.05.2008  00:00:00          11.350           9.770           9.770           0.120 
07.05.2008  00:00:00           0.100           8.670           8.670           0.120 
08.05.2008  00:00:00           0.000           9.260           9.260           0.110 
09.05.2008  00:00:00           0.000          10.650          10.650           0.100 
10.05.2008  00:00:00           0.000           9.720           9.720           0.110 
11.05.2008  00:00:00           0.200          11.570          11.570           0.110 
12.05.2008  00:00:00           1.530           6.310           6.310           0.100 
13.05.2008  00:00:00           0.000           5.550           5.550           0.100 
14.05.2008  00:00:00           7.930           5.430           5.430           0.100 
15.05.2008  00:00:00           0.120           5.180           5.180           0.100 
16.05.2008  00:00:00           0.000           5.060           5.060           0.100 
17.05.2008  00:00:00           0.000           6.050           6.050           0.090 
18.05.2008  00:00:00           0.000           5.570           5.570           0.090 
19.05.2008  00:00:00           4.830           4.610           4.610           0.100 
20.05.2008  00:00:00           6.320           4.680           4.680           0.110 
21.05.2008  00:00:00           0.570           5.480           5.480           0.130 
22.05.2008  00:00:00           0.900           6.920           6.920           0.140 
23.05.2008  00:00:00           0.000           8.270           8.270           0.140 
24.05.2008  00:00:00           0.000          10.380          10.380           0.130 
25.05.2008  00:00:00           0.000          11.110          11.110           0.130 
26.05.2008  00:00:00           1.420           8.910           8.910           0.140 
27.05.2008  00:00:00           4.980           7.310           7.310           0.150 
28.05.2008  00:00:00           0.000           8.560           8.560           0.140 
29.05.2008  00:00:00           0.000          10.770          10.770           0.130 
30.05.2008  00:00:00           0.000          14.040          14.040           0.130 
31.05.2008  00:00:00           0.000          14.910          14.910           0.120 
01.06.2008  00:00:00           1.860          15.840          15.840           0.120 
02.06.2008  00:00:00           2.600          10.900          10.900           0.110 
03.06.2008  00:00:00           0.000          15.360          15.360           0.110 
04.06.2008  00:00:00           0.000          19.300          19.300           0.100 
05.06.2008  00:00:00           0.000          18.750          18.750           0.100 
06.06.2008  00:00:00           0.000          17.100          17.100           0.090 
07.06.2008  00:00:00           0.000          17.560          17.560           0.080 
08.06.2008  00:00:00           0.000          17.000          17.000           0.080 
09.06.2008  00:00:00           6.870          12.530          12.530           0.100 
10.06.2008  00:00:00          21.250          10.200          10.200           0.620 
11.06.2008  00:00:00          22.150           7.270           7.270           1.050 
12.06.2008  00:00:00           6.390           9.200           9.200           1.480 
13.06.2008  00:00:00           5.130           7.590           7.590           1.740 
14.06.2008  00:00:00           1.490           9.540           9.540           1.800 
15.06.2008  00:00:00           0.000          13.000          13.000           1.780 
16.06.2008  00:00:00           6.350          12.190          12.190           1.700 
17.06.2008  00:00:00           0.000          10.940          10.940           1.510 
18.06.2008  00:00:00           0.000          11.490          11.490           1.310 
19.06.2008  00:00:00           2.960          11.550          11.550           1.090 
20.06.2008  00:00:00           0.510          14.370          14.370           0.950 
21.06.2008  00:00:00           0.000          13.840          13.840           0.810 
22.06.2008  00:00:00           5.000          10.220          10.220           0.700 
23.06.2008  00:00:00           3.390          11.430          11.430           0.630 
24.06.2008  00:00:00           5.040           8.860           8.860           0.700 
25.06.2008  00:00:00           5.890           8.730           8.730           0.880 
26.06.2008  00:00:00           3.160           8.310           8.310           0.890 
27.06.2008  00:00:00           0.000          11.170          11.170           0.870 
28.06.2008  00:00:00           0.000          12.310          12.310           0.800 
29.06.2008  00:00:00           0.000          11.510          11.510           0.710 
30.06.2008  00:00:00           0.000          13.970          13.970           0.640 
01.07.2008  00:00:00           6.570          11.510          11.510           0.610 
02.07.2008  00:00:00           0.000          13.420          13.420           0.540 
03.07.2008  00:00:00           0.000          17.700          17.700           0.480 
04.07.2008  00:00:00           0.000          22.600          22.600           0.420 
05.07.2008  00:00:00           0.000          20.190          20.190           0.380 
06.07.2008  00:00:00           0.000          13.450          13.450           0.320 
07.07.2008  00:00:00           0.000          13.240          13.240           0.270 
08.07.2008  00:00:00           0.000          14.500          14.500           0.240 
09.07.2008  00:00:00           0.000          14.340          14.340           0.220 
10.07.2008  00:00:00           0.000          11.100          11.100           0.200 
11.07.2008  00:00:00           0.000          11.470          11.470           0.180 
12.07.2008  00:00:00           0.000          13.040          13.040           0.160 
13.07.2008  00:00:00           0.000          14.230          14.230           0.150 
14.07.2008  00:00:00           0.850          13.030          13.030           0.140 
15.07.2008  00:00:00           3.150          11.850          11.850           0.130 
16.07.2008  00:00:00           2.910          11.750          11.750           0.120 
17.07.2008  00:00:00           5.090          11.530          11.530           0.120 
18.07.2008  00:00:00           2.240          10.810          10.810           0.110 
19.07.2008  00:00:00           0.000          10.370          10.370           0.100 
20.07.2008  00:00:00           0.000          15.910          15.910           0.100 
21.07.2008  00:00:00           1.870          16.990          16.990           0.090 
22.07.2008  00:00:00           0.570          11.240          11.240           0.090 
23.07.2008  00:00:00           2.370          13.300          13.300           0.080 
24.07.2008  00:00:00           2.990          14.100          14.100           0.080 
25.07.2008  00:00:00           0.000          16.670          16.670           0.080 
26.07.2008  00:00:00           0.000          19.410          19.410           0.070 
27.07.2008  00:00:00           0.000          22.060          22.060           0.070 
28.07.2008  00:00:00           0.000          19.960          19.960           0.070 
29.07.2008  00:00:00           0.000          18.520          18.520           0.060 
30.07.2008  00:00:00           0.000          17.180          17.180           0.060 
31.07.2008  00:00:00           0.000          17.090          17.090           0.060 
01.08.2008  00:00:00           0.000          16.110          16.110           0.070 
02.08.2008  00:00:00           0.000          14.370          14.370           0.050 
03.08.2008  00:00:00           6.090          17.380          17.380           0.060 
04.08.2008  00:00:00           0.000          14.860          14.860           0.050 
05.08.2008  00:00:00           0.000          14.950          14.950           0.050 
06.08.2008  00:00:00           1.430          15.890          15.890           0.050 
07.08.2008  00:00:00           2.400          14.670          14.670           0.050 
08.08.2008  00:00:00           0.000          13.920          13.920           0.050 
09.08.2008  00:00:00           0.000          11.740          11.740           0.040 
10.08.2008  00:00:00           0.000          10.850          10.850           0.040 
11.08.2008  00:00:00           2.550          14.600          14.600           0.040 
12.08.2008  00:00:00           1.000          15.450          15.450           0.040 
13.08.2008  00:00:00           9.510          14.420          14.420           0.040 
14.08.2008  00:00:00          12.200          15.030          15.030           0.040 
15.08.2008  00:00:00           1.960          12.110          12.110           0.040 
16.08.2008  00:00:00           0.000          12.190          12.190           0.040 
17.08.2008  00:00:00           0.000          14.140          14.140           0.040 
18.08.2008  00:00:00           0.000          15.810          15.810           0.030 
19.08.2008  00:00:00           1.790          14.260          14.260           0.030 
20.08.2008  00:00:00           2.200          12.750          12.750           0.030 
21.08.2008  00:00:00           0.100          13.420          13.420           0.030 
22.08.2008  00:00:00           2.930          12.460          12.460           0.040 
23.08.2008  00:00:00           0.430          11.470          11.470           0.040 
24.08.2008  00:00:00           0.000          12.850          12.850           0.030 
25.08.2008  00:00:00           0.000          17.020          17.020           0.030 
26.08.2008  00:00:00           6.440          17.730          17.730           0.040 
27.08.2008  00:00:00           0.000          12.750          12.750           0.040 
28.08.2008  00:00:00           8.950          12.810          12.810           0.040 
