date        time     P_O_Grava_781mo  T_Grava_781moh  T_Grava_781moh         Q_Grava 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
22.03.2011  00:00:00           0.000           5.910           5.910           0.080 
23.03.2011  00:00:00           0.000           1.700           1.700           0.160 
24.03.2011  00:00:00           0.000           4.570           4.570           0.310 
25.03.2011  00:00:00           0.000           1.530           1.530           0.380 
26.03.2011  00:00:00           0.000          -7.170          -7.170           0.280 
27.03.2011  00:00:00           0.000          -7.160          -7.160           0.190 
28.03.2011  00:00:00           0.000          -2.910          -2.910           0.120 
29.03.2011  00:00:00           0.000          -1.890          -1.890           0.100 
30.03.2011  00:00:00           0.000          -4.190          -4.190           0.080 
31.03.2011  00:00:00           1.100          -2.740          -2.740           0.060 
01.04.2011  00:00:00           7.270          -3.070          -3.070           0.050 
02.04.2011  00:00:00           0.070           1.790           1.790           0.080 
03.04.2011  00:00:00           3.860           3.070           3.070           0.270 
04.04.2011  00:00:00           0.040           2.190           2.190           0.390 
05.04.2011  00:00:00           0.000           1.760           1.760           0.360 
06.04.2011  00:00:00           0.370           3.330           3.330           0.490 
07.04.2011  00:00:00           5.600           4.430           4.430           0.980 
08.04.2011  00:00:00           0.000           2.970           2.970           0.890 
09.04.2011  00:00:00           0.000           2.760           2.760           0.780 
10.04.2011  00:00:00           0.000           4.330           4.330           0.840 
11.04.2011  00:00:00           0.000           5.910           5.910           1.020 
12.04.2011  00:00:00           3.560           6.860           6.860           0.950 
13.04.2011  00:00:00           0.000           1.410           1.410           0.540 
14.04.2011  00:00:00           0.000           0.110           0.110           0.390 
15.04.2011  00:00:00           0.000           1.760           1.760           0.400 
16.04.2011  00:00:00           0.000           3.830           3.830           0.570 
17.04.2011  00:00:00           0.000           4.000           4.000           0.520 
18.04.2011  00:00:00           0.000           3.160           3.160           0.480 
19.04.2011  00:00:00           0.000           5.340           5.340           0.500 
20.04.2011  00:00:00           0.000           4.830           4.830           0.470 
21.04.2011  00:00:00           0.000           4.670           4.670           0.410 
22.04.2011  00:00:00           0.000           6.700           6.700           0.390 
23.04.2011  00:00:00           0.000           6.760           6.760           0.360 
24.04.2011  00:00:00           0.000           6.500           6.500           0.290 
25.04.2011  00:00:00           0.000           7.260           7.260           0.240 
26.04.2011  00:00:00           0.000           7.910           7.910           0.190 
27.04.2011  00:00:00           0.000           4.190           4.190           0.130 
28.04.2011  00:00:00           0.000           3.800           3.800           0.110 
29.04.2011  00:00:00           0.000           4.870           4.870           0.100 
30.04.2011  00:00:00           0.000           5.790           5.790           0.090 
01.05.2011  00:00:00           0.000           7.590           7.590           0.090 
02.05.2011  00:00:00           0.000           2.730           2.730           0.060 
03.05.2011  00:00:00           0.000           2.470           2.470           0.050 
04.05.2011  00:00:00           0.410          -0.160          -0.160           0.050 
05.05.2011  00:00:00           0.000           2.770           2.770           0.040 
06.05.2011  00:00:00           0.000           3.800           3.800           0.040 
07.05.2011  00:00:00           0.930           4.790           4.790           0.040 
08.05.2011  00:00:00           0.000           7.160           7.160           0.040 
09.05.2011  00:00:00           0.000           7.900           7.900           0.040 
10.05.2011  00:00:00           0.000           8.990           8.990           0.040 
11.05.2011  00:00:00           1.540           6.900           6.900           0.040 
12.05.2011  00:00:00           0.000           7.830           7.830           0.030 
13.05.2011  00:00:00           0.000           5.670           5.670           0.030 
14.05.2011  00:00:00           0.000           4.060           4.060           0.030 
15.05.2011  00:00:00           6.330           3.190           3.190           0.060 
16.05.2011  00:00:00           2.410           3.110           3.110           0.050 
17.05.2011  00:00:00           1.670           6.340           6.340           0.030 
18.05.2011  00:00:00           0.060           4.470           4.470           0.040 
19.05.2011  00:00:00           6.240           4.410           4.410           0.100 
20.05.2011  00:00:00           0.000           3.260           3.260           0.050 
21.05.2011  00:00:00           0.110           3.870           3.870           0.040 
22.05.2011  00:00:00           0.000           6.300           6.300           0.050 
23.05.2011  00:00:00           7.970           5.140           5.140           0.100 
24.05.2011  00:00:00           9.500           5.440           5.440           0.220 
25.05.2011  00:00:00           0.200           3.610           3.610           0.150 
26.05.2011  00:00:00           0.240           4.700           4.700           0.110 
27.05.2011  00:00:00          14.870           3.900           3.900           0.280 
28.05.2011  00:00:00           0.000           5.130           5.130           0.170 
29.05.2011  00:00:00           2.110           3.200           3.200           0.130 
30.05.2011  00:00:00           3.730           4.690           4.690           0.120 
31.05.2011  00:00:00          21.500           5.740           5.740           0.680 
01.06.2011  00:00:00           3.610           6.300           6.300           0.290 
02.06.2011  00:00:00           0.000           8.360           8.360           0.130 
03.06.2011  00:00:00           0.000          10.190          10.190           0.080 
04.06.2011  00:00:00           0.000          13.060          13.060           0.050 
05.06.2011  00:00:00           0.000          12.560          12.560           0.040 
06.06.2011  00:00:00           0.000          12.460          12.460           0.280 
07.06.2011  00:00:00          27.060          12.610          12.610           0.680 
08.06.2011  00:00:00           0.000          13.600          13.600           0.220 
09.06.2011  00:00:00           4.700          13.560          13.560           0.420 
10.06.2011  00:00:00           9.330          10.300          10.300           0.360 
11.06.2011  00:00:00           0.000          10.900          10.900           0.140 
12.06.2011  00:00:00           0.000          10.770          10.770           0.080 
13.06.2011  00:00:00           0.000           8.760           8.760           0.060 
14.06.2011  00:00:00           3.090           9.510           9.510           0.060 
15.06.2011  00:00:00           0.000           7.910           7.910           0.040 
16.06.2011  00:00:00           0.000           8.700           8.700           0.030 
17.06.2011  00:00:00          21.160          10.770          10.770           0.550 
18.06.2011  00:00:00          13.570           7.400           7.400           0.460 
19.06.2011  00:00:00           0.340           9.130           9.130           0.250 
20.06.2011  00:00:00           8.870           8.060           8.060           0.360 
21.06.2011  00:00:00           1.330          10.190          10.190           0.140 
22.06.2011  00:00:00           0.000           9.670           9.670           0.080 
23.06.2011  00:00:00           6.000          10.370          10.370           0.110 
24.06.2011  00:00:00           0.160          10.710          10.710           0.110 
25.06.2011  00:00:00           0.000           8.710           8.710           0.060 
26.06.2011  00:00:00           0.000           9.630           9.630           0.040 
27.06.2011  00:00:00           1.060          13.710          13.710           0.040 
28.06.2011  00:00:00           0.290          14.500          14.500           0.050 
29.06.2011  00:00:00          12.510          12.760          12.760           0.420 
30.06.2011  00:00:00          22.400          10.860          10.860           0.690 
01.07.2011  00:00:00          11.100          11.430          11.430           0.400 
02.07.2011  00:00:00           2.090          12.400          12.400           0.240 
03.07.2011  00:00:00           0.560          14.890          14.890           0.150 
04.07.2011  00:00:00          17.290          16.110          16.110           0.160 
05.07.2011  00:00:00           6.310          15.130          15.130           0.150 
06.07.2011  00:00:00           0.570          14.930          14.930           0.160 
07.07.2011  00:00:00           7.530          14.240          14.240           0.210 
08.07.2011  00:00:00           3.990          11.910          11.910           0.120 
09.07.2011  00:00:00           5.200          11.400          11.400           0.260 
10.07.2011  00:00:00          19.930           9.670           9.670           0.880 
11.07.2011  00:00:00           3.490          10.100          10.100           0.350 
12.07.2011  00:00:00           0.400          11.090          11.090           0.150 
13.07.2011  00:00:00          14.210          10.890          10.890           0.520 
14.07.2011  00:00:00           0.000          10.230          10.230           0.210 
15.07.2011  00:00:00           3.040          12.190          12.190           0.180 
16.07.2011  00:00:00           2.060           9.440           9.440           0.160 
17.07.2011  00:00:00          10.060          12.990          12.990           0.390 
18.07.2011  00:00:00          32.470          10.090          10.090           0.940 
19.07.2011  00:00:00           7.530          10.970          10.970           0.910 
20.07.2011  00:00:00           4.590          10.640          10.640           0.680 
21.07.2011  00:00:00           4.070           9.810           9.810           0.350 
22.07.2011  00:00:00           3.200          14.040          14.040           0.660 
23.07.2011  00:00:00          34.040          12.460          12.460           1.340 
24.07.2011  00:00:00          21.170          13.810          13.810           0.890 
25.07.2011  00:00:00           3.510          12.310          12.310           0.520 
26.07.2011  00:00:00           1.100          11.900          11.900           0.280 
27.07.2011  00:00:00           0.030          13.610          13.610           0.170 
28.07.2011  00:00:00           0.000          14.860          14.860           0.110 
29.07.2011  00:00:00           0.000          15.870          15.870           0.080 
30.07.2011  00:00:00           0.000          17.430          17.430           0.060 
31.07.2011  00:00:00           0.010          15.930          15.930           0.050 
01.08.2011  00:00:00          10.690          16.170          16.170           0.040 
02.08.2011  00:00:00           2.110          16.090          16.090           0.030 
03.08.2011  00:00:00           1.940          15.940          15.940           0.040 
04.08.2011  00:00:00           0.440          15.000          15.000           0.030 
05.08.2011  00:00:00           5.610          13.870          13.870           0.260 
06.08.2011  00:00:00          10.230          12.290          12.290           0.350 
07.08.2011  00:00:00           0.000          11.070          11.070           0.370 
08.08.2011  00:00:00          13.240           9.370           9.370           0.400 
09.08.2011  00:00:00           0.240           8.410           8.410           0.190 
10.08.2011  00:00:00           0.000          10.430          10.430           0.100 
11.08.2011  00:00:00           0.000           7.530           7.530           0.070 
12.08.2011  00:00:00           0.000           7.910           7.910           0.050 
13.08.2011  00:00:00           0.000           9.810           9.810           0.040 
14.08.2011  00:00:00           0.000          11.160          11.160           0.080 
15.08.2011  00:00:00          11.690          10.590          10.590           0.390 
16.08.2011  00:00:00           3.010          10.190          10.190           0.210 
17.08.2011  00:00:00           0.000           9.740           9.740           0.100 
18.08.2011  00:00:00           0.000           9.830           9.830           0.070 
19.08.2011  00:00:00           0.000          12.410          12.410           0.060 
20.08.2011  00:00:00           8.240           8.610           8.610           0.070 
21.08.2011  00:00:00           0.140           8.400           8.400           0.070 
22.08.2011  00:00:00           9.470           8.400           8.400           0.160 
23.08.2011  00:00:00           0.000           9.090           9.090           0.080 
24.08.2011  00:00:00           0.000          11.690          11.690           0.110 
25.08.2011  00:00:00          17.110           9.130           9.130           0.540 
26.08.2011  00:00:00           1.670          11.690          11.690           0.280 
27.08.2011  00:00:00          25.940          12.500          12.500           1.240 
28.08.2011  00:00:00           5.030          11.460          11.460           0.540 
29.08.2011  00:00:00           5.530           8.000           8.000           0.630 
30.08.2011  00:00:00           4.570           8.690           8.690           0.430 
31.08.2011  00:00:00           1.490           8.730           8.730           0.200 
01.09.2011  00:00:00           1.140           8.290           8.290           0.150 
02.09.2011  00:00:00           0.000           9.840           9.840           0.110 
03.09.2011  00:00:00           1.590           9.070           9.070           0.140 
04.09.2011  00:00:00           7.170           9.940           9.940           1.450 
05.09.2011  00:00:00          41.810          13.010          13.010           1.160 
06.09.2011  00:00:00           2.400          10.140          10.140           0.830 
07.09.2011  00:00:00          23.210           7.570           7.570           1.080 
08.09.2011  00:00:00           0.910           7.370           7.370           0.400 
09.09.2011  00:00:00           0.000           7.060           7.060           0.220 
10.09.2011  00:00:00           1.570           7.890           7.890           0.150 
11.09.2011  00:00:00          20.900           9.430           9.430           0.740 
12.09.2011  00:00:00           2.110          10.990          10.990           0.490 
13.09.2011  00:00:00           9.640           9.030           9.030           0.700 
14.09.2011  00:00:00           0.430           9.510           9.510           0.300 
15.09.2011  00:00:00           5.870           8.400           8.400           0.270 
16.09.2011  00:00:00           0.000           5.030           5.030           0.170 
17.09.2011  00:00:00           0.000           5.790           5.790           0.140 
18.09.2011  00:00:00           7.670           5.470           5.470           0.240 
19.09.2011  00:00:00          31.930           5.970           5.970           0.760 
20.09.2011  00:00:00           3.900           6.940           6.940           0.450 
21.09.2011  00:00:00           0.160           6.430           6.430           0.270 
22.09.2011  00:00:00           3.210           5.730           5.730           0.250 
23.09.2011  00:00:00           3.240           4.640           4.640           0.210 
24.09.2011  00:00:00           0.010           5.110           5.110           0.140 
25.09.2011  00:00:00           0.000           6.810           6.810           0.110 
26.09.2011  00:00:00           0.000           8.690           8.690           0.100 
27.09.2011  00:00:00           3.030           7.040           7.040           0.100 
28.09.2011  00:00:00           0.000           7.830           7.830           0.080 
29.09.2011  00:00:00           0.000          11.670          11.670           0.070 
30.09.2011  00:00:00           0.000          12.660          12.660           0.060 
01.10.2011  00:00:00           0.000          10.810          10.810           0.050 
02.10.2011  00:00:00           0.000          10.340          10.340           0.050 
03.10.2011  00:00:00           3.030           8.840           8.840           0.050 
04.10.2011  00:00:00           0.410           8.840           8.840           0.050 
05.10.2011  00:00:00           2.310           5.500           5.500           0.100 
06.10.2011  00:00:00           0.100           8.070           8.070           0.080 
07.10.2011  00:00:00           0.870           3.410           3.410           0.070 
08.10.2011  00:00:00           0.000           4.370           4.370           0.050 
09.10.2011  00:00:00           0.000           1.240           1.240           0.070 
10.10.2011  00:00:00           9.810           2.090           2.090           0.140 
11.10.2011  00:00:00           1.830           3.200           3.200           0.110 
12.10.2011  00:00:00           0.190           2.930           2.930           0.080 
13.10.2011  00:00:00           0.000           1.310           1.310           0.060 
14.10.2011  00:00:00           0.000          -0.440          -0.440           0.040 
15.10.2011  00:00:00           0.000           2.510           2.510           0.040 
16.10.2011  00:00:00           0.000           0.940           0.940           0.040 
17.10.2011  00:00:00           0.030           3.300           3.300           0.040 
18.10.2011  00:00:00          11.660           4.640           4.640           0.180 
19.10.2011  00:00:00           0.690           0.770           0.770           0.130 
20.10.2011  00:00:00           0.070           0.870           0.870           0.080 
21.10.2011  00:00:00           0.000          -1.400          -1.400           0.050 
22.10.2011  00:00:00           0.130           1.670           1.670           0.060 
23.10.2011  00:00:00           0.400           5.360           5.360           0.060 
24.10.2011  00:00:00           0.000           1.510           1.510           0.050 
25.10.2011  00:00:00           0.110           1.860           1.860           0.040 
26.10.2011  00:00:00           0.000           1.190           1.190           0.050 
27.10.2011  00:00:00          11.590           2.630           2.630           0.210 
28.10.2011  00:00:00           6.470           4.840           4.840           0.390 
29.10.2011  00:00:00           3.090           1.610           1.610           0.220 
30.10.2011  00:00:00           3.500           3.860           3.860           0.180 
31.10.2011  00:00:00           0.100           5.440           5.440           0.150 
01.11.2011  00:00:00           0.190           6.310           6.310           0.110 
02.11.2011  00:00:00           1.190           6.970           6.970           0.130 
03.11.2011  00:00:00           1.960           6.010           6.010           0.190 
04.11.2011  00:00:00           5.530           4.170           4.170           0.360 
05.11.2011  00:00:00           3.330           3.790           3.790           0.460 
06.11.2011  00:00:00           4.890           5.240           5.240           0.360 
07.11.2011  00:00:00           0.000           1.430           1.430           0.170 
08.11.2011  00:00:00           0.030           1.340           1.340           0.110 
09.11.2011  00:00:00           0.000           1.570           1.570           0.090 
10.11.2011  00:00:00           0.100           1.040           1.040           0.080 
11.11.2011  00:00:00           0.240           1.230           1.230           0.080 
12.11.2011  00:00:00           0.000          -2.790          -2.790           0.070 
13.11.2011  00:00:00           0.110          -1.370          -1.370           0.060 
14.11.2011  00:00:00           0.000           1.170           1.170           0.060 
15.11.2011  00:00:00           0.000          -2.100          -2.100           0.040 
16.11.2011  00:00:00           0.000          -5.730          -5.730           0.040 
17.11.2011  00:00:00           0.000          -4.890          -4.890           0.030 
18.11.2011  00:00:00           0.000          -3.770          -3.770           0.030 
19.11.2011  00:00:00           0.000           2.490           2.490           0.040 
20.11.2011  00:00:00           0.540           3.060           3.060           0.040 
21.11.2011  00:00:00           0.000          -1.460          -1.460           0.030 
22.11.2011  00:00:00           0.000          -3.460          -3.460           0.030 
23.11.2011  00:00:00           1.530          -1.640          -1.640           0.030 
24.11.2011  00:00:00           0.440           1.740           1.740           0.040 
25.11.2011  00:00:00           1.700           2.590           2.590           0.060 
26.11.2011  00:00:00           8.360          -0.160          -0.160           0.060 
27.11.2011  00:00:00          25.870           2.600           2.600           0.740 
28.11.2011  00:00:00           3.470           1.170           1.170           0.320 
29.11.2011  00:00:00           0.000           1.890           1.890           0.190 
30.11.2011  00:00:00           8.370           3.690           3.690           0.380 
01.12.2011  00:00:00           9.910           0.290           0.290           0.440 
02.12.2011  00:00:00          10.940          -1.290          -1.290           0.290 
03.12.2011  00:00:00           4.610          -4.670          -4.670           0.180 
04.12.2011  00:00:00           9.470          -1.100          -1.100           0.140 
05.12.2011  00:00:00           0.100          -6.900          -6.900           0.100 
06.12.2011  00:00:00           0.000          -5.890          -5.890           0.080 
07.12.2011  00:00:00           2.840          -7.400          -7.400           0.060 
08.12.2011  00:00:00           0.000         -11.860         -11.860           0.060 
09.12.2011  00:00:00          18.990          -4.670          -4.670           0.080 
10.12.2011  00:00:00           3.510          -2.700          -2.700           0.060 
11.12.2011  00:00:00           0.000          -4.860          -4.860           0.050 
12.12.2011  00:00:00           5.360          -2.370          -2.370           0.080 
13.12.2011  00:00:00           0.990          -1.690          -1.690           0.090 
14.12.2011  00:00:00          19.560          -1.470          -1.470           0.090 
15.12.2011  00:00:00           1.670          -0.470          -0.470           0.080 
16.12.2011  00:00:00           1.460          -2.470          -2.470           0.070 
17.12.2011  00:00:00           3.110          -7.090          -7.090           0.060 
18.12.2011  00:00:00           0.000         -12.060         -12.060           0.060 
19.12.2011  00:00:00           0.000          -5.640          -5.640           0.060 
20.12.2011  00:00:00           0.000          -8.130          -8.130           0.070 
21.12.2011  00:00:00           0.340         -13.790         -13.790           0.080 
22.12.2011  00:00:00           1.300         -11.860         -11.860           0.090 
23.12.2011  00:00:00           1.240          -2.010          -2.010           0.080 
24.12.2011  00:00:00           0.000          -0.970          -0.970           0.070 
25.12.2011  00:00:00          15.670          -1.700          -1.700           0.070 
26.12.2011  00:00:00           7.560           2.690           2.690           0.240 
27.12.2011  00:00:00           1.740           4.530           4.530           0.680 
28.12.2011  00:00:00           0.000          -0.960          -0.960           0.420 
29.12.2011  00:00:00           9.470           0.110           0.110           0.340 
30.12.2011  00:00:00           3.160          -0.800          -0.800           0.210 
31.12.2011  00:00:00           0.030          -9.210          -9.210           0.140 
01.01.2012  00:00:00          13.290          -8.100          -8.100           0.120 
02.01.2012  00:00:00           0.210          -1.640          -1.640           0.100 
03.01.2012  00:00:00           0.010          -4.110          -4.110           0.090 
04.01.2012  00:00:00          11.590          -1.240          -1.240           0.080 
05.01.2012  00:00:00           3.590          -5.670          -5.670           0.070 
06.01.2012  00:00:00           6.460          -8.830          -8.830           0.070 
07.01.2012  00:00:00           0.110          -5.490          -5.490           0.060 
08.01.2012  00:00:00           0.140          -7.140          -7.140           0.060 
09.01.2012  00:00:00           1.370         -11.500         -11.500           0.050 
10.01.2012  00:00:00           3.510          -5.370          -5.370           0.050 
11.01.2012  00:00:00           1.000          -0.710          -0.710           0.050 
12.01.2012  00:00:00           9.010           0.140           0.140           0.140 
13.01.2012  00:00:00           0.640          -2.500          -2.500           0.130 
14.01.2012  00:00:00           0.000          -3.760          -3.760           0.080 
15.01.2012  00:00:00           0.000          -9.570          -9.570           0.070 
16.01.2012  00:00:00           0.000          -6.990          -6.990           0.060 
17.01.2012  00:00:00           0.000          -6.500          -6.500           0.050 
18.01.2012  00:00:00           0.000          -9.830          -9.830           0.060 
19.01.2012  00:00:00           9.390          -3.700          -3.700           0.070 
20.01.2012  00:00:00           0.030          -6.270          -6.270           0.040 
21.01.2012  00:00:00           4.070         -10.810         -10.810           0.040 
22.01.2012  00:00:00          10.910          -5.860          -5.860           0.040 
23.01.2012  00:00:00           1.330          -7.490          -7.490           0.040 
24.01.2012  00:00:00           3.800          -8.530          -8.530           0.040 
25.01.2012  00:00:00           0.000          -9.240          -9.240           0.040 
26.01.2012  00:00:00           1.960          -7.340          -7.340           0.040 
27.01.2012  00:00:00           5.460          -5.460          -5.460           0.040 
28.01.2012  00:00:00           2.870          -6.200          -6.200           0.040 
29.01.2012  00:00:00           0.000          -8.000          -8.000           0.030 
30.01.2012  00:00:00           0.960          -9.090          -9.090           0.030 
31.01.2012  00:00:00           0.000         -15.060         -15.060           0.030 
01.02.2012  00:00:00           0.000         -22.210         -22.210           0.030 
02.02.2012  00:00:00           0.000         -17.340         -17.340           0.030 
03.02.2012  00:00:00           4.090         -13.840         -13.840           0.030 
04.02.2012  00:00:00           0.770         -17.300         -17.300           0.030 
05.02.2012  00:00:00           1.260         -15.130         -15.130           0.020 
06.02.2012  00:00:00           3.140          -9.500          -9.500           0.020 
07.02.2012  00:00:00           0.000          -7.010          -7.010           0.020 
08.02.2012  00:00:00           0.000          -8.540          -8.540           0.020 
09.02.2012  00:00:00           0.000          -9.630          -9.630           0.020 
10.02.2012  00:00:00           0.060         -10.770         -10.770           0.020 
11.02.2012  00:00:00           0.000          -9.660          -9.660           0.020 
12.02.2012  00:00:00           0.000          -3.130          -3.130           0.020 
13.02.2012  00:00:00           0.000          -6.490          -6.490           0.020 
14.02.2012  00:00:00           0.000          -4.560          -4.560           0.020 
15.02.2012  00:00:00           0.000          -1.530          -1.530           0.020 
16.02.2012  00:00:00           0.000          -3.440          -3.440           0.020 
17.02.2012  00:00:00           0.000          -1.740          -1.740           0.020 
18.02.2012  00:00:00           1.240          -1.370          -1.370           0.020 
19.02.2012  00:00:00           1.860          -1.760          -1.760           0.020 
20.02.2012  00:00:00           0.000          -6.640          -6.640           0.020 
21.02.2012  00:00:00           3.090          -0.240          -0.240           0.020 
22.02.2012  00:00:00           1.140          -0.300          -0.300           0.030 
23.02.2012  00:00:00          12.200           1.070           1.070           0.040 
24.02.2012  00:00:00           0.000           2.430           2.430           0.050 
25.02.2012  00:00:00           0.000           0.800           0.800           0.050 
26.02.2012  00:00:00           0.000          -4.530          -4.530           0.040 
27.02.2012  00:00:00           1.010          -7.890          -7.890           0.040 
28.02.2012  00:00:00           0.000           1.510           1.510           0.130 
29.02.2012  00:00:00           0.000           5.630           5.630           0.480 
01.03.2012  00:00:00           0.000           3.370           3.370           0.500 
02.03.2012  00:00:00           0.000           2.260           2.260           0.380 
03.03.2012  00:00:00           0.000          -2.900          -2.900           0.260 
04.03.2012  00:00:00           0.000          -2.670          -2.670           0.190 
05.03.2012  00:00:00           0.890          -4.530          -4.530           0.110 
06.03.2012  00:00:00           0.000          -4.760          -4.760           0.090 
07.03.2012  00:00:00           3.360          -3.670          -3.670           0.090 
08.03.2012  00:00:00          10.100          -3.740          -3.740           0.080 
09.03.2012  00:00:00           0.000          -1.410          -1.410           0.090 
10.03.2012  00:00:00           0.000           2.530           2.530           0.130 
11.03.2012  00:00:00           0.360           1.640           1.640           0.220 
12.03.2012  00:00:00           0.000           4.000           4.000           0.470 
13.03.2012  00:00:00           0.000           4.300           4.300           0.530 
14.03.2012  00:00:00           0.000           3.230           3.230           0.490 
15.03.2012  00:00:00           0.000           2.910           2.910           0.370 
16.03.2012  00:00:00           0.000           0.870           0.870           0.270 
17.03.2012  00:00:00           0.000           3.890           3.890           0.430 
18.03.2012  00:00:00           0.000           0.660           0.660           0.350 
19.03.2012  00:00:00           0.210          -0.560          -0.560           0.210 
20.03.2012  00:00:00           0.000          -0.260          -0.260           0.220 
21.03.2012  00:00:00           0.000           5.440           5.440           0.580 
22.03.2012  00:00:00           0.000           4.630           4.630           0.670 
23.03.2012  00:00:00           0.000           3.330           3.330           0.510 
24.03.2012  00:00:00           0.000           2.690           2.690           0.350 
25.03.2012  00:00:00           0.000           4.960           4.960           0.340 
26.03.2012  00:00:00           0.000           4.890           4.890           0.430 
27.03.2012  00:00:00           0.000           8.370           8.370           0.660 
28.03.2012  00:00:00           0.000           7.460           7.460           0.550 
29.03.2012  00:00:00           0.000           3.640           3.640           0.360 
30.03.2012  00:00:00           0.000           2.260           2.260           0.200 
31.03.2012  00:00:00           0.000           0.230           0.230           0.140 
01.04.2012  00:00:00           0.000          -1.070          -1.070           0.110 
02.04.2012  00:00:00           0.000          -2.900          -2.900           0.080 
03.04.2012  00:00:00           0.000          -6.760          -6.760           0.070 
04.04.2012  00:00:00           0.000          -5.630          -5.630           0.050 
05.04.2012  00:00:00           0.000          -2.600          -2.600           0.050 
06.04.2012  00:00:00           0.000           0.360           0.360           0.045 
07.04.2012  00:00:00           4.590          -5.600          -5.600           0.040 
08.04.2012  00:00:00           0.000          -6.100          -6.100           0.040 
09.04.2012  00:00:00           4.130          -1.790          -1.790           0.040 
10.04.2012  00:00:00           8.110          -0.240          -0.240           0.110 
11.04.2012  00:00:00           7.630           1.390           1.390           0.180 
12.04.2012  00:00:00           1.770           1.290           1.290           0.160 
13.04.2012  00:00:00           0.100           0.860           0.860           0.120 
14.04.2012  00:00:00           0.000          -0.210          -0.210           0.100 
15.04.2012  00:00:00           1.210           0.070           0.070           0.100 
16.04.2012  00:00:00           0.000          -2.000          -2.000           0.090 
17.04.2012  00:00:00           0.000          -3.570          -3.570           0.070 
18.04.2012  00:00:00           2.490          -0.760          -0.760           0.070 
19.04.2012  00:00:00           4.430          -0.570          -0.570           0.080 
20.04.2012  00:00:00           1.960           1.230           1.230           0.100 
21.04.2012  00:00:00           3.060          -0.370          -0.370           0.100 
22.04.2012  00:00:00           0.000           0.930           0.930           0.100 
23.04.2012  00:00:00           8.270           0.870           0.870           0.170 
24.04.2012  00:00:00           3.540           1.340           1.340           0.200 
25.04.2012  00:00:00           8.370           2.640           2.640           0.370 
26.04.2012  00:00:00          19.970           1.260           1.260           0.650 
27.04.2012  00:00:00           7.960           2.870           2.870           0.590 
28.04.2012  00:00:00           1.800           2.160           2.160           0.522 
29.04.2012  00:00:00           0.000           0.670           0.670           0.455 
30.04.2012  00:00:00           0.040           4.700           4.700           0.387 
01.05.2012  00:00:00           0.090           2.970           2.970           0.320 
02.05.2012  00:00:00           0.000           7.200           7.200           0.500 
03.05.2012  00:00:00           0.000           9.560           9.560           0.440 
04.05.2012  00:00:00           1.530           8.060           8.060           0.410 
05.05.2012  00:00:00           0.000           3.060           3.060           0.270 
06.05.2012  00:00:00           0.000          -1.310          -1.310           0.140 
07.05.2012  00:00:00           0.000          -0.100          -0.100           0.110 
08.05.2012  00:00:00           0.000           0.690           0.690           0.090 
09.05.2012  00:00:00           7.340           1.810           1.810           0.160 
10.05.2012  00:00:00           1.940           2.990           2.990           0.310 
11.05.2012  00:00:00          13.770           1.670           1.670           0.540 
12.05.2012  00:00:00           2.760           3.600           3.600           0.400 
13.05.2012  00:00:00           0.000           1.660           1.660           0.210 
14.05.2012  00:00:00           6.740           2.740           2.740           0.200 
15.05.2012  00:00:00           1.530           3.170           3.170           0.210 
16.05.2012  00:00:00          10.410           3.560           3.560           0.490 
17.05.2012  00:00:00           8.460           3.310           3.310           0.680 
18.05.2012  00:00:00           0.000           3.460           3.460           0.360 
19.05.2012  00:00:00           0.000           4.270           4.270           0.270 
20.05.2012  00:00:00           0.000           6.810           6.810           0.230 
21.05.2012  00:00:00           0.000           8.330           8.330           0.270 
22.05.2012  00:00:00           0.810           9.290           9.290           0.340 
23.05.2012  00:00:00           0.000          12.760          12.760           0.300 
24.05.2012  00:00:00           0.000          14.800          14.800           0.230 
25.05.2012  00:00:00           0.000          16.240          16.240           0.170 
26.05.2012  00:00:00           0.000          15.440          15.440           0.130 
27.05.2012  00:00:00           0.000          15.030          15.030           0.100 
28.05.2012  00:00:00           0.000          14.370          14.370           0.080 
29.05.2012  00:00:00           0.040           9.290           9.290           0.050 
30.05.2012  00:00:00           0.000           5.390           5.390           0.030 
31.05.2012  00:00:00           0.000           6.600           6.600           0.030 
01.06.2012  00:00:00           0.000           5.390           5.390           0.030 
02.06.2012  00:00:00           2.800           2.090           2.090           0.020 
03.06.2012  00:00:00           0.000           2.890           2.890           0.020 
04.06.2012  00:00:00           1.910           5.440           5.440           0.020 
05.06.2012  00:00:00           2.290           5.690           5.690           0.030 
06.06.2012  00:00:00           0.100           4.660           4.660           0.020 
07.06.2012  00:00:00           0.000           7.060           7.060           0.010 
08.06.2012  00:00:00           0.000           6.610           6.610           0.010 
09.06.2012  00:00:00           7.610           7.730           7.730           0.060 
10.06.2012  00:00:00           1.040           7.900           7.900           0.070 
11.06.2012  00:00:00           2.990           9.830           9.830           0.060 
12.06.2012  00:00:00           3.470          10.510          10.510           0.060 
13.06.2012  00:00:00           0.030           9.140           9.140           0.030 
14.06.2012  00:00:00           4.360           8.740           8.740           0.030 
15.06.2012  00:00:00           0.000           6.770           6.770           0.020 
16.06.2012  00:00:00           6.200           7.300           7.300           0.030 
17.06.2012  00:00:00           4.710           7.390           7.390           0.080 
18.06.2012  00:00:00           3.100           9.330           9.330           0.140 
