date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
29.04.2011  00:00:00           0.000           0.530           0.530           2.360 
30.04.2011  00:00:00           0.000           1.930           1.930           2.350 
01.05.2011  00:00:00           0.000           1.970           1.970           2.350 
02.05.2011  00:00:00           0.000           0.160           0.160           2.270 
03.05.2011  00:00:00           0.050          -1.260          -1.260           2.050 
04.05.2011  00:00:00           0.110          -3.150          -3.150           1.760 
05.05.2011  00:00:00           0.000          -1.070          -1.070           1.520 
06.05.2011  00:00:00           0.020          -2.380          -2.380           1.340 
07.05.2011  00:00:00           2.960           0.080           0.080           1.240 
08.05.2011  00:00:00           0.020           3.880           3.880           1.580 
09.05.2011  00:00:00           0.000           5.470           5.470           2.920 
10.05.2011  00:00:00           0.000           7.150           7.150           5.470 
11.05.2011  00:00:00           0.920           4.400           4.400           6.790 
12.05.2011  00:00:00           1.800           4.610           4.610           5.890 
13.05.2011  00:00:00           4.460           2.630           2.630           4.940 
14.05.2011  00:00:00           2.620           1.480           1.480           3.670 
15.05.2011  00:00:00           4.130           1.340           1.340           2.910 
16.05.2011  00:00:00           1.900           0.110           0.110           2.390 
17.05.2011  00:00:00           1.380          -0.480          -0.480           2.060 
18.05.2011  00:00:00           2.850          -2.150          -2.150           1.650 
19.05.2011  00:00:00           1.200          -0.050          -0.050           1.520 
20.05.2011  00:00:00           4.670          -0.850          -0.850           1.480 
21.05.2011  00:00:00           2.360          -0.610          -0.610           1.250 
22.05.2011  00:00:00           0.000           0.380           0.380           1.340 
23.05.2011  00:00:00           5.150           0.930           0.930           2.600 
24.05.2011  00:00:00           0.360           0.110           0.110           2.580 
25.05.2011  00:00:00           5.440          -1.430          -1.430           2.050 
26.05.2011  00:00:00           5.230          -0.850          -0.850           1.750 
27.05.2011  00:00:00           1.350           0.360           0.360           1.620 
28.05.2011  00:00:00           2.800           1.170           1.170           1.750 
29.05.2011  00:00:00           1.470          -0.830          -0.830           1.740 
30.05.2011  00:00:00           1.420          -0.200          -0.200           1.580 
31.05.2011  00:00:00           5.490           0.800           0.800           1.870 
01.06.2011  00:00:00           2.430           0.520           0.520           2.160 
02.06.2011  00:00:00           0.050           2.260           2.260           2.770 
03.06.2011  00:00:00           0.000           3.390           3.390           5.560 
04.06.2011  00:00:00           4.060           6.020           6.020           7.940 
05.06.2011  00:00:00           0.000           3.260           3.260           5.880 
06.06.2011  00:00:00           0.000           6.040           6.040           5.140 
07.06.2011  00:00:00          13.340           7.690           7.690           8.770 
08.06.2011  00:00:00           5.170           8.670           8.670           8.380 
09.06.2011  00:00:00           8.250           9.800           9.800          12.150 
10.06.2011  00:00:00          22.800           7.380           7.380          13.950 
11.06.2011  00:00:00          33.510           6.720           6.720          12.830 
12.06.2011  00:00:00          10.230           7.490           7.490           8.800 
13.06.2011  00:00:00           3.900           5.440           5.440           5.280 
14.06.2011  00:00:00           0.300           7.170           7.170           3.530 
15.06.2011  00:00:00           1.610           2.970           2.970           2.920 
16.06.2011  00:00:00           0.000           4.470           4.470           2.500 
17.06.2011  00:00:00           2.390           5.230           5.230           2.750 
18.06.2011  00:00:00           6.310           3.730           3.730           3.000 
19.06.2011  00:00:00           2.290           4.480           4.480           2.800 
20.06.2011  00:00:00           0.710           5.140           5.140           2.410 
21.06.2011  00:00:00           0.390           5.290           5.290           2.110 
22.06.2011  00:00:00           0.000           4.160           4.160           1.820 
23.06.2011  00:00:00           3.280           5.750           5.750           1.720 
24.06.2011  00:00:00           1.800           4.570           4.570           1.660 
25.06.2011  00:00:00           0.230           3.730           3.730           1.550 
26.06.2011  00:00:00           0.000           3.770           3.770           1.390 
27.06.2011  00:00:00           4.990           7.590           7.590           1.620 
28.06.2011  00:00:00           5.750           9.290           9.290           2.480 
29.06.2011  00:00:00           3.150          10.960          10.960           3.640 
30.06.2011  00:00:00           9.190           7.570           7.570           3.880 
01.07.2011  00:00:00           4.170           7.450           7.450           2.950 
02.07.2011  00:00:00           1.540           7.610           7.610           2.350 
03.07.2011  00:00:00           0.000           9.920           9.920           2.210 
04.07.2011  00:00:00          10.030          10.120          10.120           2.280 
05.07.2011  00:00:00           0.000          11.240          11.240           2.010 
06.07.2011  00:00:00          14.860          12.340          12.340           2.040 
07.07.2011  00:00:00           3.690          11.470          11.470           2.050 
08.07.2011  00:00:00           1.160           9.910           9.910           1.870 
09.07.2011  00:00:00           7.670           9.130           9.130           1.950 
10.07.2011  00:00:00           2.610           7.590           7.590           1.890 
11.07.2011  00:00:00           0.950           6.860           6.860           1.620 
12.07.2011  00:00:00           1.580           6.370           6.370           1.440 
13.07.2011  00:00:00          14.630           4.380           4.380           1.430 
14.07.2011  00:00:00           0.000           6.520           6.520           1.180 
15.07.2011  00:00:00           0.000          10.200          10.200           0.950 
16.07.2011  00:00:00           0.000           9.370           9.370           0.780 
17.07.2011  00:00:00           1.280          10.010          10.010           0.850 
18.07.2011  00:00:00          12.190           6.800           6.800           2.130 
19.07.2011  00:00:00           6.260           7.130           7.130           2.180 
20.07.2011  00:00:00           0.920           7.720           7.720           1.630 
21.07.2011  00:00:00           1.900           6.880           6.880           1.340 
22.07.2011  00:00:00           0.560           9.140           9.140           1.410 
23.07.2011  00:00:00          22.590           8.700           8.700           3.350 
24.07.2011  00:00:00          24.520          12.340          12.340           4.410 
25.07.2011  00:00:00           5.670          10.440          10.440           3.910 
26.07.2011  00:00:00          11.400           8.270           8.270           3.490 
27.07.2011  00:00:00           0.120           8.730           8.730           2.590 
28.07.2011  00:00:00           4.000          11.940          11.940           2.050 
29.07.2011  00:00:00           3.100          11.470          11.470           1.850 
30.07.2011  00:00:00           0.000          12.430          12.430           1.410 
31.07.2011  00:00:00           7.720          13.170          13.170           1.260 
01.08.2011  00:00:00           0.000          13.190          13.190           1.090 
02.08.2011  00:00:00          12.310          12.920          12.920           1.080 
03.08.2011  00:00:00           0.510          12.840          12.840           1.040 
04.08.2011  00:00:00           5.750          11.310          11.310           1.050 
05.08.2011  00:00:00          13.340           9.510           9.510           1.040 
06.08.2011  00:00:00           9.770           8.760           8.760           1.310 
07.08.2011  00:00:00           0.000           8.710           8.710           1.300 
08.08.2011  00:00:00           8.030           6.680           6.680           1.460 
09.08.2011  00:00:00           1.040           6.410           6.410           1.340 
10.08.2011  00:00:00           3.760           4.200           4.200           1.240 
11.08.2011  00:00:00           0.000           3.560           3.560           1.010 
12.08.2011  00:00:00           0.020           5.330           5.330           0.810 
13.08.2011  00:00:00           0.000           7.060           7.060           0.660 
14.08.2011  00:00:00           0.000           7.100           7.100           0.600 
15.08.2011  00:00:00          19.300           7.080           7.080           2.500 
16.08.2011  00:00:00          10.360           7.590           7.590           4.140 
17.08.2011  00:00:00           0.510           5.790           5.790           2.720 
18.08.2011  00:00:00           2.980           5.790           5.790           1.960 
19.08.2011  00:00:00           2.000           6.320           6.320           1.840 
20.08.2011  00:00:00          13.990           5.210           5.210           1.970 
21.08.2011  00:00:00           0.550           5.010           5.010           1.630 
22.08.2011  00:00:00           4.740           4.320           4.320           1.550 
23.08.2011  00:00:00           0.020           5.640           5.640           1.290 
24.08.2011  00:00:00           0.000           8.260           8.260           1.200 
25.08.2011  00:00:00          19.100           6.360           6.360           1.770 
26.08.2011  00:00:00           3.100           8.040           8.040           1.450 
27.08.2011  00:00:00          10.320          10.030          10.030           3.050 
28.08.2011  00:00:00          16.630          10.410          10.410           6.580 
29.08.2011  00:00:00           4.350           4.810           4.810           4.240 
30.08.2011  00:00:00           3.350           4.540           4.540           2.690 
31.08.2011  00:00:00           2.830           5.320           5.320           1.950 
01.09.2011  00:00:00           3.460           5.810           5.810           1.580 
02.09.2011  00:00:00           0.000           6.260           6.260           1.280 
03.09.2011  00:00:00           4.200           6.170           6.170           1.330 
04.09.2011  00:00:00           4.880           6.580           6.580           1.430 
05.09.2011  00:00:00          10.030           8.870           8.870           1.910 
06.09.2011  00:00:00           2.150           7.990           7.990           2.000 
07.09.2011  00:00:00           3.070           4.410           4.410           2.010 
08.09.2011  00:00:00           1.260           2.910           2.910           1.850 
09.09.2011  00:00:00           0.480           2.950           2.950           1.520 
10.09.2011  00:00:00           1.350           3.200           3.200           1.230 
11.09.2011  00:00:00           7.090           6.240           6.240           1.260 
12.09.2011  00:00:00           3.000           6.670           6.670           1.240 
13.09.2011  00:00:00           6.410           4.770           4.770           1.370 
14.09.2011  00:00:00           8.770           5.300           5.300           1.780 
15.09.2011  00:00:00           4.510           3.890           3.890           1.710 
16.09.2011  00:00:00           0.000           1.240           1.240           1.320 
17.09.2011  00:00:00           0.000           2.480           2.480           1.040 
18.09.2011  00:00:00           0.310           2.100           2.100           0.870 
19.09.2011  00:00:00          16.830           2.110           2.110           1.010 
20.09.2011  00:00:00           9.550           3.220           3.220           1.240 
21.09.2011  00:00:00           0.550           2.770           2.770           1.290 
22.09.2011  00:00:00           1.250           2.410           2.410           1.200 
23.09.2011  00:00:00          14.730           0.420           0.420           1.030 
24.09.2011  00:00:00           0.260           0.550           0.550           0.910 
25.09.2011  00:00:00           0.120           3.790           3.790           0.820 
26.09.2011  00:00:00           3.380           5.460           5.460           0.840 
27.09.2011  00:00:00           5.460           2.860           2.860           0.910 
28.09.2011  00:00:00           7.480           3.710           3.710           1.100 
29.09.2011  00:00:00           1.800           9.210           9.210           1.210 
30.09.2011  00:00:00           0.000          10.490          10.490           1.090 
01.10.2011  00:00:00           0.000           8.840           8.840           0.940 
02.10.2011  00:00:00           0.170          10.310          10.310           0.840 
03.10.2011  00:00:00           1.110           5.290           5.290           0.770 
04.10.2011  00:00:00           2.040           3.760           3.760           0.890 
05.10.2011  00:00:00           7.560          -0.120          -0.120           0.960 
06.10.2011  00:00:00           2.010           2.940           2.940           1.220 
07.10.2011  00:00:00           5.930          -1.010          -1.010           1.370 
08.10.2011  00:00:00           0.100          -1.500          -1.500           1.220 
09.10.2011  00:00:00           3.150          -3.920          -3.920           1.200 
10.10.2011  00:00:00          11.380          -1.510          -1.510           1.130 
11.10.2011  00:00:00           1.530          -1.610          -1.610           1.040 
12.10.2011  00:00:00           2.150          -2.470          -2.470           0.910 
13.10.2011  00:00:00           0.000          -4.090          -4.090           0.770 
14.10.2011  00:00:00           0.000          -4.510          -4.510           0.690 
15.10.2011  00:00:00           0.000          -0.420          -0.420           0.620 
16.10.2011  00:00:00           0.000           0.110           0.110           0.570 
17.10.2011  00:00:00           0.220           0.260           0.260           0.540 
18.10.2011  00:00:00           4.940           0.010           0.010           0.590 
19.10.2011  00:00:00           0.000          -2.840          -2.840           0.530 
20.10.2011  00:00:00           1.660          -3.540          -3.540           0.500 
21.10.2011  00:00:00           1.290          -5.330          -5.330           0.500 
22.10.2011  00:00:00           2.310          -0.730          -0.730           0.560 
23.10.2011  00:00:00           0.190           1.840           1.840           0.640 
24.10.2011  00:00:00           0.000          -0.640          -0.640           0.610 
25.10.2011  00:00:00           0.000          -0.490          -0.490           0.540 
26.10.2011  00:00:00           0.140          -1.240          -1.240           0.480 
27.10.2011  00:00:00           3.840          -1.970          -1.970           0.500 
28.10.2011  00:00:00           6.550           0.320           0.320           0.590 
29.10.2011  00:00:00           3.840          -1.140          -1.140           0.570 
30.10.2011  00:00:00           0.000           0.520           0.520           0.640 
31.10.2011  00:00:00           0.730           2.180           2.180           1.010 
01.11.2011  00:00:00           0.050           3.470           3.470           1.530 
02.11.2011  00:00:00           0.040           3.250           3.250           2.230 
03.11.2011  00:00:00           0.000           0.300           0.300           1.890 
04.11.2011  00:00:00           0.740           1.180           1.180           1.670 
05.11.2011  00:00:00           2.270           0.620           0.620           1.570 
06.11.2011  00:00:00           6.710           1.980           1.980           1.910 
07.11.2011  00:00:00           0.210          -0.270          -0.270           1.840 
08.11.2011  00:00:00           0.020           2.020           2.020           1.410 
09.11.2011  00:00:00           0.000           2.800           2.800           1.130 
10.11.2011  00:00:00           0.000           2.020           2.020           0.890 
11.11.2011  00:00:00           0.000          -0.470          -0.470           0.710 
12.11.2011  00:00:00           0.000          -0.650          -0.650           0.570 
13.11.2011  00:00:00           0.140          -2.060          -2.060           0.540 
14.11.2011  00:00:00           0.000          -0.720          -0.720           0.430 
15.11.2011  00:00:00           0.010          -4.270          -4.270           0.430 
16.11.2011  00:00:00           0.000          -4.130          -4.130           0.750 
17.11.2011  00:00:00           0.000          -5.820          -5.820           1.280 
18.11.2011  00:00:00           0.000          -3.120          -3.120           0.880 
19.11.2011  00:00:00           2.650           1.800           1.800           0.500 
20.11.2011  00:00:00           0.050           3.160           3.160           0.680 
21.11.2011  00:00:00           0.000           0.150           0.150           0.660 
22.11.2011  00:00:00           0.050          -2.710          -2.710           0.550 
23.11.2011  00:00:00           0.000          -3.180          -3.180           0.470 
24.11.2011  00:00:00          11.880          -1.960          -1.960           0.470 
25.11.2011  00:00:00           2.100          -1.710          -1.710           0.390 
26.11.2011  00:00:00          10.550          -5.350          -5.350           0.540 
27.11.2011  00:00:00          18.740          -1.910          -1.910           0.850 
28.11.2011  00:00:00           6.330          -4.950          -4.950           0.720 
29.11.2011  00:00:00           1.930          -2.220          -2.220           0.830 
30.11.2011  00:00:00           4.540          -0.250          -0.250           0.770 
01.12.2011  00:00:00           5.040          -3.630          -3.630           0.710 
02.12.2011  00:00:00           3.760          -5.310          -5.310           0.770 
03.12.2011  00:00:00           0.690          -8.480          -8.480           0.750 
04.12.2011  00:00:00           3.180          -5.360          -5.360           0.650 
05.12.2011  00:00:00           7.630          -9.030          -9.030           0.580 
06.12.2011  00:00:00           0.100          -9.390          -9.390           0.680 
07.12.2011  00:00:00           0.050         -12.450         -12.450           0.610 
08.12.2011  00:00:00           0.010         -13.820         -13.820           0.550 
09.12.2011  00:00:00           3.390          -9.690          -9.690           0.600 
10.12.2011  00:00:00           2.710          -7.780          -7.780           0.490 
11.12.2011  00:00:00           0.000          -8.500          -8.500           0.380 
12.12.2011  00:00:00           7.980          -7.080          -7.080           0.370 
13.12.2011  00:00:00           1.890          -6.880          -6.880           0.300 
14.12.2011  00:00:00           3.920          -6.060          -6.060           0.310 
15.12.2011  00:00:00           1.870          -4.100          -4.100           0.300 
16.12.2011  00:00:00           3.120          -5.140          -5.140           0.300 
17.12.2011  00:00:00           2.130         -12.330         -12.330           0.290 
18.12.2011  00:00:00           0.160         -11.340         -11.340           0.270 
19.12.2011  00:00:00           5.680          -6.830          -6.830           0.250 
20.12.2011  00:00:00           0.000          -8.130          -8.130           0.250 
21.12.2011  00:00:00           0.010         -12.660         -12.660           0.230 
22.12.2011  00:00:00           2.320         -11.140         -11.140           0.230 
23.12.2011  00:00:00           1.570          -0.730          -0.730           0.230 
24.12.2011  00:00:00           6.720          -4.140          -4.140           0.220 
25.12.2011  00:00:00           1.200          -4.690          -4.690           0.210 
26.12.2011  00:00:00           6.520          -2.880          -2.880           0.470 
27.12.2011  00:00:00          18.720          -1.300          -1.300           0.690 
28.12.2011  00:00:00           0.560          -6.270          -6.270           0.930 
29.12.2011  00:00:00           2.790          -5.120          -5.120           1.210 
30.12.2011  00:00:00           0.190          -6.040          -6.040           0.820 
31.12.2011  00:00:00           0.140         -11.950         -11.950           0.650 
01.01.2012  00:00:00           5.470          -9.360          -9.360           0.600 
02.01.2012  00:00:00           3.590          -5.610          -5.610           0.520 
03.01.2012  00:00:00           1.210          -7.590          -7.590           0.420 
04.01.2012  00:00:00           2.800          -6.880          -6.880           0.370 
05.01.2012  00:00:00           0.190          -8.530          -8.530           0.390 
06.01.2012  00:00:00           0.070         -10.430         -10.430           0.340 
07.01.2012  00:00:00           3.620          -7.410          -7.410           0.350 
08.01.2012  00:00:00           2.670          -7.620          -7.620           0.330 
09.01.2012  00:00:00           1.560         -12.260         -12.260           0.310 
10.01.2012  00:00:00           3.850          -6.550          -6.550           0.290 
11.01.2012  00:00:00           4.040          -3.350          -3.350           0.290 
12.01.2012  00:00:00           7.510          -5.380          -5.380           0.390 
13.01.2012  00:00:00           2.890          -8.610          -8.610           0.430 
14.01.2012  00:00:00           1.630          -7.670          -7.670           0.380 
15.01.2012  00:00:00           0.000          -5.420          -5.420           0.330 
16.01.2012  00:00:00           0.000          -3.520          -3.520           0.300 
17.01.2012  00:00:00           0.000          -7.620          -7.620           0.270 
18.01.2012  00:00:00           0.090          -7.230          -7.230           0.250 
19.01.2012  00:00:00           6.010          -6.710          -6.710           0.260 
20.01.2012  00:00:00           3.540          -8.690          -8.690           0.240 
21.01.2012  00:00:00           0.010         -11.060         -11.060           0.230 
22.01.2012  00:00:00           4.460         -11.950         -11.950           0.230 
23.01.2012  00:00:00           1.140         -12.140         -12.140           0.210 
24.01.2012  00:00:00           0.210         -14.480         -14.480           0.200 
25.01.2012  00:00:00           0.000         -15.550         -15.550           0.180 
26.01.2012  00:00:00           0.890         -14.000         -14.000           0.180 
27.01.2012  00:00:00           1.560         -12.000         -12.000           0.180 
28.01.2012  00:00:00           0.050         -11.520         -11.520           0.190 
29.01.2012  00:00:00           0.490         -13.070         -13.070           0.180 
30.01.2012  00:00:00           0.040         -14.500         -14.500           0.170 
31.01.2012  00:00:00           0.070         -15.740         -15.740           0.170 
01.02.2012  00:00:00           0.000         -20.470         -20.470           0.150 
02.02.2012  00:00:00           0.010         -17.190         -17.190           0.150 
03.02.2012  00:00:00           3.270         -16.070         -16.070           0.150 
04.02.2012  00:00:00           0.550         -15.270         -15.270           0.140 
05.02.2012  00:00:00           0.210         -15.560         -15.560           0.140 
06.02.2012  00:00:00           4.100         -12.100         -12.100           0.150 
07.02.2012  00:00:00           0.780          -7.330          -7.330           0.140 
08.02.2012  00:00:00           0.020          -9.740          -9.740           0.130 
09.02.2012  00:00:00           0.000         -10.150         -10.150           0.130 
10.02.2012  00:00:00           1.540          -9.370          -9.370           0.120 
11.02.2012  00:00:00           0.350          -8.660          -8.660           0.120 
12.02.2012  00:00:00           0.100          -7.450          -7.450           0.110 
13.02.2012  00:00:00           4.540          -8.420          -8.420           0.110 
14.02.2012  00:00:00           0.320          -6.910          -6.910           0.090 
15.02.2012  00:00:00           3.090          -7.120          -7.120           0.120 
16.02.2012  00:00:00           8.120          -7.450          -7.450           0.120 
17.02.2012  00:00:00           0.170          -5.370          -5.370           0.120 
18.02.2012  00:00:00           1.140          -5.670          -5.670           0.120 
19.02.2012  00:00:00           1.040          -6.760          -6.760           0.130 
20.02.2012  00:00:00          12.940         -11.350         -11.350           0.130 
21.02.2012  00:00:00           1.730          -5.310          -5.310           0.140 
22.02.2012  00:00:00           3.630          -6.560          -6.560           0.160 
23.02.2012  00:00:00           6.070          -4.500          -4.500           0.190 
24.02.2012  00:00:00           7.250          -2.870          -2.870           0.210 
25.02.2012  00:00:00           2.770          -4.650          -4.650           0.270 
26.02.2012  00:00:00           2.240          -9.740          -9.740           0.240 
27.02.2012  00:00:00           1.360          -9.210          -9.210           0.210 
28.02.2012  00:00:00           3.810          -2.670          -2.670           0.240 
29.02.2012  00:00:00           1.000           0.850           0.850           0.290 
01.03.2012  00:00:00           4.040           0.490           0.490           0.300 
02.03.2012  00:00:00           5.650          -3.350          -3.350           0.270 
03.03.2012  00:00:00           0.000          -6.950          -6.950           0.240 
04.03.2012  00:00:00           0.000          -6.900          -6.900           0.210 
05.03.2012  00:00:00           0.840          -8.580          -8.580           0.200 
06.03.2012  00:00:00           0.000          -9.030          -9.030           0.180 
07.03.2012  00:00:00           0.700          -7.540          -7.540           0.160 
08.03.2012  00:00:00           0.110          -6.790          -6.790           0.160 
09.03.2012  00:00:00           4.290          -4.450          -4.450           0.160 
10.03.2012  00:00:00          12.750          -2.450          -2.450           0.160 
11.03.2012  00:00:00           4.610          -5.960          -5.960           0.180 
12.03.2012  00:00:00           0.500          -0.610          -0.610           0.180 
13.03.2012  00:00:00           2.660          -0.240          -0.240           0.170 
14.03.2012  00:00:00           9.580          -0.750          -0.750           0.180 
15.03.2012  00:00:00           0.000          -1.110          -1.110           0.170 
16.03.2012  00:00:00           0.000          -1.880          -1.880           0.160 
17.03.2012  00:00:00           7.040          -1.600          -1.600           0.160 
18.03.2012  00:00:00           3.230          -4.290          -4.290           0.160 
19.03.2012  00:00:00           0.980          -7.560          -7.560           0.170 
20.03.2012  00:00:00           1.060          -6.330          -6.330           0.170 
21.03.2012  00:00:00           8.620          -1.100          -1.100           0.200 
22.03.2012  00:00:00          10.640           0.440           0.440           0.270 
23.03.2012  00:00:00           0.210          -0.520          -0.520           0.280 
24.03.2012  00:00:00           0.000          -0.710          -0.710           0.260 
25.03.2012  00:00:00           0.000           0.370           0.370           0.230 
26.03.2012  00:00:00           0.000           1.770           1.770           0.220 
27.03.2012  00:00:00           5.100           2.290           2.290           0.350 
28.03.2012  00:00:00           2.680           1.410           1.410           0.460 
29.03.2012  00:00:00           1.930          -3.150          -3.150           0.450 
30.03.2012  00:00:00           1.850          -3.900          -3.900           0.450 
31.03.2012  00:00:00           3.340          -7.570          -7.570           0.420 
01.04.2012  00:00:00           0.320          -7.300          -7.300           0.370 
02.04.2012  00:00:00           0.630         -11.500         -11.500           0.350 
03.04.2012  00:00:00           0.050         -12.840         -12.840           0.460 
04.04.2012  00:00:00           0.000         -12.420         -12.420           0.510 
05.04.2012  00:00:00           5.720          -9.210          -9.210           0.260 
06.04.2012  00:00:00           4.510          -6.410          -6.410           0.250 
07.04.2012  00:00:00           0.000         -13.140         -13.140           0.690 
08.04.2012  00:00:00           0.000         -12.500         -12.500           0.570 
09.04.2012  00:00:00           3.730          -8.480          -8.480           0.210 
10.04.2012  00:00:00           5.930          -5.700          -5.700           0.210 
11.04.2012  00:00:00           5.570          -3.630          -3.630           0.210 
12.04.2012  00:00:00           0.270          -3.610          -3.610           0.200 
13.04.2012  00:00:00           1.000          -3.790          -3.790           0.190 
14.04.2012  00:00:00           0.490          -6.220          -6.220           0.180 
15.04.2012  00:00:00           2.880          -6.180          -6.180           0.180 
16.04.2012  00:00:00           1.170          -8.090          -8.090           0.180 
17.04.2012  00:00:00           0.000         -11.350         -11.350           0.170 
18.04.2012  00:00:00           0.140          -9.120          -9.120           0.160 
19.04.2012  00:00:00           1.740          -5.650          -5.650           0.150 
20.04.2012  00:00:00           0.590          -3.760          -3.760           0.150 
21.04.2012  00:00:00           0.620          -4.130          -4.130           0.140 
22.04.2012  00:00:00           0.630          -6.590          -6.590           0.140 
23.04.2012  00:00:00           0.050          -3.040          -3.040           0.130 
24.04.2012  00:00:00           2.120          -2.830          -2.830           0.130 
25.04.2012  00:00:00           0.050          -3.640          -3.640           0.130 
26.04.2012  00:00:00          16.910          -1.640          -1.640           0.170 
27.04.2012  00:00:00           1.240          -1.550          -1.550           0.170 
28.04.2012  00:00:00           5.360          -2.810          -2.810           0.150 
29.04.2012  00:00:00           0.000          -6.440          -6.440           0.150 
30.04.2012  00:00:00           0.000          -2.010          -2.010           0.140 
01.05.2012  00:00:00           0.000          -0.020          -0.020           0.140 
02.05.2012  00:00:00           0.000           2.460           2.460           0.140 
03.05.2012  00:00:00           0.000           0.900           0.900           0.140 
04.05.2012  00:00:00           7.380          -1.730          -1.730           0.170 
05.05.2012  00:00:00           6.390          -4.340          -4.340           0.190 
06.05.2012  00:00:00           3.820          -8.620          -8.620           0.180 
07.05.2012  00:00:00           0.040          -6.310          -6.310           0.170 
08.05.2012  00:00:00           0.000          -5.290          -5.290           0.160 
09.05.2012  00:00:00           1.970          -2.800          -2.800           0.160 
10.05.2012  00:00:00           0.000          -1.040          -1.040           0.150 
11.05.2012  00:00:00           2.500          -0.880          -0.880           0.160 
12.05.2012  00:00:00           0.630          -1.570          -1.570           0.160 
13.05.2012  00:00:00           0.000          -3.590          -3.590           0.150 
14.05.2012  00:00:00           0.100          -1.700          -1.700           0.140 
15.05.2012  00:00:00           2.370          -1.810          -1.810           0.140 
16.05.2012  00:00:00           0.220          -1.930          -1.930           0.140 
17.05.2012  00:00:00           4.460          -0.460          -0.460           0.150 
18.05.2012  00:00:00           0.010          -0.610          -0.610           0.160 
19.05.2012  00:00:00           0.000          -2.270          -2.270           0.160 
20.05.2012  00:00:00           1.620          -0.320          -0.320           0.190 
21.05.2012  00:00:00           0.000           2.140           2.140           0.300 
22.05.2012  00:00:00           0.000           4.590           4.590           0.590 
23.05.2012  00:00:00           0.000           6.020           6.020           0.930 
24.05.2012  00:00:00           0.000           7.680           7.680           1.480 
25.05.2012  00:00:00           0.000           9.120           9.120           2.510 
26.05.2012  00:00:00           0.000           7.310           7.310           4.810 
27.05.2012  00:00:00           0.000           7.580           7.580           6.210 
28.05.2012  00:00:00           0.000           7.620           7.620           7.910 
29.05.2012  00:00:00           0.000          -0.120          -0.120           8.410 
30.05.2012  00:00:00           0.000          -0.010          -0.010           6.900 
31.05.2012  00:00:00           0.000           0.500           0.500           4.650 
01.06.2012  00:00:00           1.870          -2.260          -2.260           3.220 
02.06.2012  00:00:00           0.000          -3.600          -3.600           2.540 
03.06.2012  00:00:00           0.000          -2.350          -2.350           2.080 
04.06.2012  00:00:00           0.000          -1.200          -1.200           1.840 
05.06.2012  00:00:00           0.000           0.950           0.950           1.930 
06.06.2012  00:00:00           0.000           0.240           0.240           2.170 
07.06.2012  00:00:00           0.000           2.090           2.090           2.660 
08.06.2012  00:00:00           0.110           3.330           3.330           3.440 
09.06.2012  00:00:00           0.000           5.100           5.100           4.140 
10.06.2012  00:00:00           0.060           3.530           3.530           4.890 
11.06.2012  00:00:00           0.000           5.380           5.380           5.670 
12.06.2012  00:00:00           2.060           5.320           5.320           5.840 
13.06.2012  00:00:00           2.140           4.190           4.190           6.120 
14.06.2012  00:00:00           4.570           3.540           3.540           6.170 
15.06.2012  00:00:00           2.440           1.020           1.020           5.450 
16.06.2012  00:00:00           1.460           2.840           2.840           4.980 
17.06.2012  00:00:00           3.020           1.920           1.920           4.620 
18.06.2012  00:00:00           0.010           3.480           3.480           4.880 
19.06.2012  00:00:00           7.870           3.010           3.010           5.850 
20.06.2012  00:00:00           0.000           1.240           1.240           4.490 
21.06.2012  00:00:00           0.770           1.790           1.790           3.700 
22.06.2012  00:00:00           0.000           6.990           6.990           4.180 
23.06.2012  00:00:00           1.700           6.580           6.580           5.940 
24.06.2012  00:00:00           5.430           3.930           3.930           6.970 
25.06.2012  00:00:00           2.490           4.800           4.800           6.040 
26.06.2012  00:00:00           0.000           6.790           6.790           5.370 
27.06.2012  00:00:00           0.100           3.960           3.960           4.310 
28.06.2012  00:00:00           0.000           4.120           4.120           3.590 
29.06.2012  00:00:00           2.160           6.940           6.940           3.730 
30.06.2012  00:00:00           3.780           5.720           5.720           6.250 
01.07.2012  00:00:00           2.010           6.520           6.520           6.780 
02.07.2012  00:00:00           0.000           5.020           5.020           5.390 
03.07.2012  00:00:00           0.000           3.330           3.330           3.850 
04.07.2012  00:00:00           8.530           6.430           6.430           4.380 
05.07.2012  00:00:00           1.380           7.100           7.100           5.320 
06.07.2012  00:00:00           0.000           9.000           9.000           5.600 
07.07.2012  00:00:00           0.520          11.290          11.290           6.720 
08.07.2012  00:00:00          16.220           9.090           9.090           6.660 
09.07.2012  00:00:00           0.010           9.290           9.290           5.510 
10.07.2012  00:00:00           0.190           8.660           8.660           5.180 
11.07.2012  00:00:00          11.410           8.640           8.640           6.070 
12.07.2012  00:00:00           4.280           6.950           6.950           5.670 
13.07.2012  00:00:00          10.960           6.490           6.490           6.080 
14.07.2012  00:00:00           2.640           5.780           5.780           4.920 
15.07.2012  00:00:00           0.000           5.590           5.590           3.430 
16.07.2012  00:00:00           3.090           4.200           4.200           2.610 
17.07.2012  00:00:00           0.000           3.800           3.800           2.180 
18.07.2012  00:00:00           0.110           2.710           2.710           1.880 
19.07.2012  00:00:00          17.520           4.930           4.930           1.790 
20.07.2012  00:00:00           7.790           5.160           5.160           2.030 
