date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
07.02.2009  00:00:00           0.000         -13.760         -13.760           0.500 
08.02.2009  00:00:00           0.000         -18.230         -18.230           0.490 
09.02.2009  00:00:00           0.020         -15.100         -15.100           0.420 
10.02.2009  00:00:00           0.000         -13.940         -13.940           0.440 
11.02.2009  00:00:00           2.560         -11.960         -11.960           0.420 
12.02.2009  00:00:00           0.000          -6.950          -6.950           0.400 
13.02.2009  00:00:00           0.000          -9.980          -9.980           0.380 
14.02.2009  00:00:00           0.300         -10.880         -10.880           0.370 
15.02.2009  00:00:00           0.000         -15.030         -15.030           0.360 
16.02.2009  00:00:00           0.000         -13.020         -13.020           0.330 
17.02.2009  00:00:00           0.000         -11.950         -11.950           0.320 
18.02.2009  00:00:00           0.000         -13.770         -13.770           0.290 
19.02.2009  00:00:00           0.000         -12.710         -12.710           0.300 
20.02.2009  00:00:00           0.000         -12.360         -12.360           0.250 
21.02.2009  00:00:00           0.040          -5.140          -5.140           0.270 
22.02.2009  00:00:00           0.690          -2.790          -2.790           0.250 
23.02.2009  00:00:00           0.000          -5.080          -5.080           0.250 
24.02.2009  00:00:00           4.170          -3.720          -3.720           0.290 
25.02.2009  00:00:00          14.910          -3.680          -3.680           0.330 
26.02.2009  00:00:00          11.910          -3.170          -3.170           0.370 
27.02.2009  00:00:00           0.800          -5.530          -5.530           0.350 
28.02.2009  00:00:00           0.000         -12.140         -12.140           0.340 
01.03.2009  00:00:00           0.000         -12.450         -12.450           0.320 
02.03.2009  00:00:00           0.000          -9.050          -9.050           0.290 
03.03.2009  00:00:00           3.030          -3.820          -3.820           0.290 
04.03.2009  00:00:00           0.030          -3.140          -3.140           0.270 
05.03.2009  00:00:00           0.030          -6.390          -6.390           0.270 
06.03.2009  00:00:00           0.000          -7.270          -7.270           0.250 
07.03.2009  00:00:00           0.000          -6.820          -6.820           0.240 
08.03.2009  00:00:00           0.000          -5.360          -5.360           0.210 
09.03.2009  00:00:00           0.000          -3.530          -3.530           0.170 
10.03.2009  00:00:00           0.000          -5.680          -5.680           0.190 
11.03.2009  00:00:00           0.000          -7.340          -7.340           0.200 
12.03.2009  00:00:00           0.000          -6.880          -6.880           0.190 
13.03.2009  00:00:00           0.000          -5.920          -5.920           0.170 
14.03.2009  00:00:00           0.270          -5.490          -5.490           0.170 
15.03.2009  00:00:00           0.070          -3.020          -3.020           0.170 
16.03.2009  00:00:00           0.110          -1.120          -1.120           0.170 
17.03.2009  00:00:00           2.990          -0.260          -0.260           0.180 
18.03.2009  00:00:00           6.510          -3.090          -3.090           0.200 
19.03.2009  00:00:00           4.490          -5.650          -5.650           0.220 
20.03.2009  00:00:00          21.040          -1.140          -1.140           0.300 
21.03.2009  00:00:00           6.400          -2.800          -2.800           0.310 
22.03.2009  00:00:00           0.960          -5.690          -5.690           0.300 
23.03.2009  00:00:00           0.000          -6.680          -6.680           0.290 
24.03.2009  00:00:00           0.130          -7.890          -7.890           0.280 
25.03.2009  00:00:00           0.000         -11.470         -11.470           0.270 
26.03.2009  00:00:00           0.000          -9.470          -9.470           0.250 
27.03.2009  00:00:00           0.000          -7.070          -7.070           0.240 
28.03.2009  00:00:00           0.000          -8.190          -8.190           0.230 
29.03.2009  00:00:00           0.000          -5.930          -5.930           0.210 
30.03.2009  00:00:00           0.000          -4.100          -4.100           0.210 
31.03.2009  00:00:00           0.000          -5.470          -5.470           0.210 
01.04.2009  00:00:00           0.040          -4.260          -4.260           0.210 
02.04.2009  00:00:00           2.100          -4.220          -4.220           0.180 
03.04.2009  00:00:00           0.000          -6.950          -6.950           0.160 
04.04.2009  00:00:00           0.000          -8.320          -8.320           0.160 
05.04.2009  00:00:00           0.040          -5.550          -5.550           0.160 
06.04.2009  00:00:00           0.000          -6.230          -6.230           0.140 
07.04.2009  00:00:00           0.000          -7.930          -7.930           0.140 
08.04.2009  00:00:00           0.000          -5.090          -5.090           0.120 
09.04.2009  00:00:00           0.000          -1.140          -1.140           0.120 
10.04.2009  00:00:00           0.000           1.990           1.990           0.120 
11.04.2009  00:00:00           0.620           3.340           3.340           0.120 
12.04.2009  00:00:00           0.000           5.460           5.460           0.150 
13.04.2009  00:00:00           0.380           5.250           5.250           0.200 
14.04.2009  00:00:00           0.090           0.760           0.760           0.240 
15.04.2009  00:00:00           2.140          -1.630          -1.630           0.260 
