date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
11.05.2009  00:00:00           1.820           7.450           7.450           4.730 
12.05.2009  00:00:00          11.930           4.220           4.220           4.870 
13.05.2009  00:00:00           0.030           4.950           4.950           4.750 
14.05.2009  00:00:00           0.230           5.570           5.570           4.590 
15.05.2009  00:00:00           0.000           6.540           6.540           4.440 
16.05.2009  00:00:00           0.000           5.310           5.310           4.300 
17.05.2009  00:00:00           0.000           7.930           7.930           4.160 
18.05.2009  00:00:00           0.000           8.190           8.190           4.050 
19.05.2009  00:00:00           0.000           8.940           8.940           4.000 
20.05.2009  00:00:00           0.000           8.730           8.730           4.040 
21.05.2009  00:00:00           0.020           8.850           8.850           4.080 
22.05.2009  00:00:00           1.540           5.850           5.850           3.990 
23.05.2009  00:00:00           0.000           8.030           8.030           3.870 
24.05.2009  00:00:00           0.750           7.020           7.020           3.790 
25.05.2009  00:00:00           0.000           6.900           6.900           3.640 
26.05.2009  00:00:00           7.190           7.240           7.240           3.830 
27.05.2009  00:00:00           2.750           6.090           6.090           3.910 
28.05.2009  00:00:00          13.600           4.850           4.850           3.990 
29.05.2009  00:00:00           5.130           3.830           3.830           4.040 
30.05.2009  00:00:00           6.230           8.260           8.260           4.580 
31.05.2009  00:00:00           3.730          10.410          10.410           5.460 
01.06.2009  00:00:00           5.010           8.970           8.970           6.040 
02.06.2009  00:00:00           7.000           4.510           4.510           6.010 
03.06.2009  00:00:00           3.980           4.750           4.750           5.770 
04.06.2009  00:00:00           0.000           5.080           5.080           5.350 
05.06.2009  00:00:00           0.430           3.800           3.800           4.920 
06.06.2009  00:00:00           0.090           3.950           3.950           4.520 
07.06.2009  00:00:00           0.000           5.340           5.340           4.110 
08.06.2009  00:00:00           0.000           5.550           5.550           3.760 
09.06.2009  00:00:00           0.000           7.430           7.430           3.460 
10.06.2009  00:00:00           0.000           7.420           7.420           3.240 
11.06.2009  00:00:00           0.010           8.520           8.520           3.040 
12.06.2009  00:00:00           0.000           8.470           8.470           2.880 
13.06.2009  00:00:00           0.000           8.530           8.530           2.760 
14.06.2009  00:00:00           4.480          11.740          11.740           3.130 
15.06.2009  00:00:00          13.850           7.190           7.190           3.610 
16.06.2009  00:00:00           6.450           6.070           6.070           3.850 
17.06.2009  00:00:00           3.650           5.490           5.490           3.810 
18.06.2009  00:00:00           1.480           6.350           6.350           3.710 
19.06.2009  00:00:00           0.000          10.020          10.020           3.540 
20.06.2009  00:00:00           0.000           9.490           9.490           3.360 
21.06.2009  00:00:00           0.000           7.010           7.010           3.160 
22.06.2009  00:00:00           0.200           6.920           6.920           2.970 
23.06.2009  00:00:00           0.000          10.190          10.190           2.790 
24.06.2009  00:00:00           0.060          11.570          11.570           2.700 
25.06.2009  00:00:00           0.000          11.650          11.650           2.620 
26.06.2009  00:00:00           1.030           9.790           9.790           2.570 
27.06.2009  00:00:00           0.000          10.980          10.980           2.450 
28.06.2009  00:00:00           0.000          10.780          10.780           2.320 
29.06.2009  00:00:00           0.000           9.760           9.760           2.210 
30.06.2009  00:00:00           0.000          11.590          11.590           2.090 
01.07.2009  00:00:00           0.460          14.390          14.390           2.070 
02.07.2009  00:00:00           2.830           8.590           8.590           2.030 
03.07.2009  00:00:00           0.000           8.430           8.430           1.900 
04.07.2009  00:00:00           0.000           7.270           7.270           1.770 
05.07.2009  00:00:00           0.040           7.260           7.260           1.700 
06.07.2009  00:00:00           0.000           7.900           7.900           1.600 
07.07.2009  00:00:00           0.000           7.570           7.570           1.500 
08.07.2009  00:00:00           0.000           9.340           9.340           1.410 
09.07.2009  00:00:00           0.000          11.190          11.190           1.330 
10.07.2009  00:00:00           0.000          13.770          13.770           1.280 
11.07.2009  00:00:00           0.140          14.070          14.070           1.300 
12.07.2009  00:00:00           0.060          15.410          15.410           1.280 
13.07.2009  00:00:00           0.000          16.540          16.540           1.270 
14.07.2009  00:00:00           0.100          15.970          15.970           1.230 
15.07.2009  00:00:00           0.000          15.550          15.550           1.190 
16.07.2009  00:00:00           0.490          12.880          12.880           1.160 
17.07.2009  00:00:00           5.380          10.760          10.760           1.170 
18.07.2009  00:00:00           7.960           8.090           8.090           1.250 
19.07.2009  00:00:00           0.060           7.680           7.680           1.310 
20.07.2009  00:00:00           0.000           7.900           7.900           1.270 
21.07.2009  00:00:00           0.000           6.850           6.850           1.210 
22.07.2009  00:00:00           0.000           7.780           7.780           1.140 
23.07.2009  00:00:00           0.000          11.220          11.220           1.120 
24.07.2009  00:00:00           0.910          16.990          16.990           1.110 
25.07.2009  00:00:00           3.600          16.300          16.300           1.170 
26.07.2009  00:00:00           0.000          18.320          18.320           1.130 
27.07.2009  00:00:00           0.930          18.280          18.280           1.110 
28.07.2009  00:00:00           0.000          17.390          17.390           1.050 
29.07.2009  00:00:00           1.480          17.480          17.480           1.000 
30.07.2009  00:00:00           0.000          12.310          12.310           0.960 
31.07.2009  00:00:00           0.000          15.060          15.060           0.910 
01.08.2009  00:00:00           0.000          18.540          18.540           0.860 
02.08.2009  00:00:00           0.010          16.330          16.330           0.810 
03.08.2009  00:00:00           0.000          17.200          17.200           0.770 
04.08.2009  00:00:00           0.000          18.390          18.390           0.720 
05.08.2009  00:00:00           0.000          17.430          17.430           0.690 
06.08.2009  00:00:00           0.000          15.970          15.970           0.650 
07.08.2009  00:00:00           0.140          15.130          15.130           0.620 
08.08.2009  00:00:00           0.000          15.270          15.270           0.590 
09.08.2009  00:00:00           0.630          15.110          15.110           0.570 
10.08.2009  00:00:00           4.170          13.120          13.120           0.570 
11.08.2009  00:00:00           4.570          13.440          13.440           0.570 
12.08.2009  00:00:00          17.630          13.200          13.200           0.680 
13.08.2009  00:00:00           2.590          11.270          11.270           0.720 
14.08.2009  00:00:00           1.060           9.760           9.760           0.700 
15.08.2009  00:00:00           2.850           9.900           9.900           0.710 
16.08.2009  00:00:00           3.220           9.960           9.960           0.750 
17.08.2009  00:00:00           0.030           9.460           9.460           0.710 
18.08.2009  00:00:00           0.990           5.340           5.340           0.680 
19.08.2009  00:00:00           3.960           5.700           5.700           0.670 
20.08.2009  00:00:00           3.220           4.860           4.860           0.670 
21.08.2009  00:00:00           0.000           9.340           9.340           0.640 
22.08.2009  00:00:00           4.980          13.970          13.970           0.650 
23.08.2009  00:00:00           0.000          15.420          15.420           0.610 
24.08.2009  00:00:00           4.530          11.850          11.850           0.640 
25.08.2009  00:00:00           1.620           9.410           9.410           0.650 
26.08.2009  00:00:00           0.000           8.910           8.910           0.640 
27.08.2009  00:00:00           0.000           8.410           8.410           0.620 
28.08.2009  00:00:00           0.000           8.860           8.860           0.600 
29.08.2009  00:00:00           0.000          13.580          13.580           0.600 
30.08.2009  00:00:00           0.150          14.390          14.390           0.560 
31.08.2009  00:00:00           0.000          13.070          13.070           0.530 
01.09.2009  00:00:00           4.280          11.630          11.630           0.530 
02.09.2009  00:00:00           0.150          11.320          11.320           0.540 
03.09.2009  00:00:00          10.950          10.430          10.430           0.580 
04.09.2009  00:00:00           1.290          10.320          10.320           0.580 
05.09.2009  00:00:00           6.330           9.940           9.940           0.630 
06.09.2009  00:00:00           1.810           8.390           8.390           0.650 
07.09.2009  00:00:00           0.270           8.400           8.400           0.650 
08.09.2009  00:00:00           0.700           7.940           7.940           0.640 
09.09.2009  00:00:00           1.850           9.850           9.850           0.640 
10.09.2009  00:00:00          21.730          11.440          11.440           0.930 
11.09.2009  00:00:00          18.970           7.600           7.600           1.270 
12.09.2009  00:00:00           6.580           6.630           6.630           1.430 
13.09.2009  00:00:00           2.960           8.350           8.350           1.490 
14.09.2009  00:00:00           2.200           9.430           9.430           1.530 
15.09.2009  00:00:00           0.500          10.720          10.720           1.540 
16.09.2009  00:00:00           1.210          11.340          11.340           1.560 
17.09.2009  00:00:00          14.950           6.860           6.860           1.880 
18.09.2009  00:00:00           5.910           2.750           2.750           2.040 
19.09.2009  00:00:00           4.300           3.450           3.450           2.110 
20.09.2009  00:00:00           4.600           8.940           8.940           2.230 
21.09.2009  00:00:00          11.080           8.980           8.980           2.520 
22.09.2009  00:00:00           1.190           7.030           7.030           2.520 
23.09.2009  00:00:00           6.540           8.330           8.330           2.680 
24.09.2009  00:00:00          10.650           6.410           6.410           2.920 
25.09.2009  00:00:00           0.850           1.870           1.870           2.850 
26.09.2009  00:00:00           3.700           7.230           7.230           2.920 
27.09.2009  00:00:00          12.530           4.970           4.970           3.170 
28.09.2009  00:00:00          11.080           2.680           2.680           3.360 
29.09.2009  00:00:00           6.670          -0.120          -0.120           3.310 
30.09.2009  00:00:00          13.160          -0.110          -0.110           3.270 
01.10.2009  00:00:00           3.190          -0.040          -0.040           3.150 
02.10.2009  00:00:00           3.590           0.150           0.150           2.980 
03.10.2009  00:00:00           0.040          -1.980          -1.980           2.790 
04.10.2009  00:00:00           0.220          -4.640          -4.640           2.620 
05.10.2009  00:00:00           0.030          -4.390          -4.390           2.430 
06.10.2009  00:00:00           0.010          -4.660          -4.660           2.260 
07.10.2009  00:00:00           0.030          -4.810          -4.810           2.090 
08.10.2009  00:00:00           0.890          -1.860          -1.860           1.980 
09.10.2009  00:00:00          14.990          -1.610          -1.610           1.890 
10.10.2009  00:00:00           9.410          -1.970          -1.970           1.820 
11.10.2009  00:00:00           2.830          -3.190          -3.190           1.710 
12.10.2009  00:00:00           5.020          -1.410          -1.410           1.600 
13.10.2009  00:00:00           0.030          -2.880          -2.880           1.490 
14.10.2009  00:00:00           1.100          -3.460          -3.460           1.400 
15.10.2009  00:00:00           0.850           2.130           2.130           1.400 
16.10.2009  00:00:00           3.930           4.940           4.940           1.610 
17.10.2009  00:00:00           0.640           0.970           0.970           1.690 
18.10.2009  00:00:00           0.010           3.650           3.650           1.710 
19.10.2009  00:00:00           7.680           4.410           4.410           1.850 
20.10.2009  00:00:00           4.620          -0.040          -0.040           1.900 
21.10.2009  00:00:00           3.640           0.810           0.810           1.940 
22.10.2009  00:00:00           1.230          -0.280          -0.280           1.900 
23.10.2009  00:00:00           0.000          -1.850          -1.850           1.840 
24.10.2009  00:00:00           0.030          -3.640          -3.640           1.770 
25.10.2009  00:00:00           0.000          -5.180          -5.180           1.680 
26.10.2009  00:00:00           0.000          -4.030          -4.030           1.620 
27.10.2009  00:00:00           3.960          -1.780          -1.780           1.580 
28.10.2009  00:00:00           3.040          -3.190          -3.190           1.520 
29.10.2009  00:00:00           0.050          -2.230          -2.230           1.470 
30.10.2009  00:00:00           0.000          -6.280          -6.280           1.400 
31.10.2009  00:00:00           5.030          -5.550          -5.550           1.360 
01.11.2009  00:00:00           0.170          -0.180          -0.180           1.330 
02.11.2009  00:00:00           0.000          -2.700          -2.700           1.290 
03.11.2009  00:00:00           0.000          -1.500          -1.500           1.220 
04.11.2009  00:00:00           0.000          -0.410          -0.410           1.140 
05.11.2009  00:00:00           0.000          -2.330          -2.330           1.100 
06.11.2009  00:00:00           0.000          -3.580          -3.580           0.990 
07.11.2009  00:00:00           0.000          -2.030          -2.030           0.940 
08.11.2009  00:00:00           0.000          -3.260          -3.260           0.880 
09.11.2009  00:00:00           0.000          -5.770          -5.770           0.840 
10.11.2009  00:00:00           0.850          -2.680          -2.680           0.810 
11.11.2009  00:00:00           0.000          -5.580          -5.580           0.760 
12.11.2009  00:00:00           0.000          -8.300          -8.300           0.730 
13.11.2009  00:00:00           0.000         -11.750         -11.750           0.680 
14.11.2009  00:00:00           0.000          -7.530          -7.530           0.610 
15.11.2009  00:00:00           0.000          -3.680          -3.680           0.580 
16.11.2009  00:00:00           0.000          -0.970          -0.970           0.560 
17.11.2009  00:00:00           0.010          -1.380          -1.380           0.520 
18.11.2009  00:00:00           0.010           0.180           0.180           0.500 
19.11.2009  00:00:00           0.000          -4.470          -4.470           0.490 
20.11.2009  00:00:00           0.000          -6.560          -6.560           0.440 
21.11.2009  00:00:00           0.000          -1.330          -1.330           0.480 
22.11.2009  00:00:00           9.320           0.590           0.590           0.510 
23.11.2009  00:00:00           0.000          -1.280          -1.280           0.490 
24.11.2009  00:00:00           0.000          -1.820          -1.820           0.470 
25.11.2009  00:00:00           0.000          -2.670          -2.670           0.470 
26.11.2009  00:00:00           0.000           0.330           0.330           0.440 
27.11.2009  00:00:00           0.000          -1.850          -1.850           0.390 
28.11.2009  00:00:00           1.900          -2.730          -2.730           0.400 
29.11.2009  00:00:00           0.130          -5.140          -5.140           0.390 
30.11.2009  00:00:00           0.010          -9.490          -9.490           0.370 
01.12.2009  00:00:00           0.000         -10.560         -10.560           0.370 
02.12.2009  00:00:00           5.770          -4.670          -4.670           0.380 
03.12.2009  00:00:00           5.890          -1.830          -1.830           0.380 
04.12.2009  00:00:00           0.000          -5.310          -5.310           0.370 
05.12.2009  00:00:00           0.000          -4.810          -4.810           0.350 
06.12.2009  00:00:00           0.000          -5.510          -5.510           0.340 
07.12.2009  00:00:00           0.000          -5.130          -5.130           0.320 
08.12.2009  00:00:00           0.000          -4.420          -4.420           0.320 
09.12.2009  00:00:00           0.000          -7.080          -7.080           0.320 
10.12.2009  00:00:00           0.000          -7.310          -7.310           0.300 
11.12.2009  00:00:00           0.000          -7.810          -7.810           0.300 
12.12.2009  00:00:00           4.740          -1.100          -1.100           0.300 
13.12.2009  00:00:00           2.320          -0.210          -0.210           0.300 
14.12.2009  00:00:00           0.000          -5.880          -5.880           0.280 
15.12.2009  00:00:00           0.000          -8.900          -8.900           0.270 
16.12.2009  00:00:00           0.000         -15.730         -15.730           0.260 
17.12.2009  00:00:00           0.030         -12.650         -12.650           0.270 
18.12.2009  00:00:00           3.530          -3.550          -3.550           0.250 
19.12.2009  00:00:00           5.710          -3.400          -3.400           0.270 
20.12.2009  00:00:00           0.020          -6.790          -6.790           0.260 
21.12.2009  00:00:00           0.000          -9.310          -9.310           0.250 
22.12.2009  00:00:00           0.000          -8.070          -8.070           0.230 
23.12.2009  00:00:00           0.000         -13.900         -13.900           0.230 
24.12.2009  00:00:00           0.000         -10.540         -10.540           0.200 
25.12.2009  00:00:00           0.000         -12.430         -12.430           0.190 
26.12.2009  00:00:00           0.000         -12.290         -12.290           0.190 
27.12.2009  00:00:00           0.000         -11.950         -11.950           0.180 
28.12.2009  00:00:00           0.000         -12.170         -12.170           0.180 
29.12.2009  00:00:00           0.060         -13.390         -13.390           0.160 
30.12.2009  00:00:00           0.000         -12.740         -12.740           0.150 
31.12.2009  00:00:00           0.000         -13.190         -13.190           0.150 
01.01.2010  00:00:00           0.000         -12.220         -12.220           0.160 
02.01.2010  00:00:00           0.000         -12.550         -12.550           0.160 
03.01.2010  00:00:00           7.950          -8.660          -8.660           0.160 
04.01.2010  00:00:00           0.000         -12.020         -12.020           0.170 
05.01.2010  00:00:00           0.000         -19.860         -19.860           0.160 
06.01.2010  00:00:00           0.000         -13.830         -13.830           0.150 
07.01.2010  00:00:00           0.000         -11.480         -11.480           0.150 
08.01.2010  00:00:00           4.300          -7.290          -7.290           0.160 
09.01.2010  00:00:00           2.980          -4.870          -4.870           0.180 
10.01.2010  00:00:00           7.280           2.380           2.380           0.240 
11.01.2010  00:00:00           9.030           3.090           3.090           0.370 
12.01.2010  00:00:00          12.190          -0.150          -0.150           0.430 
13.01.2010  00:00:00           5.920           0.780           0.780           0.440 
14.01.2010  00:00:00           0.060          -0.760          -0.760           0.430 
15.01.2010  00:00:00           0.030          -3.760          -3.760           0.410 
16.01.2010  00:00:00           0.000          -8.500          -8.500           0.400 
17.01.2010  00:00:00           0.000          -8.960          -8.960           0.380 
18.01.2010  00:00:00           0.000          -7.290          -7.290           0.360 
19.01.2010  00:00:00           0.000          -7.020          -7.020           0.340 
20.01.2010  00:00:00           2.060          -1.670          -1.670           0.340 
21.01.2010  00:00:00           1.250           0.770           0.770           0.330 
22.01.2010  00:00:00           0.000          -1.980          -1.980           0.320 
23.01.2010  00:00:00           0.000          -9.460          -9.460           0.300 
24.01.2010  00:00:00           0.090         -12.320         -12.320           0.290 
25.01.2010  00:00:00           0.000          -9.380          -9.380           0.280 
26.01.2010  00:00:00           0.000          -8.260          -8.260           0.280 
27.01.2010  00:00:00          11.390           0.250           0.250           0.460 
28.01.2010  00:00:00           3.210          -2.680          -2.680           0.500 
29.01.2010  00:00:00           0.000         -15.210         -15.210           0.480 
30.01.2010  00:00:00           0.000         -16.550         -16.550           0.450 
31.01.2010  00:00:00           0.000         -14.490         -14.490           0.430 
01.02.2010  00:00:00           0.000         -14.380         -14.380           0.410 
02.02.2010  00:00:00           0.000         -14.650         -14.650           0.400 
03.02.2010  00:00:00           0.040         -10.200         -10.200           0.370 
04.02.2010  00:00:00           0.000         -10.920         -10.920           0.350 
05.02.2010  00:00:00           0.000          -8.750          -8.750           0.330 
06.02.2010  00:00:00           6.090          -5.850          -5.850           0.340 
07.02.2010  00:00:00          11.290          -2.580          -2.580           0.340 
08.02.2010  00:00:00           3.130          -6.290          -6.290           0.350 
09.02.2010  00:00:00           0.000         -11.490         -11.490           0.350 
10.02.2010  00:00:00           0.000         -11.970         -11.970           0.340 
11.02.2010  00:00:00           2.680         -12.730         -12.730           0.330 
12.02.2010  00:00:00           0.740         -10.170         -10.170           0.330 
13.02.2010  00:00:00          10.740           0.100           0.100           0.390 
14.02.2010  00:00:00          13.850          -3.790          -3.790           0.460 
15.02.2010  00:00:00          13.290          -1.090          -1.090           0.480 
16.02.2010  00:00:00           1.010          -4.610          -4.610           0.460 
17.02.2010  00:00:00           0.000          -7.840          -7.840           0.430 
18.02.2010  00:00:00           0.000         -14.300         -14.300           0.410 
19.02.2010  00:00:00           0.000         -17.330         -17.330           0.400 
20.02.2010  00:00:00           0.000         -18.480         -18.480           0.380 
21.02.2010  00:00:00           0.000         -18.710         -18.710           0.340 
22.02.2010  00:00:00           0.000         -15.920         -15.920           0.320 
23.02.2010  00:00:00           0.000         -15.390         -15.390           0.310 
24.02.2010  00:00:00           0.000         -20.190         -20.190           0.290 
25.02.2010  00:00:00           0.000         -18.860         -18.860           0.290 
26.02.2010  00:00:00           0.000         -14.800         -14.800           0.270 
27.02.2010  00:00:00           0.000         -10.340         -10.340           0.250 
28.02.2010  00:00:00           0.660         -12.730         -12.730           0.250 
01.03.2010  00:00:00           0.000         -15.450         -15.450           0.250 
02.03.2010  00:00:00           0.000         -17.130         -17.130           0.240 
03.03.2010  00:00:00           0.000         -17.330         -17.330           0.230 
04.03.2010  00:00:00           0.790         -14.490         -14.490           0.210 
05.03.2010  00:00:00           4.290          -7.600          -7.600           0.210 
06.03.2010  00:00:00           3.010          -5.040          -5.040           0.210 
07.03.2010  00:00:00           0.000          -3.880          -3.880           0.220 
08.03.2010  00:00:00          14.270           1.770           1.770           0.300 
09.03.2010  00:00:00          14.190          -6.140          -6.140           0.350 
10.03.2010  00:00:00           7.960          -8.260          -8.260           0.360 
11.03.2010  00:00:00           2.430          -4.870          -4.870           0.360 
12.03.2010  00:00:00          10.730          -5.060          -5.060           0.380 
13.03.2010  00:00:00          12.350          -6.900          -6.900           0.400 
14.03.2010  00:00:00           4.730          -7.480          -7.480           0.400 
15.03.2010  00:00:00           0.190          -9.510          -9.510           0.400 
16.03.2010  00:00:00           2.860         -12.440         -12.440           0.370 
17.03.2010  00:00:00           3.100          -8.420          -8.420           0.360 
18.03.2010  00:00:00           3.240          -9.010          -9.010           0.350 
19.03.2010  00:00:00           0.000          -9.140          -9.140           0.320 
20.03.2010  00:00:00           0.000         -11.880         -11.880           0.310 
21.03.2010  00:00:00           0.000          -9.940          -9.940           0.300 
22.03.2010  00:00:00           9.250          -6.490          -6.490           0.310 
23.03.2010  00:00:00           5.230          -4.410          -4.410           0.310 
24.03.2010  00:00:00           0.050          -5.430          -5.430           0.310 
25.03.2010  00:00:00           0.000          -9.230          -9.230           0.290 
26.03.2010  00:00:00           0.000          -8.790          -8.790           0.280 
27.03.2010  00:00:00           0.000          -5.060          -5.060           0.270 
28.03.2010  00:00:00           0.000          -4.320          -4.320           0.250 
29.03.2010  00:00:00           0.000          -5.490          -5.490           0.240 
30.03.2010  00:00:00           0.000          -6.950          -6.950           0.220 
31.03.2010  00:00:00           0.000          -5.570          -5.570           0.210 
01.04.2010  00:00:00           0.000          -2.850          -2.850           0.200 
02.04.2010  00:00:00           0.000           1.540           1.540           0.200 
03.04.2010  00:00:00           0.000           2.010           2.010           0.200 
04.04.2010  00:00:00           0.000          -1.210          -1.210           0.210 
05.04.2010  00:00:00           0.000          -1.520          -1.520           0.210 
06.04.2010  00:00:00           0.000          -3.520          -3.520           0.210 
07.04.2010  00:00:00           0.000          -1.820          -1.820           0.210 
08.04.2010  00:00:00           0.000          -0.790          -0.790           0.200 
09.04.2010  00:00:00           0.000          -0.550          -0.550           0.190 
10.04.2010  00:00:00           0.000          -0.680          -0.680           0.190 
11.04.2010  00:00:00           0.000           0.890           0.890           0.190 
12.04.2010  00:00:00           0.780           4.310           4.310           0.220 
13.04.2010  00:00:00           3.990           3.210           3.210           0.310 
14.04.2010  00:00:00           3.530          -1.030          -1.030           0.360 
15.04.2010  00:00:00           4.800           0.720           0.720           0.400 
16.04.2010  00:00:00           2.130           1.190           1.190           0.480 
17.04.2010  00:00:00           5.650          -1.610          -1.610           0.510 
18.04.2010  00:00:00           0.450          -2.320          -2.320           0.500 
19.04.2010  00:00:00           3.730          -1.650          -1.650           0.490 
20.04.2010  00:00:00           1.830          -0.900          -0.900           0.460 
21.04.2010  00:00:00           0.000          -0.870          -0.870           0.440 
22.04.2010  00:00:00           0.000          -1.830          -1.830           0.420 
23.04.2010  00:00:00           0.000          -1.130          -1.130           0.400 
24.04.2010  00:00:00           0.000          -1.030          -1.030           0.380 
25.04.2010  00:00:00           0.000          -1.660          -1.660           0.360 
26.04.2010  00:00:00           0.040          -0.040          -0.040           0.370 
27.04.2010  00:00:00           7.780           0.060           0.060           0.460 
28.04.2010  00:00:00          11.340          -2.230          -2.230           0.490 
29.04.2010  00:00:00           6.620          -2.460          -2.460           0.490 
30.04.2010  00:00:00           0.410          -3.330          -3.330           0.460 
01.05.2010  00:00:00           0.000          -1.170          -1.170           0.440 
02.05.2010  00:00:00           2.110          -0.150          -0.150           0.450 
03.05.2010  00:00:00           8.620           0.980           0.980           0.450 
04.05.2010  00:00:00           0.000           0.620           0.620           0.430 
05.05.2010  00:00:00           0.000          -0.060          -0.060           0.410 
06.05.2010  00:00:00           0.000           0.890           0.890           0.400 
07.05.2010  00:00:00           0.000           0.850           0.850           0.400 
08.05.2010  00:00:00           0.000           2.660           2.660           0.390 
09.05.2010  00:00:00           3.170           1.390           1.390           0.410 
10.05.2010  00:00:00           0.000          -0.410          -0.410           0.410 
11.05.2010  00:00:00           0.000           2.700           2.700           0.430 
12.05.2010  00:00:00           0.000           3.290           3.290           0.570 
13.05.2010  00:00:00           0.000           4.310           4.310           0.830 
14.05.2010  00:00:00           4.460           6.290           6.290           1.350 
15.05.2010  00:00:00           0.000           8.870           8.870           2.610 
16.05.2010  00:00:00           0.000          11.820          11.820           5.350 
17.05.2010  00:00:00           0.000          12.680          12.680           9.220 
18.05.2010  00:00:00           0.000          13.780          13.780          12.140 
19.05.2010  00:00:00           5.370           5.860           5.860          12.520 
20.05.2010  00:00:00           0.620           7.310           7.310          12.240 
21.05.2010  00:00:00           5.680           7.720           7.720          11.900 
22.05.2010  00:00:00           0.760           5.660           5.660          11.020 
23.05.2010  00:00:00           3.390           7.140           7.140          10.320 
24.05.2010  00:00:00           0.000           3.680           3.680           9.360 
25.05.2010  00:00:00           1.050           5.900           5.900           8.430 
26.05.2010  00:00:00           0.000           8.350           8.350           7.640 
27.05.2010  00:00:00           0.000           7.320           7.320           6.920 
28.05.2010  00:00:00           0.000           8.160           8.160           6.350 
29.05.2010  00:00:00           0.000           9.330           9.330           5.790 
30.05.2010  00:00:00           0.000          11.330          11.330           5.310 
31.05.2010  00:00:00           0.020           6.830           6.830           4.910 
01.06.2010  00:00:00           6.640           3.620           3.620           4.530 
02.06.2010  00:00:00           0.030           3.040           3.040           4.100 
03.06.2010  00:00:00           1.250          10.070          10.070           3.830 
04.06.2010  00:00:00           5.720           5.680           5.680           3.680 
05.06.2010  00:00:00           6.350           1.800           1.800           3.510 
06.06.2010  00:00:00           1.480           1.770           1.770           3.250 
07.06.2010  00:00:00           0.360           3.200           3.200           3.000 
08.06.2010  00:00:00           0.000           3.870           3.870           2.770 
09.06.2010  00:00:00           0.000           7.220           7.220           2.600 
10.06.2010  00:00:00           1.080           3.690           3.690           2.440 
11.06.2010  00:00:00           2.190           3.560           3.560           2.310 
12.06.2010  00:00:00           0.000           9.710           9.710           2.210 
13.06.2010  00:00:00           0.040          10.240          10.240           2.160 
14.06.2010  00:00:00           1.110           6.540           6.540           2.080 
15.06.2010  00:00:00           0.030           5.300           5.300           1.970 
16.06.2010  00:00:00           0.540           6.870           6.870           1.890 
17.06.2010  00:00:00           3.380           8.220           8.220           1.930 
18.06.2010  00:00:00           1.370           7.750           7.750           1.930 
19.06.2010  00:00:00          17.450           8.240           8.240           2.270 
20.06.2010  00:00:00          24.400           2.580           2.580           2.820 
21.06.2010  00:00:00          18.120           3.840           3.840           3.300 
22.06.2010  00:00:00           2.200           5.420           5.420           3.660 
23.06.2010  00:00:00           6.110           5.320           5.320           4.050 
24.06.2010  00:00:00           1.580           6.370           6.370           4.190 
25.06.2010  00:00:00           0.390           7.760           7.760           4.120 
26.06.2010  00:00:00           0.640          13.380          13.380           4.220 
27.06.2010  00:00:00          16.430           8.910           8.910           4.310 
28.06.2010  00:00:00           3.200           6.820           6.820           4.280 
29.06.2010  00:00:00           1.560           6.980           6.980           4.090 
30.06.2010  00:00:00           0.000          11.340          11.340           3.870 
01.07.2010  00:00:00           0.000          10.470          10.470           3.640 
02.07.2010  00:00:00           0.000           7.560           7.560           3.390 
03.07.2010  00:00:00           0.000           9.050           9.050           3.150 
04.07.2010  00:00:00           0.000          12.520          12.520           2.990 
05.07.2010  00:00:00           3.600          13.570          13.570           2.900 
06.07.2010  00:00:00           8.500          13.690          13.690           2.860 
07.07.2010  00:00:00           0.000          13.390          13.390           2.740 
08.07.2010  00:00:00           0.100          12.160          12.160           2.630 
09.07.2010  00:00:00           5.010          13.490          13.490           2.570 
10.07.2010  00:00:00           0.010          13.850          13.850           2.470 
11.07.2010  00:00:00           3.130          12.390          12.390           2.350 
12.07.2010  00:00:00           0.100          11.770          11.770           2.240 
13.07.2010  00:00:00           0.660          13.950          13.950           2.130 
14.07.2010  00:00:00           8.590           9.160           9.160           2.200 
15.07.2010  00:00:00           5.570           7.210           7.210           2.200 
16.07.2010  00:00:00           0.030           8.950           8.950           2.090 
17.07.2010  00:00:00           0.000          11.810          11.810           2.040 
18.07.2010  00:00:00           0.660          16.970          16.970           2.080 
19.07.2010  00:00:00          15.970          12.060          12.060           2.230 
20.07.2010  00:00:00           5.490          11.370          11.370           2.310 
21.07.2010  00:00:00           3.550           8.090           8.090           2.350 
22.07.2010  00:00:00           7.990           7.730           7.730           2.460 
23.07.2010  00:00:00           7.510           6.180           6.180           2.670 
24.07.2010  00:00:00           1.810           7.790           7.790           2.690 
25.07.2010  00:00:00           0.000           9.210           9.210           2.590 
26.07.2010  00:00:00           0.000          13.510          13.510           2.460 
27.07.2010  00:00:00           1.760          14.800          14.800           2.380 
28.07.2010  00:00:00          11.640          14.110          14.110           2.450 
29.07.2010  00:00:00           0.260          10.900          10.900           2.380 
30.07.2010  00:00:00           0.100          13.310          13.310           2.260 
31.07.2010  00:00:00           0.000          16.510          16.510           2.210 
01.08.2010  00:00:00           5.830          13.450          13.450           2.230 
02.08.2010  00:00:00           1.790          14.730          14.730           2.180 
03.08.2010  00:00:00           6.860          10.260          10.260           2.140 
04.08.2010  00:00:00           0.440          11.060          11.060           2.055 
